EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
IncidentJsMultiApcSuccess#13,"""/ci1 2  ……この付近は想像以上に<br>敵の数が多いみたい<br>気をつけて進んでね"""
EnemyWeak#26,"""什麼嘛，真令人失望"""
EnemyLarge#26,"""個子好像滿大的，不過<br>力量又有多強呢......？"""
EnemyBoss#26,"""嘖，來了個麻煩的敵人！"""
EnemyRare#26,"""哦，那傢伙很稀奇喔"""
EnemyBoost#26,"""這股感覺是什麼......"""
DestroyEnemy1#26,"""勝負已定！"""
DestroyEnemy2#26,"""結束了！"""
DestroyEnemy3#26,"""下一個！"""
CondFreeze#26,"""竟然使用凍結......可惡！"""
CondBurn#26,"""竟然使用燃燒......可惡！"""
CondShock#26,"""竟然讓我觸電......可惡！"""
CondPoison#26,"""竟然使毒......可惡！"""
CondPanic#26,"""竟然讓我混亂......可惡！"""
CondStan#26,"""竟然不能動了......可惡！"""
CondMirage#26,"""竟然使用幻覺......可惡！"""
Die#28,"""本大爺......竟然會......"""
ThankHeal#28,"""得救了！"""
ThankBuff#26,"""很好的判斷！"""
ThankCure#26,"""感謝！"""
DefeatEnemy#26,"""好，告一段落了！"""
LevelUp#26,"""努力有成果了"""
InvokeSkill1#24,"""用這招送你上西天！"""
InvokeSkill2#20,"""用這一擊決勝負！"""
InvokeSkill3#18,"""最後一擊！"""
PBFull#26,"""你夠了吧！"""
PBRelease#26,"""解放力量！"""
TacticsFree#28,"""那我就自由行動了！"""
TacticsGuard#28,"""我要鞏固防禦！"""
TacticsMassedAttack#28,"""殺出一條血路！"""
TacticsAttack#28,"""我來引開敵人！"""
Avoid#26,"""唉呦！"""
HealSelf#26,"""我來恢復！"""
BuffSelf#26,"""準備不能偷懶"""
HealOther#26,"""真是千鈞一髮"""
BuffOther#26,"""我來支援！"""
QuestStart1#26,"""好，走吧"""
QuestStart2#20,"""跟你一起我就放心了"""
QuestEnd1#26,"""這樣就結束了"""
QuestEnd2#20,"""了不起，讓人安心"""
IncidentStart#28,"""將要發生什麼事了！"""
IncidentSuccess#28,"""似乎是成功了"""
IncidentFailure#28,"""......抱歉"""
PSE#28,"""唔，似乎開始了"""
PSELevelUp#28,"""繼續吧！"""
PSEBurst#28,"""竟然有如此大的效果！"""
HP30#28,"""還沒結束！"""
HP10#28,"""再這樣下去......"""
ItemRare#28,"""你找到好東西啦！"""
DamageSmall#28,"""嗚！"""
DamageMiddle#28,"""嗚啊！"""
DamageLarge#28,"""嗚啊！"""
Trap#28,"""竟然中了這種小陷阱......！"""
ThankTrapRescue#28,"""得救了！"""
TrapRescueOther#26,"""小心點！"""
MemberDamaged#26,"""還好嗎？"""
MemberDead#28,"""混帳......饒不了你！"""
AbilityExe#26,"""/toge 越打越順了！"""
AbilitySpecial#26,"""/toge 交給我吧！"""
Resurrect#26,"""......我還能打！"""
PartyJoin#26,"""/ci1 1 麻煩你囉"""
Marvelous#26,"""了不起！"""
IncidentJsApcBegin#20,"""/ci2 1 喔喔，來得正是時候！<br>敵人數量有點多<br>快過來幫我吧。"""
IncidentJsApcFailure#20,"""......唔，想不到事情會變成這樣。<br>抱歉，我先撤退了。"""
IncidentJsApcSuccess#20,"""/ci2 1 好，差不多都解決了！<br>謝啦，多虧有你<br>才能撐過剛才的場面。"""
IncidentJsApcBeginEvo#16,"""/ci3 1 這個感覺......<br>也許會出現新的敵人。<br>別忘了做好準備，提高警覺。"""
IncidentJsMultiApcBegin#14,"""/ci3 1 /toge 來得正是時候啊！<br>幫我一把吧！\u3000光靠我一個人<br>可能會守不住！"""
IncidentJsMultiApcSuccess#14,"""/ci2 1 總算是撐過去了<br>得救了，我得向你道謝"""
EnemyWeak#27,"""なんだ、拍子抜けだな"""
EnemyLarge#27,"""姿は大きいようだが<br>力はどうかな……？"""
EnemyBoss#27,"""ちっ、面倒な敵が現れたな！"""
EnemyRare#27,"""おや、珍しいヤツだな"""
EnemyBoost#27,"""なんだ、この雰囲気は……"""
DestroyEnemy1#27,"""決まりだ！"""
DestroyEnemy2#27,"""終わりだ！"""
DestroyEnemy3#27,"""次！"""
CondFreeze#27,"""凍結だと……おのれ！"""
CondBurn#27,"""燃焼だと……おのれ！"""
CondShock#27,"""感電だと……おのれ！"""
CondPoison#27,"""毒だと……おのれ！"""
CondPanic#27,"""混乱だと……おのれ！"""
CondStan#27,"""身動きがとれんだと……おのれ！"""
CondMirage#27,"""幻惑だと……おのれ！"""
Die#29,"""この……オレが……"""
ThankHeal#29,"""助かる！"""
ThankBuff#27,"""いい判断だ！"""
ThankCure#27,"""感謝するぞ！"""
DefeatEnemy#27,"""よし、一段落だな！"""
LevelUp#27,"""努力が実ったな"""
InvokeSkill1#25,"""こいつで終わりだ！"""
InvokeSkill2#21,"""この一撃で！"""
InvokeSkill3#19,"""とどめだっ！"""
PBFull#27,"""いい加減にしろ！"""
PBRelease#27,"""力を解放する！"""
TacticsFree#29,"""自由にやらせてもらう！"""
TacticsGuard#29,"""守りを固めるぞ！"""
TacticsMassedAttack#29,"""一点突破だ！"""
TacticsAttack#29,"""オレが敵をひきつける！"""
Avoid#27,"""よっと！"""
HealSelf#27,"""回復する！"""
BuffSelf#27,"""手抜きはなしだ"""
HealOther#27,"""危ないところだったな"""
BuffOther#27,"""援護するぞ！"""
QuestStart1#27,"""さて、行くか"""
QuestStart2#21,"""お前が一緒なら安心だな"""
QuestEnd1#27,"""これで終わりだな"""
QuestEnd2#21,"""流石、安心の内容だ"""
IncidentStart#29,"""何か起きるぞ！"""
IncidentSuccess#29,"""成功したようだ"""
IncidentFailure#29,"""……すまん"""
PSE#29,"""む、始まったようだ"""
PSELevelUp#29,"""続けていくぞ！"""
PSEBurst#29,"""ここまでの効果になるか！"""
HP30#29,"""まだだ！"""
HP10#29,"""このままでは……"""
ItemRare#29,"""いいものを見つけたな！"""
DamageSmall#29,"""ぐっ"""
DamageMiddle#29,"""うあっ"""
DamageLarge#29,"""ぐあっ"""
Trap#29,"""この程度の罠に……！"""
ThankTrapRescue#29,"""助かった！"""
TrapRescueOther#27,"""気をつけろ！"""
MemberDamaged#27,"""大丈夫か？"""
MemberDead#29,"""おのれ……許さん！"""
AbilityExe#27,"""/toge 調子が出てきたぜ！"""
AbilitySpecial#27,"""/toge オレに任せろ！"""
Resurrect#27,"""……まだ行ける！"""
PartyJoin#27,"""/ci1 1 よろしく頼むぞ"""
Marvelous#27,"""流石だな！"""
IncidentJsApcBegin#21,"""/ci2 1 おお、いいところに来てくれた！<br>少しばかり敵の数が多くてな<br>手伝ってくれないか。"""
IncidentJsApcFailure#21,"""……ぐっ、こんなことになるとは。<br>すまん、先に撤退する。"""
IncidentJsApcSuccess#21,"""/ci2 1 よし、片付いたようだな！<br>感謝するぞ、お前のおかげで<br>なんとかなった。"""
IncidentJsApcBeginEvo#17,"""/ci3 1 この空気……<br>新手が来るかもしれないな。<br>準備と留意を忘れるなよ。"""
IncidentJsMultiApcBegin#15,"""/ci3 1 /toge いいところに来てくれたな！<br>手伝ってくれ！\u3000オレ一人では<br>守りきれないかもしれん！"""
IncidentJsMultiApcSuccess#15,"""/ci2 1 なんとかなったようだな<br>助かったぞ、感謝する"""
EnemyWeak#28,"""就算對付下等的敵人<br>也不可以大意"""
EnemyLarge#28,"""別被巨大的身軀迷惑了"""
EnemyBoss#28,"""強敵要來了<br>不要忘了平常心"""
EnemyRare#28,"""呼？<br>那個......應該是稀有物種吧？"""
EnemyBoost#28,"""唔......<br>我有不好的預感，怎麼了？"""
DestroyEnemy1#28,"""怎麼樣！"""
DestroyEnemy2#28,"""還不夠！"""
DestroyEnemy3#28,"""不夠看！"""
CondFreeze#28,"""受到凍結，有一段時間會無法動彈，<br>不過只要受到攻擊就會解除了<br>......快來救我！"""
CondBurn#28,"""燃燒不但會在一段時間內造成傷害<br>還會延燒到周圍的人，相當棘手<br>所以快來救我！"""
CondShock#28,"""觸電會造成麻痺，<br>定期阻礙自身的行動<br>所以快來救我！"""
CondPoison#28,"""中毒不但會造成傷害<br>也會多少阻礙行動<br>所以快來救我！"""
CondPanic#28,"""混亂時會無法控制身體<br>使動作變得不安定<br>所以快來救我！"""
CondStan#28,"""這種狀態......雖然只有短時間<br>但是會讓人無法動彈......<br>......快來救我！"""
CondMirage#28,"""幻覺會使得視野模糊<br>本來應該命中的攻擊卻打不中<br>所以快來救我！"""
Die#30,"""聰明一世......糊塗一時......！"""
ThankHeal#30,"""得救了！"""
ThankBuff#28,"""很好的判斷！"""
ThankCure#28,"""很能注意周圍的狀況！<br>謝謝你的幫助！"""
DefeatEnemy#28,"""大致上都解決了，但<br>還不能輕忽大意！"""
LevelUp#28,"""做得很好！"""
InvokeSkill1#26,"""見識見識我精湛的技能吧！"""
InvokeSkill2#22,"""一擊送你上西天！"""
InvokeSkill3#20,"""別想逃離我的手掌心！"""
PBFull#28,"""別得寸進尺了！"""
PBRelease#28,"""讓你嘗嘗我的殺手鐧！"""
TacticsFree#30,"""我自己酌情行動吧"""
TacticsGuard#30,"""防禦是很重要的"""
TacticsMassedAttack#30,"""先打倒一隻吧！"""
TacticsAttack#30,"""暫時由我來引開敵人！"""
Avoid#28,"""太慢了！"""
HealSelf#28,"""提早恢復吧"""
BuffSelf#28,"""我很清楚輔助的重要性"""
HealOther#28,"""千萬別大意"""
BuffOther#28,"""接受我的支援吧"""
QuestStart1#28,"""那麼，我們走！\u3000跟我來！"""
QuestStart2#22,"""有你在我就放心了！<br>就由你帶頭吧！"""
QuestEnd1#28,"""好像結束了啊"""
QuestEnd2#22,"""這樣才對嘛！"""
IncidentStart#30,"""好像要發生什麼事了，當心點！"""
IncidentSuccess#30,"""解決了是吧，很好很好"""
IncidentFailure#30,"""竟然犯下這種失敗......"""
PSE#30,"""PSE似乎開始了"""
PSELevelUp#30,"""就這樣繼續吧"""
PSEBurst#30,"""終於進入爆發狀態了嗎"""
HP30#30,"""我還能撐！"""
HP10#30,"""嗚......不妙......！"""
ItemRare#30,"""那個很稀有吧？<br>真是太好了，嗯嗯"""
DamageSmall#30,"""嗚！"""
DamageMiddle#30,"""嗚嗚！"""
DamageLarge#30,"""嗚啊！"""
Trap#30,"""我竟然會中這種小陷阱......！？"""
ThankTrapRescue#30,"""給你添麻煩了"""
TrapRescueOther#28,"""注意力太渙散了"""
MemberDamaged#28,"""還好嗎？\u3000別勉強自己"""
MemberDead#30,"""好大的膽子......！"""
AbilityExe#28,"""/toge 很好，打到現在終於<br>取回平常的步調了！"""
AbilitySpecial#28,"""/toge 交給我吧！"""
Resurrect#28,"""還沒完呢！"""
PartyJoin#28,"""/ci1 1 放心交給我！"""
Marvelous#28,"""滿有一手的嘛！"""
IncidentJsApcBegin#22,"""/toge /ci1 1 哦，哦哦，你是ARKS的人吧！<br>那麼，可以請你幫我點忙嗎。<br>數量太多，老骨頭應付不來啦。"""
IncidentJsApcFailure#22,"""唔......果真是<br>歲月不饒人啊......<br>我得先撤退了。"""
IncidentJsApcSuccess#22,"""/toge /ci2 1 嗯，這樣應該就結束了。<br>你做得很好，幫了我一個大忙。"""
IncidentJsApcBeginEvo#18,"""/toge /ci3 1 可惡，有新的敵人要出現了！<br>想整死我這把老骨頭嗎！"""
IncidentJsMultiApcBegin#16,"""/ci4 3 竟得依靠別人的力量，真丟臉<br>我年輕的時候，這點程度的敵人<br>一擊就能解決......"""
IncidentJsMultiApcSuccess#16,"""/ci2 1 感謝你迅速的救援<br>不過，要是在我年輕的時候<br>不用等到伙伴陷入危機......"""
EnemyWeak#29,"""格下が相手でも<br>油断するんじゃないぞ"""
EnemyLarge#29,"""巨大な体躯に惑わされるなよ"""
EnemyBoss#29,"""強敵が来るぞ<br>平常心を忘れるな"""
EnemyRare#29,"""む？<br>あれは……稀少種では？"""
EnemyBoost#29,"""む……<br>嫌な予感がするぞ、何だ？"""
DestroyEnemy1#29,"""どうだ！"""
DestroyEnemy2#29,"""物足りんな！"""
DestroyEnemy3#29,"""ぬるいぬるい！"""
CondFreeze#29,"""凍結は、一定時間身動きが取れないが<br>攻撃を受ければ解除される<br>……早く救援するのだ！"""
CondBurn#29,"""燃焼は、一定時間ダメージを加えるうえ<br>周りに燃え移る厄介な状態<br>ゆえに早く救援を！"""
CondShock#29,"""感電は、しびれによって定期的に<br>自らの動きを阻害するもの<br>ゆえに早く救援を！"""
CondPoison#29,"""毒は、ダメージを受けるだけでなく<br>動きまでも若干阻害してくる<br>ゆえに早く救援を！"""
CondPanic#29,"""混乱は、身体が上手く制動を行えず<br>動きがふらついてしまう状態だ<br>ゆえに早く救援を！"""
CondStan#29,"""これは……短時間とはいえ<br>身動きがとれない状態だ……<br>……早く救援するのだ！"""
CondMirage#29,"""幻惑は、視界がかすみ<br>命中するはずの攻撃を外してしまう<br>ゆえに早く救援を！"""
Die#31,"""この……私が……！"""
ThankHeal#31,"""助かったぞ！"""
ThankBuff#29,"""よい判断だ！"""
ThankCure#29,"""よく周りが見えているな！<br>感謝するぞ！"""
DefeatEnemy#29,"""一通りは片付いたが<br>むやみに気を抜くなよ！"""
LevelUp#29,"""よくやった！"""
InvokeSkill1#27,"""熟練の技を見よ！"""
InvokeSkill2#23,"""一撃で仕留めるぞ！"""
InvokeSkill3#21,"""私からは逃れられん！"""
PBFull#29,"""そこまでにしておくんだな！"""
PBRelease#29,"""とっておきをくれてやる！"""
TacticsFree#31,"""裁量で動くとしよう"""
TacticsGuard#31,"""守りは重要だぞ"""
TacticsMassedAttack#31,"""まずは一匹というわけだな！"""
TacticsAttack#31,"""しばし私が敵をひきつけよう！"""
Avoid#29,"""遅い！"""
HealSelf#29,"""早め早めの回復だ"""
BuffSelf#29,"""補助の重要さはよく知っている"""
HealOther#29,"""ゆめゆめ油断はするなよ"""
BuffOther#29,"""私の援護を受け取るといい"""
QuestStart1#29,"""では行くぞ！\u3000ついてこい！"""
QuestStart2#23,"""君ならば安心だ！<br>先導は任せたぞ！"""
QuestEnd1#29,"""終わったようだな"""
QuestEnd2#23,"""それでこそ、だ！"""
IncidentStart#31,"""何か起こるぞ、留意しろ！"""
IncidentSuccess#31,"""解決したな、よしよし"""
IncidentFailure#31,"""このような失敗をするとは……"""
PSE#31,"""ＰＳＥが始まったようだな"""
PSELevelUp#31,"""このまま続けていくぞ"""
PSEBurst#31,"""至ったか、バースト状態に"""
HP30#31,"""まだ行ける！"""
HP10#31,"""ぐっ……まずい……！"""
ItemRare#31,"""それは稀少なものだろう？<br>よかったな、うむうむ"""
DamageSmall#31,"""ぐっ"""
DamageMiddle#31,"""ううっ"""
DamageLarge#31,"""ぐあっ！"""
Trap#31,"""私が罠程度に……！？"""
ThankTrapRescue#31,"""手間をかけたな"""
TrapRescueOther#29,"""注意が散漫だぞ"""
MemberDamaged#29,"""無事か？\u3000無理はするなよ"""
MemberDead#31,"""やってくれたな……！"""
AbilityExe#29,"""/toge よしよし、ようやくながら<br>調子が出てきたぞ！"""
AbilitySpecial#29,"""/toge 私に任せたまえ！"""
Resurrect#29,"""まだまだぁッ！"""
PartyJoin#29,"""/ci1 1 私に任せておけ！"""
Marvelous#29,"""なかなかやるな！"""
IncidentJsApcBegin#23,"""/toge /ci1 1 お、おおっ、君はアークスだな！<br>では、少し手伝ってくれないか。<br>数が多くて老体には厳しいのだ。"""
IncidentJsApcFailure#23,"""ぐぬ……やはり<br>寄る年波には勝てんか……<br>先に撤退させてもらう。"""
IncidentJsApcSuccess#23,"""/toge /ci2 1 うむ、これで終わりのはずだ。<br>よくやってくれた、助かったぞ。"""
IncidentJsApcBeginEvo#19,"""/toge /ci3 1 おのれ、新手の気配が！<br>老体にムチ打たせる気か！"""
IncidentJsMultiApcBegin#17,"""/ci4 3 他人の力頼りとは情けない<br>私の若いころはこの程度の敵など<br>一撃の下に蹴散らして……"""
IncidentJsMultiApcSuccess#17,"""/ci2 1 迅速な救援に感謝する<br>しかし、私の若いころであれば<br>危機に陥る以前の仲間に……"""
EnemyWeak#30,"""哦，真走運！<br>嘍囉送上門來了！"""
EnemyLarge#30,"""拜託等一下！<br>這未免也太大了吧？"""
EnemyBoss#30,"""喂，這看起來相當厲害啊！<br>是這附近一帶的老大嗎？"""
EnemyRare#30,"""哦，這個厲害！<br>喂，那可是稀有物種耶！"""
EnemyBoost#30,"""那那那、那是什麼玩意啊！<br>喂，看起來怪可怕一把的耶！"""
DestroyEnemy1#30,"""好！"""
DestroyEnemy2#30,"""贏了─！"""
DestroyEnemy3#30,"""怎麼樣啊！"""
CondFreeze#30,"""天哪，竟然凍結了！"""
CondBurn#30,"""燙燙燙，是燃燒啊！"""
CondShock#30,"""哇哇哇哇，我麻痺啦！"""
CondPoison#30,"""嗚嗚嗚......竟然中毒了"""
CondPanic#30,"""嗚哇嗚哇......我混亂啦"""
CondStan#30,"""嗚......想不到會中了昏迷"""
CondMirage#30,"""唉喲......中了幻覺啦"""
Die#32,"""......不會吧，到此為止了嗎"""
ThankHeal#32,"""謝啦"""
ThankBuff#30,"""哦，真貼心"""
ThankCure#30,"""總算是舒服多囉"""
DefeatEnemy#30,"""呼，總算解決掉啦"""
LevelUp#30,"""喔，真羨慕你！"""
InvokeSkill1#28,"""喂喂喂，不會讓你逃走的！"""
