Name_00000#0,"""初級打擊武器Lv.1"""
Name_00240#5,"""Enchant実績名00240"""
Name_00241#5,"""Enchant実績名00241"""
Name_00242#5,"""Enchant実績名00242"""
Name_00243#5,"""Enchant実績名00243"""
Name_00244#5,"""Enchant実績名00244"""
Name_00245#5,"""Enchant実績名00245"""
Name_00246#5,"""Enchant実績名00246"""
Name_00247#5,"""Enchant実績名00247"""
Name_00248#5,"""Enchant実績名00248"""
Name_00249#5,"""Enchant実績名00249"""
