EnemyWeak#0,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
EnemyRare#25,"""センパイ、あれって<br>珍しいヤツじゃないか？"""
EnemyBoost#25,"""イヤな感じのする敵だな……"""
DestroyEnemy1#25,"""おれの敵じゃないな"""
DestroyEnemy2#25,"""さあ、次だ"""
DestroyEnemy3#25,"""ま、こんなものかな"""
CondFreeze#25,"""凍結か、くそっ……"""
CondBurn#25,"""燃焼か、くそっ……"""
CondShock#25,"""感電か、くそっ……"""
CondPoison#25,"""毒か、くそっ……"""
CondPanic#25,"""……誰を狙えば良いんだ"""
CondStan#25,"""……身体が動かなくても<br>できることはあるはず"""
CondMirage#25,"""くそっ……狙いが定まらない"""
Die#25,"""ちぇっ、ここまでなのか……"""
ThankHeal#25,"""悪い、助かった"""
ThankBuff#25,"""これなら……いける"""
ThankCure#25,"""なんとか落ち着いたよ"""
DefeatEnemy#25,"""見渡す限りに敵影無し、かな"""
LevelUp#25,"""おれも負けてられないな"""
InvokeSkill1#23,"""射ッ！"""
InvokeSkill2#23,"""この距離……捉えた！"""
InvokeSkill3#23,"""おれの距離だ！"""
TechLight#11,"""テクニックだって使えるぞ？"""
TechDark#11,"""こういうこともできる"""
PBFull#25,"""準備完了、ってところだな"""
PBRelease#25,"""おれたちの邪魔をするのが<br>悪いんだよ"""
TacticsFree#9,"""それじゃ、自由にやらせてもらう"""
TacticsGuard#9,"""ここは耐え時ってことだな"""
TacticsMassedAttack#9,"""集中的につぶす、か<br>援護は任せてくれ"""
TacticsAttack#8,"""行動制御は射手の得意分野だ<br>任せてくれよ"""
Avoid#25,"""どこ狙ってるんだ？"""
HealSelf#25,"""ここで回復しておくかな"""
BuffSelf#25,"""使える手は全て使う"""
HealOther#25,"""回復はこまめにな"""
BuffOther#25,"""補助、忘れると危ないって"""
QuestStart1#25,"""やるからには全力だ"""
QuestStart2#6,"""勉強させてもらうよ、センパイ"""
QuestEnd1#25,"""終わりだな"""
QuestEnd2#9,"""さすがセンパイ、ってところか<br>お世辞じゃなく、本気でさ"""
IncidentStart#25,"""何か来るぞ、センパイ"""
IncidentSuccess#25,"""よし！"""
IncidentFailure#25,"""……悪い、センパイ"""
PSE#25,"""フォトンが活性化してる……<br>そっか、これがＰＳＥか"""
PSELevelUp#25,"""もっと続けてみたいな"""
PSEBurst#25,"""これだけ活性していれば<br>やりたい放題だな"""
HP30#25,"""ちっ、押し込まれてる……？"""
HP10#25,"""くそっ、ここまでやられるなんて……！"""
ItemRare#25,"""センパイ、運もあるんだな"""
DamageSmall#25,"""ちっ"""
DamageMiddle#25,"""くそっ"""
DamageLarge#25,"""きゃあっ！"""
Trap#25,"""こんなところにトラップ！？"""
ThankTrapRescue#25,"""ごめん、迷惑かけた"""
TrapRescueOther#25,"""大丈夫か？"""
MemberDamaged#25,"""前に出すぎると危ないぞ！"""
MemberDead#25,"""…………よくも"""
AbilityExe#25,"""/toge 調子が上がってきた……<br>この気分、悪くない！"""
AbilitySpecial#24,"""/toge おれが行く！"""
Resurrect#25,"""やられたぶんは返さないとな"""
PartyJoin#25,"""/ci1 1 よろしくたのむよ、センパイ"""
Marvelous#25,"""これが、経験の差……"""
IncidentJsApcBegin#25,"""/mn6 /ci2 1 センパイ、ちょうどいい所に！<br>ちょっと手伝ってくれないか？<br>……なるべく、こっち見ないで、さ。"""
IncidentJsApcFailure#25,"""これ以上はちょっと無理そうだ……<br>センパイ、悪い。先に退く。"""
IncidentJsApcSuccess#25,"""/mn38 /ci2 1 いつも助けてもらって<br>ありがとな、センパイ。<br>それじゃまた。"""
IncidentJsApcBeginEvo#25,"""/ci2 2 ちぇっ、まだ来るみたいだ"""
EnemyWeak#26,"""これぐらいの相手ならあたしでも……！"""
EnemyLarge#26,"""な、なんでそんなにおっきいのよっ！"""
EnemyBoss#26,"""逃げちゃダメだよね？"""
EnemyRare#26,"""あ、あれって珍しいヤツじゃない？"""
EnemyBoost#26,"""……な、なんかすごい迫力"""
DestroyEnemy1#26,"""やったっ！"""
DestroyEnemy2#26,"""倒した！\u3000……よね？"""
DestroyEnemy3#26,"""あたしだって<br>できるんだからね！"""
CondFreeze#26,"""冷たっ！"""
CondBurn#26,"""熱いってば！"""
CondShock#26,"""か、感電っ！？"""
CondPoison#26,"""く……これ、毒……？"""
CondPanic#26,"""なんかふらふら……"""
CondStan#26,"""う、動いてあたしの身体！"""
CondMirage#26,"""え、えっ、どこに敵が？"""
Die#26,"""まだ……あたし……"""
ThankHeal#26,"""ありがとう！"""
ThankBuff#26,"""補助、ありがと！"""
ThankCure#26,"""ふー、やっとスッキリしたよ"""
DefeatEnemy#26,"""なんとかしのげた……かな？"""
LevelUp#26,"""あっ、いいなぁ！"""
InvokeSkill1#24,"""やるだけやってみるっ！"""
InvokeSkill2#24,"""こうやればいいのよね！"""
InvokeSkill3#24,"""たしかこんな感じっ！"""
TechIce#11,"""足止めだけでも！"""
TechThunder#12,"""何も出来ないと思ったら大間違いよッ！"""
PBFull#26,"""いい加減にしなさいよ！"""
PBRelease#26,"""あたしを怒らせたわね！"""
TacticsFree#10,"""それじゃ自由にやるから！"""
TacticsGuard#10,"""身を守って！機会を待つの！"""
TacticsMassedAttack#10,"""みんなでやれば、必ず！"""
TacticsAttack#9,"""ひ、ひきつけるの？<br>仕方がないなぁ……"""
Avoid#26,"""どこ狙ってるの？"""
HealSelf#26,"""まだ死にたくないから！"""
BuffSelf#26,"""補助なしじゃ危ないからね"""
HealOther#26,"""大丈夫？\u3000回復するわ"""
BuffOther#26,"""ブーステッドっ！<br>これだけは得意なのよね、あたし"""
QuestStart1#26,"""行くわよー！"""
QuestStart2#7,"""一緒に頑張ろう<br><%me>"""
QuestEnd1#26,"""終わり、かな？"""
QuestEnd2#10,"""<%me>も<br>あたしも五体満足。<br>うん、よかったよかった！"""
IncidentStart#26,"""な、何が起こるの？"""
IncidentSuccess#26,"""やったっ！"""
IncidentFailure#26,"""ええーっ……"""
PSE#26,"""そろそろ来た？"""
PSELevelUp#26,"""続けていきましょう！"""
PSEBurst#26,"""やった、大成功！<br>ここから一気に頑張りましょう！"""
HP30#26,"""痛いってば！"""
HP10#26,"""うう……まっずい……"""
ItemRare#26,"""あ、それいいなぁ！"""
DamageSmall#26,"""きゃっ"""
DamageMiddle#26,"""ううっ"""
DamageLarge#26,"""きゃあっ！"""
Trap#26,"""わ、罠！？"""
ThankTrapRescue#26,"""あ、ありがとう……"""
TrapRescueOther#26,"""大丈夫？"""
MemberDamaged#26,"""気をつけて！"""
MemberDead#26,"""……ゆ、許さない！"""
AbilityExe#26,"""/toge よし、いい感じになってきた！"""
AbilitySpecial#25,"""/toge まかせて！"""
Resurrect#26,"""ま、まだいけるんだから！"""
PartyJoin#26,"""/ci1 1 まかせなさい！"""
Marvelous#26,"""……すっご"""
IncidentJsApcBegin#26,"""/mn18 /ci2 2 あ、ちょうどいいところに！<br>海でのんびりしてたら囲まれちゃって。<br>手伝ってくれないかな！"""
IncidentJsApcFailure#26,"""も、もう限界……<br>ごめん、あたしは撤退するわ。<br>きみもムリしすぎないでね。"""
IncidentJsApcSuccess#26,"""/ci2 1 ふぅ、なんとかなったぁ……<br>きみのおかげだよ、ありがと。<br>それじゃ、私は行くね。"""
IncidentJsApcBeginEvo#26,"""/mn18 /ci3 1<br>うわっ……なんか、やばそーな反応が<br>すっごい近くに……気をつけましょう！"""
EnemyWeak#27,"""弱者と戦う趣味はないが<br>仕方がないか"""
EnemyLarge#27,"""相手にとって不足はない！"""
EnemyBoss#27,"""こいつは、ここで仕留める！"""
EnemyRare#27,"""む……<br>あれは珍しいやつじゃないか？"""
EnemyBoost#27,"""禍々しい気を持つ相手だな……！"""
DestroyEnemy1#27,"""まずは一つ"""
DestroyEnemy2#27,"""次はどいつだ"""
DestroyEnemy3#27,"""邪魔をするからだ"""
CondFreeze#27,"""くっ……凍結か……！"""
CondBurn#27,"""この程度の熱<br>どうということはない！"""
CondShock#27,"""痺れて力が……"""
CondPoison#27,"""この程度の毒で<br>私は止まらない！"""
CondPanic#27,"""全部逆さまに見えるが<br>関係ない！\u3000斬る！"""
CondStan#27,"""身体が動かない……！"""
CondMirage#27,"""視界が封じられたか……<br>ならば全て斬るだけだ！"""
Die#27,"""私は……まだ……"""
ThankHeal#27,"""感謝する！"""
ThankBuff#27,"""恩に着る！"""
ThankCure#27,"""手間をかけてすまない！"""
DefeatEnemy#27,"""他愛もない"""
LevelUp#27,"""流石だな！"""
InvokeSkill1#25,"""天ね閃！"""
InvokeSkill2#25,"""重ね刃！"""
InvokeSkill3#25,"""連ね舞！"""
TechFire#12,"""これでどうだ！"""
TechIce#12,"""これでどうだ！"""
TechThunder#13,"""これでどうだ！"""
TechWind#11,"""これでどうだ！"""
TechLight#12,"""これでどうだ！"""
TechDark#12,"""これでどうだ！"""
PBFull#27,"""あまり使いたくはなかったが……"""
PBRelease#27,"""一瞬で決める！"""
TacticsFree#11,"""わかった、任せておけ！"""
TacticsGuard#11,"""皆は私が守ってみせる！"""
TacticsMassedAttack#11,"""一気呵成に、決める！"""
TacticsAttack#10,"""私が囮になろう！"""
Avoid#27,"""はっ！"""
HealSelf#27,"""詰めが甘かったな"""
BuffSelf#27,"""そこまでだ"""
HealOther#27,"""これで大丈夫だ"""
BuffOther#27,"""無茶をするな"""
QuestStart1#27,"""任務を開始する！"""
QuestStart2#8,"""貴方と一緒なら、安心だな"""
QuestEnd1#27,"""流石だな<br>文句の付けようがない"""
QuestEnd2#11,"""ここまでの結果は<br>予想していなかったぞ、うん"""
IncidentStart#27,"""……何かが、起きる"""
IncidentSuccess#27,"""なんとかなったようだな"""
IncidentFailure#27,"""……すまない<br>私がもう少ししっかりしていれば"""
PSE#27,"""これがＰＳＥというやつなのか？"""
PSELevelUp#27,"""なるほど<br>ＰＳＥとは、続いていくものなのだな"""
PSEBurst#27,"""これがＰＳＥバースト……<br>美しいものだな"""
HP30#27,"""攻め込まれているな……"""
HP10#27,"""くっ……まずい……<br>だがまだ、諦めるわけには！"""
ItemRare#27,"""私に価値はわからないが<br>それ、珍しいやつなのだろう？"""
DamageSmall#27,"""っ！"""
DamageMiddle#27,"""やるな！"""
DamageLarge#27,"""ぐうっ！"""
Trap#27,"""ちっ、トラップか！"""
ThankTrapRescue#27,"""すまない、助かった！"""
TrapRescueOther#27,"""気を付けろ！"""
MemberDamaged#27,"""無理はするな"""
MemberDead#27,"""私は、守れなかったのか……！"""
AbilityExe#27,"""私に任せておけ！"""
AbilitySpecial#26,"""私を止められると思うな！"""
Resurrect#27,"""手間をかけた！"""
PartyJoin#27,"""/ci1 1 では、よろしく頼む"""
Marvelous#27,"""惚れ惚れする動きだな"""
IncidentJsApcBegin#27,"""/ci2 2 戦闘に巻き込まれているようだな。<br>私も手伝うとしよう。<br>格好は気にしないでくれ。"""
IncidentJsApcFailure#27,"""……くっ、やるな。<br>すまない、出直してくる。"""
IncidentJsApcSuccess#27,"""/ci2 1 よし、これで落ち着けるな。<br>手伝ってくれて感謝する。"""
IncidentJsApcBeginEvo#27,"""/ci3 1 ……気配が消えない。<br>どうやら、まだ来るみたいだ"""
EnemyWeak#28,"""相手が弱くても油断は禁物だ<br>気を抜くなよ！"""
EnemyLarge#28,"""無駄に大きく進化しやがって！"""
EnemyBoss#28,"""ヘッ、真打ち登場ってとこだな！"""
EnemyRare#28,"""おっ、なんだあいつ<br>珍しいヤツなんじゃねえか？"""
EnemyBoost#28,"""……いつものヤツとは<br>雰囲気が違うぞ、気をつけろ"""
DestroyEnemy1#28,"""一丁あがり！"""
DestroyEnemy2#28,"""次行くぜ！"""
DestroyEnemy3#28,"""さあ次だ！"""
CondFreeze#28,"""寒っ！"""
CondBurn#28,"""熱っちゃあっ！"""
CondShock#28,"""くそっ、痺れが……"""
CondPoison#28,"""ちっ……毒かよ……！"""
CondPanic#28,"""視界が定まらねえ……！"""
CondStan#28,"""身体が動かねえ……だと！"""
CondMirage#28,"""目がかすみやがる……"""
Die#28,"""なんてこった……"""
ThankHeal#28,"""助かったぜ！"""
ThankBuff#28,"""おっ、サンキュな！"""
ThankCure#28,"""やれやれ……<br>これで心おきなく戦えるな"""
DefeatEnemy#28,"""これで一段落か？"""
LevelUp#28,"""まだまだ伸びるぜ、お前さんは"""
InvokeSkill1#26,"""こいつで終わりだ！"""
InvokeSkill2#26,"""狙い通りの動きだな！"""
InvokeSkill3#26,"""見え見えなんだよ！"""
PBFull#28,"""そろそろ見せ場ってところか？"""
PBRelease#28,"""奥の手、行くぜ！"""
TacticsFree#12,"""自由にやらせてもらうぜ！"""
TacticsGuard#12,"""防御を固めて仕切り直すか"""
TacticsMassedAttack#12,"""一点集中だ！"""
TacticsAttack#11,"""そら、こっちに来いよ！"""
Avoid#28,"""よっと！"""
HealSelf#28,"""危ねえ危ねえ"""
BuffSelf#28,"""油断せずに行くぜ"""
HealOther#28,"""危ないところだったな"""
BuffOther#28,"""あんまり油断するなよ"""
QuestStart1#28,"""はじめるか！"""
QuestStart2#9,"""おっしゃ、行こうぜ<br><%me>！"""
QuestEnd1#28,"""終わりっと！"""
QuestEnd2#12,"""終わりだな！<br>お前さんもお疲れ！"""
IncidentStart#28,"""不測の事態ってやつか<br>まあ、戦場にはつきものだ！"""
IncidentSuccess#28,"""よっしゃ！"""
IncidentFailure#28,"""あーっちゃあ……"""
PSE#28,"""始まったか！"""
PSELevelUp#28,"""さらに続けて行こうぜ！"""
PSEBurst#28,"""よっし！<br>こっちもテンション上げてくか！"""
HP30#28,"""おっと、結構食らったか？"""
HP10#28,"""これ以上はまずいな……"""
ItemRare#28,"""おっ、いいもん拾ったな！"""
DamageSmall#28,"""うっ"""
DamageMiddle#28,"""ちいっ"""
DamageLarge#28,"""ぐあっ"""
Trap#28,"""こんなところに罠かよ！"""
ThankTrapRescue#28,"""ふぃー、助かったぜ"""
TrapRescueOther#28,"""おい、大丈夫か？"""
MemberDamaged#28,"""大丈夫か！"""
MemberDead#28,"""……やりやがったな！<br>オレの目の前で！！"""
AbilityExe#28,"""/toge 調子が出てきたぜ！"""
AbilitySpecial#27,"""/toge 任せとけ！"""
Resurrect#28,"""……調子乗るなよ"""
PartyJoin#28,"""/ci1 1 んじゃ、よろしくな"""
Marvelous#28,"""いい動きだ！"""
IncidentJsApcBegin#28,"""/ci2 1 お、ちょうどよかった！<br>悪いが、こっちを手伝ってくれるか？<br>ちーっとばかし敵の数が多くてな。"""
