YesText#0,"""はい"""
GunnerDfpFirearmUp2#1,"""射撃防御力が上昇する"""
GunnerAutoMateDeadline#1,"""ダメージを受けてHPが25%未満になったとき、自動でメイト系アイテムを使用する"""
Rare10Gunner#1,"""クラフト武器かレアリティ☆１０以上の武器を装備していると、与えるダメージが上昇する。<yellow>このスキルはメインクラスのみ適用される"""
PerfectKeeper#1,"""ＨＰが７５％以上のとき、エネミーへのダメージが増加する"""
SRollUP#1,"""スタイリッシュロール中、エネミーへのダメージが上昇する"""
SRollCombo#1,"""スタイリッシュロールからのジャストアタックに威力ボーナスを得る"""
SRollArts#1,"""スタイリッシュロール中にＰＡボタンで攻撃を行うことにより、ＰＰを消費して威力の高い攻撃を行う"""
ToughnessTime#1,"""ショウタイム中、被ダメージによるギア減少量を軽減する。ツインマシンガンギア習得時のみ有効"""
ShowTimeStar#1,"""ショウタイム中、ツインマシンガン装備時にＰＰ最大値が上昇する"""
HighTime#1,"""ショウタイム中、徐々に威力が増加する。短時間でＨＰの一定割合のダメージを受けるとリセットされる。<yellow>このスキルはメインクラスのみ適用される"""
GunnerZeroRangeCritical#1,"""近距離で射撃攻撃をヒットさせるとクリティカル率が上昇する"""
TwiceChain#1,"""ツインマシンガン装備時、攻撃で溜まるチェイン数が倍になる"""
ChainFinishBonus#1,"""チェインフィニッシュ発動時、チェイン数に応じてチェイントリガーのリキャスト時間が軽減される"""
OnemoreTime#1,"""ショウタイム効果終了時までダメージを受けなかった場合、一度だけショウタイムが再発動する"""
GunnerDiverollShoot#1,"""ダイブロール中の攻撃アクションが可能となる"""
MasteryTwinmachinegun#1,"""ツインマシンガン装備時、PP回復量が増加し、クリティカル時にダメージボーナスを得る。<yellow>このスキルはメインクラスのみ適用される"""
TecArtsChargePA#1,"""ツインマシンガン装備時に異なるＰＡやテクニックからチャージＰＡへ繋いだ時にチャージ時間が無くなる。<yellow>このスキルはメインクラスのみ適用される"""
SRollArtsModeA#1,"""Ｓロールアーツの威力が上昇し、攻撃が範囲攻撃に変化する。<yellow>このスキルはメインクラスのみ適用される"""
GunnerHighLevelBonus#1,"""プレイヤーが与えるダメージにボーナスを得る"""
GunnerNextJump#1,"""２段ジャンプが可能になる"""
GunnerFirstArtsJAAddition#1,"""最初に放つ攻撃が、ジャストアタックになる。発動後にリキャストが発生する。タクトやペットの攻撃とテクニックは無効"""
GunnerAirReversal#1,"""空中で受け身がとれるようになる"""
GunnerDushJump#1,"""回避アクション中にジャンプを行うことでダッシュ状態へ移行する"""
GunnerStepJACombo#1,"""ステップ時にＪＡタイミングが発生するようになる"""
GunnerJustReversalJACombo#1,"""ジャストリバーサル後にジャストアタックタイミングが発生"""
MirageEscape#1,"""視覚情報を撹乱し、無敵状態で一定距離を移動する"""
MirageEscapeAdvance#1,"""ミラージュエスケープ中の無敵時間を延長する"""
ForceJustReversal#1,"""吹き飛ばされてダウンしたときにジャンプ操作で素早く起き上がる"""
ForceAtpTechnicUp1#1,"""法撃力が上昇する"""
TechChargeBonus1#1,"""チャージテクニックのダメージが上昇する"""
TechChargeBonus2#1,"""チャージテクニックのダメージが上昇する"""
ChargePPRestraint#1,"""テクニックのチャージ中にＰＰが回復する"""
PhotonFlare#1,"""一時的に法撃力を上昇させる"""
PhotonFlareBoost#1,"""フォトンフレア発動時に、さらに法撃力が上昇する"""
ForcePPUp1#1,"""ＰＰ最大値が上昇する"""
ForcePPUp2#1,"""ＰＰ最大値が上昇する"""
TechNonChargeBonus1#1,"""チャージしていないテクニックのダメージが上昇する"""
PPRestraint1#1,"""ＰＰ回復量が上昇する"""
PPRestraint2#1,"""ＰＰ回復量が上昇する"""
ForceAtpTechnicUp2#1,"""法撃力が上昇する。法撃アップ１より効果が高い"""
TechJustAttackBonus1#1,"""テクニックのジャストアタックにダメージボーナスを得る"""
MasteryFire1#1,"""炎系テクニックの威力が上昇する"""
BurnBoost#1,"""バーン確率が上昇する"""
MasteryFire2#1,"""炎系テクニックの威力が上昇する"""
FireTechnicShortCharge#1,"""炎系テクニックのチャージ時間を短縮する"""
MasteryIce1#1,"""氷系テクニックの威力が上昇する"""
FreezeBoost#1,"""フリーズ確率が上昇する"""
MasteryIce2#1,"""氷系テクニックの威力が上昇する"""
FreezeIgnition#1,"""フリーズ状態のエネミーを爆破し、大きなダメージを与える"""
MasteryLightning1#1,"""雷系テクニックの威力が上昇する"""
ShockBoost#1,"""ショック確率が上昇する"""
MasteryLightning2#1,"""雷系テクニックの威力が上昇する"""
LightningTechnicPPSave#1,"""雷系テクニックのＰＰ消費量が減少する"""
ForceDfpTechnicUp1#1,"""法撃防御力が上昇する"""
Rare10Force#1,"""クラフト武器かレアリティ☆１０以上の武器を装備していると、与えるダメージが上昇する。<yellow>このスキルはメインクラスのみ適用される"""
PhotonFlareAfterBurst#1,"""フォトンフレアの効果終了後、30秒間法撃力が上昇する"""
PhotonFlareTactics#1,"""フォトンフレア発動時に、状態異常を与える確率が上昇する"""
FreezeKeep#1,"""状態異常フリーズの耐久力が上昇し、攻撃によって解除されにくくなる"""
TalisTecBonus#1,"""投げたタリスから発動するテクニックに威力ボーナスを得る"""
FreezeIgnitionUP#1,"""フリーズイグニッションの効果範囲と威力が上昇する"""
ForceAtpTechnicUp3#1,"""法撃力が上昇する。法撃アップより効果が高い"""
ErementConversion#1,"""武器の属性値をテクニックのダメージボーナスに変換する。属性が一致すると最大値となる。<yellow>このスキルはメインクラスのみ適用される"""
ChargeEscape#1,"""テクニックチャージ中に回避アクションを使用すると、一時的にチャージ中の状態をキープする。<yellow>このスキルはメインクラスのみ適用される"""
ForceDexUp1#1,"""技量が上昇する"""
ForceHPUp1#1,"""ＨＰ最大値が上昇する"""
RodKeepBornus#1,"""ロッド装備時、PPを消費せずにチャージエスケープでキープしたテクニックを使用出来る"""
RodChargeGuard#1,"""ロッドでテクニックのチャージを開始した瞬間にジャストガードが可能になる"""
TalisTecFastThrow#1,"""タリスの速度が上昇する。<yellow>このスキルはメインクラスのみ適用される"""
RodShoot#1,"""ロッドの通常攻撃時に法撃弾が追加される。<yellow>このスキルはメインクラスのみ適用される"""
ForceChargeTechJA#1,"""チャージテクニックがジャストアタックになる効果を得る。発動後にリキャストが発生する"""
PhotonFlareDenoise#1,"""フォトンフレア発動から２０秒間、ロッドのテクニックチャージ時間を短縮する。<yellow>このスキルはメインクラスのみ適用される"""
ForceHighLevelBonus#1,"""プレイヤーが与えるダメージにボーナスを得る"""
ForceNextJump#1,"""２段ジャンプが可能になる"""
ForceFirstArtsJAAddition#1,"""最初に放つ攻撃が、ジャストアタックになる。発動後にリキャストが発生する。タクトやペットの攻撃とテクニックは無効"""
ForceAirReversal#1,"""空中で受け身がとれるようになる"""
ForceDushJump#1,"""回避アクション中にジャンプを行うことでダッシュ状態へ移行する"""
ForceStepJACombo#1,"""ステップ時にＪＡタイミングが発生するようになる"""
ForceJustReversalJACombo#1,"""ジャストリバーサル後にジャストアタックタイミングが発生"""
TecherMirageEscape#1,"""視覚情報を撹乱し、無敵状態で一定距離を移動する"""
TecherJustReversal#1,"""吹き飛ばされてダウンしたときにジャンプ操作で素早く起き上がる"""
TecherAtpTechnicUp1#1,"""法撃力が上昇する"""
ShiftaAdvance#1,"""シフタの効果が上昇する"""
ShiftaCritical#1,"""シフタ効果中にクリティカルヒット確率が上昇する"""
DebandAdvance#1,"""デバンドの効果が上昇する"""
DebandCut#1,"""デバンド効果中に一定割合のダメージを軽減する"""
TecherAtpTechnicUp2#1,"""法撃力が上昇する。法撃アップ１より効果が高い"""
ElementalWeakPoint#1,"""弱点属性へのダメージを上昇する"""
TecherPPUp1#1,"""ＰＰ最大値が上昇する"""
TecherDfpTechnicUp1#1,"""法撃防御力が上昇する"""
PPRestraint#1,"""ＰＰ自動回復量が上昇する。静止した状態では更にＰＰ自動回復量が上昇する"""
WandGear#1,"""チャージテクニックをエネミーに当てるとギアが溜まり、通常攻撃で法撃爆発を発生させる"""
TerritoryBurst#1,"""補助テクニックの効果範囲が上昇する"""
TecherPPUp2#1,"""ＰＰ最大値が上昇する"""
TecherPPConvert#1,"""一定時間、PP自動回復量が上昇し、HP最大値が減少する"""
MasteryLight1#1,"""光系テクニックの威力が上昇する"""
PanicBoost#1,"""パニック確率が上昇する"""
RestaAdvance#1,"""レスタの回復量が上昇する"""
MasteryLight2#1,"""光系テクニックの威力が上昇する"""
MasteryDark1#1,"""闇系テクニックの威力が上昇する"""
PoisonBoost#1,"""ポイズン確率が上昇する"""
PoisonExplosion#1,"""ポイズン状態のエネミーを爆破し、大きなダメージを与える。爆発に巻き込まれたエネミーはポイズンとなることがある"""
MasteryDark2#1,"""闇系テクニックの威力が上昇する"""
MasteryWind1#1,"""風系テクニックの威力が上昇する"""
MirageBoost#1,"""ミラージュ確率が上昇する"""
MasteryWind2#1,"""風系テクニックの威力が上昇する"""
Rare10Techer#1,"""クラフト武器かレアリティ☆１０以上の武器を装備していると、与えるダメージが上昇する。<yellow>このスキルはメインクラスのみ適用される"""
TerritoryBurstAdvance#1,"""テリトリーバースト中に、法撃力が上昇する"""
PowerWand#1,"""装備しているウォンドの法撃力から一定割合を打撃力として追加する"""
