EnemyWeak#0,"""단숨에 쓸어 버린다"""
CondBurn#28,"""코오리가 불타고 있다니……<br>아니, 아니, 도와주세요!"""
CondShock#28,"""모모모몸이이이이<br>저저저저려어어어……!"""
CondPoison#28,"""으으……독은 아픈 걸 떠나서<br>일단 기분 나빠……!"""
CondPanic#28,"""뭔가 엄청<br>빙글빙글 몽글몽글해"""
CondStan#28,"""모, 몸이 안 움직여……?<br>앗!\u3000이거 정말 위험한 상황이야!"""
CondMirage#28,"""와아, 알 군이 잔뜩 보여……!<br>꿈만 같아……그런데 이거<br>정상은 아니란 거지!"""
Die#28,"""아우……당해 버렸어……"""
ThankHeal#28,"""앗, 감사합니다!"""
ThankBuff#28,"""왠지 힘이 솟아나요!"""
ThankCure#28,"""후우, 기분 상쾌해!"""
DefeatEnemy#28,"""대충 다 쓰러뜨린 것 같나요?"""
LevelUp#28,"""엣, 아직 더 강해지는 건가요!"""
InvokeSkill1#27,"""싹둑!"""
InvokeSkill2#27,"""와와왓!"""
InvokeSkill3#27,"""싹 베어 버릴게!"""
TechIce#14,"""얼어 버려!"""
PBFull#28,"""좋아, 비장의 수단 같은 걸<br>써 버릴게!"""
PBRelease#28,"""에잇, 이젠 될 대로 돼라!"""
Avoid#28,"""네!"""
HealSelf#28,"""이 틈에 바로 회복!"""
BuffSelf#28,"""만전의 상태로 맞서겠어!"""
HealOther#28,"""틈을 찾아 회복할게요!"""
BuffOther#28,"""이런 것도 있어요!"""
QuestStart1#28,"""발목 잡지 마, 발목 잡지 마<br>발목 잡지 마……좋아!"""
QuestEnd1#28,"""힘낸 보람이 있을지도!"""
IncidentStart#28,"""음, 뭔가 이상한 분위기……<br>이거, 무슨 일 생기는 거죠?"""
IncidentSuccess#28,"""잘돼서 다행이다……!"""
IncidentFailure#28,"""……이거 실패네요.<br>뭐, 뭐, 기분 전환하죠!"""
PSE#28,"""뭔가 세상이 술렁술렁<br>하지 않나요?\u3000그렇죠?"""
PSELevelUp#28,"""오오오!\u3000술렁임이 커지고 있어요!"""
PSEBurst#28,"""우와, 정말 예뻐……<br>그런데 이게 뭐죠?"""
HP30#28,"""으으, 흔히 말하는 위기일지도……"""
HP10#28,"""이, 이건 너무하잖아요!"""
ItemRare#28,"""앗, 그거 알아요!<br>레어 아이템이죠, 좋겠다!"""
DamageSmall#28,"""아파!"""
DamageMiddle#28,"""꺄악!"""
DamageLarge#28,"""너무해!"""
Trap#28,"""어라……혹시 나<br>함정에 걸린 건가……?"""
ThankTrapRescue#28,"""사, 살았다……"""
TrapRescueOther#28,"""괜찮아요? 지금 도와줄게요!"""
MemberDamaged#28,"""무리는 금물!"""
MemberDead#28,"""……아, 저질렀네.<br>그람은 분노의 검이라고?"""
AbilityExe#28,"""왠지 나, 절호조일지도!"""
AbilitySpecial#28,"""지금이라면 뭐든 잘 풀릴 것<br>같기도 해!"""
Resurrect#28,"""……조금만 더,<br>힘내 볼까……<br>싶기도 하고."""
PartyJoin#28,"""/ci2 1 잘 부탁드립니다"""
Marvelous#28,"""우와……대단하다……"""
IncidentJsApcBegin#28,"""/mn18 /ci8 1 죄송하지만, 도와주세요!<br>뭔가 이상한 것과 마주쳐서……"""
IncidentJsApcFailure#28,"""으으……발목 잡고 싶진 않았는데<br>……미안해요, 먼저 물러날게요."""
IncidentJsApcSuccess#28,"""/mn5 /ci4 1 쓰러뜨렸네요, 감사합니다!<br>네, 아라트론 씨의 가짜요?<br>죄송해요, 보진 못했어요……"""
IncidentJsApcBeginEvo#28,"""/ci1 1 이걸로 일단락!<br>……이란 느낌은 아닌 것 같네요.<br>조금만 더 도와주시겠어요?"""
EnemyWeak#29,"""잡졸이, 방해하지 마!"""
EnemyLarge#29,"""덩치 큰 놈인가, 좋은 표적이군!"""
EnemyBoss#29,"""제법 뼈대 있는 녀석이잖아"""
EnemyRare#29,"""응, 저건 뭐야?<br>희귀한 녀석 아니야?"""
EnemyBoost#29,"""위험한 분위기를 풍기는군……"""
DestroyEnemy1#29,"""한 놈 해치웠다!"""
DestroyEnemy2#29,"""자, 다음으로 가자!"""
DestroyEnemy3#28,"""상대가 안 되는군"""
CondFreeze#29,"""쳇, 동결이냐……!"""
CondBurn#29,"""이름처럼 불타고 있다곤 하지 마!"""
CondShock#29,"""몸이 저려 오잖아……!"""
CondPoison#29,"""젠장, 독인가……!"""
CondPanic#29,"""머리가 뒤죽박죽이 되는데……!"""
CondStan#29,"""몸이 안 움직여……뭐라고……!?"""
CondMirage#29,"""쳇, 시야가 흔들려……!"""
Die#29,"""진짜냐……말도 안 되잖아……이런 건"""
ThankHeal#29,"""미안하다!"""
ThankBuff#29,"""오, 센스 있네!"""
ThankCure#29,"""살았다!"""
DefeatEnemy#29,"""이 근처는 끝났군"""
LevelUp#29,"""이거 질 수 없겠는데!"""
InvokeSkill1#28,"""자, 자, 날아가라!"""
InvokeSkill2#28,"""놓치지 않아!"""
InvokeSkill3#28,"""안됐구나!"""
PBFull#29,"""아낌없이 간다!\u3000전부 받아라!"""
PBRelease#29,"""이건 내가 고른 길이다, 방해하지 마!"""
Avoid#29,"""여어!"""
HealSelf#29,"""위험해, 위험해"""
BuffSelf#29,"""준비는 게을리하지 않는 성격이라"""
HealOther#29,"""방심은 금물이다!"""
BuffOther#29,"""단숨에 끝내자!"""
QuestStart1#29,"""빠르게 끝내자"""
QuestEnd1#29,"""역시 보통이 아니군"""
IncidentStart#29,"""이 기척……뭔가 오는군!"""
IncidentSuccess#29,"""좋아, 나쁘지 않아!"""
IncidentFailure#29,"""아, 젠장, 실수했어!"""
PSE#29,"""이건……PSE라는 건가?"""
PSELevelUp#29,"""계속 가자!"""
PSEBurst#29,"""좋아, 잘됐군!"""
HP30#29,"""정말, 성가셔지는군"""
HP10#29,"""아직 끝이 아니야"""
ItemRare#29,"""오, 그거 좋은 물건 아니야?"""
DamageSmall#29,"""칫"""
DamageMiddle#29,"""크악!"""
DamageLarge#29,"""제법이잖아……!"""
Trap#29,"""이런, 함정이냐!"""
ThankTrapRescue#29,"""미안, 방심했어"""
TrapRescueOther#29,"""요즘 세상에 함정이라니 별나군!<br>지금 도와줄게!"""
MemberDamaged#29,"""괜찮아?\u3000무리하지 마!"""
MemberDead#29,"""……네놈, 감히 그랬겠다!"""
AbilityExe#29,"""자, 죽고 싶은 놈은 누구냐?"""
AbilitySpecial#29,"""어디부터 정리해 줄까?"""
Resurrect#29,"""……정말, 성가신 일이 됐군!"""
PartyJoin#29,"""/ci2 1 잘 부탁한다"""
Marvelous#29,"""휘유, 제법인데"""
IncidentJsApcBegin#29,"""/mn18 /ci3 2 오, 너였나!\u3000마침 잘 왔어!<br>돌아다니다 휘말렸거든.<br>미안하지만 지원을 부탁한다!"""
IncidentJsApcFailure#29,"""진짜냐……꼴사납군……<br>미안, 먼저 물러날게."""
IncidentJsApcSuccess#29,"""/mn15 /ci2 2 이 정도인가. 지원 고맙다!<br>응, 할아버지의 가짜를 못 봤냐고?<br>보이면 알려 줄게. 그럼!"""
IncidentJsApcBeginEvo#29,"""/ci1 1 이걸로 끝……날 분위기는 아니군<br>다음부터 다음까지 질리지도 않나 봐!<br>미안, 조금만 더 어울려 줘!"""
EnemyWeak#30,"""약자를 상대할 취미는 없지만<br>어쩔 수 없나."""
EnemyLarge#30,"""상대로 부족함은 없다!"""
EnemyBoss#30,"""이 녀석은 여기서 끝낸다!"""
EnemyRare#30,"""음……<br>저건 희귀한 녀석 아닌가?"""
EnemyBoost#30,"""불길한 기운을 지닌 상대군……!"""
DestroyEnemy1#30,"""우선 하나."""
DestroyEnemy2#30,"""다음은 어느 놈이지."""
DestroyEnemy3#29,"""방해한 네 탓이야."""
CondFreeze#30,"""큭…… 동결인가……!"""
CondBurn#30,"""이 정도 열쯤은<br>아무것도 아니다!"""
CondShock#30,"""몸이 저려 힘이……"""
CondPoison#30,"""이 정도 독으로<br>나는 멈추지 않는다!"""
CondPanic#30,"""모든 게 거꾸로 보이지만<br>상관없다!\u3000벤다!"""
CondStan#30,"""몸이 움직이지 않는다……!"""
CondMirage#30,"""시야가 막혔나……<br>그렇다면 모조리 벨 뿐이다!"""
Die#30,"""나는…… 아직……"""
ThankHeal#30,"""감사한다!"""
ThankBuff#30,"""은혜는 잊지 않겠다!"""
ThankCure#30,"""수고를 끼쳐 미안하다!"""
DefeatEnemy#30,"""별것 아니군요."""
LevelUp#30,"""역시 대단하군!"""
InvokeSkill1#29,"""아마네센!"""
InvokeSkill2#29,"""카사네바!"""
InvokeSkill3#29,"""츠라네마이!"""
TechFire#12,"""이건 어떠냐!"""
TechIce#15,"""이건 어떠냐!"""
TechThunder#12,"""이건 어떠냐!"""
TechWind#12,"""이건 어떠냐!"""
TechLight#12,"""이건 어떠냐!"""
TechDark#12,"""이건 어떠냐!"""
PBFull#30,"""별로 쓰고 싶진 않았지만……"""
PBRelease#30,"""방해하는 건 쓸어 버린다!"""
TacticsFree#2,"""알았다, 내게 맡겨라!"""
TacticsGuard#2,"""모두는 내가 지켜 내겠다!"""
TacticsMassedAttack#2,"""단숨에 끝낸다!"""
TacticsAttack#2,"""내가 미끼가 되겠다!"""
Avoid#30,"""흥!"""
HealSelf#30,"""방심했군."""
BuffSelf#30,"""거기까지다."""
HealOther#30,"""이제 괜찮을 거다."""
BuffOther#30,"""무리하지 마라."""
QuestStart1#30,"""임무를 시작한다!"""
QuestStart2#1,"""너와 함께라면 안심이군."""
QuestEnd1#30,"""역시 대단하군.<br>흠잡을 데가 없다."""
QuestEnd2#2,"""이런 결과까지는<br>예상하지 못했다, 응."""
IncidentStart#30,"""……무언가 일어난다."""
IncidentSuccess#30,"""어떻게든 해결된 모양이군."""
IncidentFailure#30,"""……미안하다.<br>내가 조금 더 잘했더라면……"""
PSE#30,"""이게 PSE라는 건가?"""
PSELevelUp#30,"""그렇군.<br>PSE는 계속 이어지는 거구나."""
PSEBurst#30,"""이게 PSE 버스트……<br>아름답군."""
HP30#30,"""밀리고 있군……"""
HP10#30,"""큭…… 위험해……<br>하지만 아직 포기할 수는 없다!"""
ItemRare#30,"""내가 가치를 알진 못하지만<br>그거, 희귀한 물건이지?"""
DamageSmall#30,"""읏!"""
DamageMiddle#30,"""제법 하는군!"""
DamageLarge#30,"""크윽!"""
Trap#30,"""쳇, 트랩인가!"""
ThankTrapRescue#30,"""미안하다, 덕분에 살았다!"""
TrapRescueOther#30,"""조심해라!"""
MemberDamaged#30,"""무리하지 마라."""
MemberDead#30,"""나는 지키지 못한 건가……!"""
AbilityExe#30,"""내게 맡겨라!"""
AbilitySpecial#30,"""나를 막을 수 있다고 생각 마라!"""
Resurrect#30,"""번거롭게 했군!"""
PartyJoin#30,"""/ci1 1 그럼, 잘 부탁한다."""
Marvelous#30,"""감탄이 나오는 움직임이군."""
IncidentJsApcBegin#30,"""/mn18 /ci1 1 시끄럽다 했더니, 당신이었나.<br>전투 중인 모양이군, 돕겠다."""
IncidentJsApcFailure#30,"""한심한 모습을<br>보이고 말았군……"""
IncidentJsApcSuccess#30,"""/mn19 /ci2 2 좋아, 쓰러뜨렸군.<br>……응, 금빛 거인이라고?<br>본 기억은 있지만……장소는 잊었다."""
IncidentJsApcBeginEvo#30,"""/ci3 1 ……기척이 사라지지 않는다.<br>아무래도 아직 더 오는 모양이군."""
EnemyWeak#31,"""잡졸인가"""
EnemyLarge#31,"""덩치만 큰 거구인가?"""
EnemyBoss#31,"""나의 위엄을 마음껏 보이리라"""
EnemyRare#31,"""호오, 처음 보는 적이군"""
EnemyBoost#31,"""강렬한 살기가 느껴진다……<br>저자가 근원인가"""
DestroyEnemy1#31,"""흥."""
DestroyEnemy2#31,"""무르군"""
DestroyEnemy3#30,"""이제 움직이지 않는가"""
CondFreeze#31,"""얼어서……<br>움직일 수 없다……!"""
CondBurn#31,"""이 육신이 불타도<br>단련되지는 않는군……"""
CondShock#31,"""저림이……"""
CondPoison#31,"""몸이 좀먹혀 간다……"""
CondPanic#31,"""검이 뜻대로 움직이지 않는다……!"""
CondStan#31,"""몸이, 움직이지 않는다……"""
CondMirage#31,"""교란인가.<br>제법이군……"""
Die#31,"""나의 힘이……미치지 못하는가……"""
ThankHeal#31,"""고맙군"""
ThankBuff#31,"""힘이 느껴진다"""
ThankCure#31,"""이걸로 제대로 싸울 수 있겠군……"""
DefeatEnemy#31,"""주변에 적의 기척은 더 없군"""
LevelUp#31,"""더 큰 힘을 얻었나"""
InvokeSkill1#30,"""가라앉아라"""
InvokeSkill2#30,"""저주받아라"""
InvokeSkill3#30,"""미쳐 죽어라"""
PBFull#31,"""후후……<br>투기가 더욱 예리해진다……!"""
PBRelease#31,"""내달려라……지고의 힘이여!"""
Avoid#31,"""어림없다!"""
HealSelf#31,"""아직 멀었다"""
BuffSelf#31,"""어둠이여 모여라……내 저주가 되어라"""
HealOther#31,"""아직 쓰러지기엔 이르다"""
BuffOther#31,"""그대 안에 잠든 힘을<br>깨워 주마……"""
QuestStart1#31,"""자, 가 보자……"""
QuestEnd1#31,"""임무 완료인가"""
IncidentStart#31,"""무슨 일인가"""
IncidentSuccess#31,"""해결됐나.<br>임무로 돌아가도록 하지."""
IncidentFailure#31,"""실패에 우연 따윈 없다……<br>이 결과는 미숙함의 결실일 뿐이다"""
PSE#31,"""피에스이……라고?"""
PSELevelUp#31,"""흠, 피에스이라는 것이<br>강화된 모양이다"""
PSEBurst#31,"""피에스이라는 게<br>버스트한 모양이군"""
HP30#31,"""배려는 필요 없다, 하고 싶지만<br>그럴 수만도 없나"""
HP10#31,"""크윽……!<br>아직, 나는 싸울 수 있다……!"""
ItemRare#31,"""그건 희귀한 물건 아닌가?"""
DamageSmall#31,"""크윽……"""
DamageMiddle#31,"""아앗……!"""
DamageLarge#31,"""으윽……!"""
Trap#31,"""함정이라고!?<br>방심했나!"""
ThankTrapRescue#31,"""미안하다……"""
TrapRescueOther#31,"""건방진 함정이군……"""
MemberDamaged#31,"""……설 수 있나?<br>그럼 됐다"""
MemberDead#31,"""이대로는…"""
AbilityExe#31,"""묘하게 상태가 좋군.<br>이럴 때도 있는 건가……"""
AbilitySpecial#31,"""전부, 여기까지다"""
Resurrect#31,"""후후……악운은 다하지 않았군"""
PartyJoin#31,"""/ci1 3 도와주도록 하지"""
Marvelous#31,"""호오. 역시 대단하군"""
IncidentJsApcBegin#31,"""/ci1 1 ……그대인가.<br>상황은 보는 바와 같다.<br>괜찮다면 도움을 청하고 싶군."""
IncidentJsApcFailure#31,"""열세인가……퇴각한다.<br>여기서 더 싸워도<br>얻을 것은 없어 보인다."""
IncidentJsApcSuccess#31,"""/ci2 5 고맙군.<br>……도움을 받는 것도<br>나쁜 기분은 아니군."""
IncidentJsApcBeginEvo#31,"""/ci3 3 ……새로운 적인가.<br>전투의 기척을 맡고 찾아왔나."""
EnemyWeak#32,"""이 정도면 괜찮아"""
EnemyLarge#32,"""와, 크다!"""
EnemyBoss#32,"""강해 보여……그래도 안 져!"""
EnemyRare#32,"""와왓, 희귀종이다!"""
EnemyBoost#32,"""……정말 불길한 느낌의 적이야"""
WeatherChange#1,"""대기의 포톤이 술렁이는 건가?"""
DestroyEnemy1#32,"""응, 잘됐어!"""
DestroyEnemy2#32,"""좋아, 느낌 좋아!"""
DestroyEnemy3#31,"""해냈다!"""
CondFreeze#32,"""어, 얼어붙었어!?"""
CondBurn#32,"""뜨거, 뜨거워!"""
CondShock#32,"""모, 몸이 저려어어……!"""
CondPoison#32,"""으으……독인가, 속이 안 좋아……"""
CondPanic#32,"""어, 어, 어떡하지이이!<br>뭘 어떻게 해야 했더라!<br>보이는 대로 날려 버릴까?"""
CondStan#32,"""모, 몸을 마음대로 못 움직이겠어……!"""
CondMirage#32,"""뭔가 시야가 몽롱해……"""
Die#32,"""실패해 버렸어, 미안해……"""
ThankHeal#32,"""아……고마워"""
ThankBuff#32,"""후훗, 고마워"""
ThankCure#32,"""으으, 미안해, 고마워"""
DefeatEnemy#32,"""끝난 것 같네"""
LevelUp#32,"""앗, 축하해!"""
InvokeSkill1#31,"""전력으로, 간다!"""
InvokeSkill2#31,"""하아아아앗!"""
InvokeSkill3#31,"""이걸로 끝낼게!"""
TechFire#13,"""내가 할 수 있는 걸, 최선을 다해!"""
TechIce#16,"""지지 않을 거야!"""
TechThunder#13,"""봐주지 않을 거야!"""
TechWind#13,"""베어 버려!"""
TechLight#13,"""빛이여."""
TechDark#13,"""꿰뚫어!"""
PBFull#32,"""<%me>!<br>우리도 준비됐어!"""
PBRelease#32,"""난 이제……혼자가 아니니까!"""
TacticsFree#3,"""응, 알겠어!<br>자유롭게 움직여 볼게!"""
TacticsGuard#3,"""여긴 참아야 할 때란 거지<br>맡겨 줘, 기다리는 건 잘해!"""
TacticsMassedAttack#3,"""공격을 한곳에 집중하자……<br>응, 알겠어!"""
TacticsAttack#3,"""내가 미끼가 될 테니까<br>그 틈에 부탁해!"""
Avoid#32,"""얏!"""
HealSelf#32,"""회복, 회복!"""
BuffSelf#32,"""보조도 잊으면 안 되지"""
HealOther#32,"""괜찮아?<br>무리하지 마"""
BuffOther#32,"""아, 잠깐 기다려<br>보조도 걸어 줄게"""
QuestStart1#32,"""좋아, 힘낼게!"""
QuestStart2#2,"""너와 함께라면……응<br>분명 괜찮을 거야!"""
QuestEnd1#32,"""후후, 수고했어!<br>다음에도 의지할 수 있으면<br>기쁠 것 같아"""
QuestEnd2#3,"""정말 대단해!\u3000대단해!"""
IncidentStart#32,"""어, 무슨 일이 벌어진 거야?<br>떠, 떨어지지 말아 줘?"""
IncidentSuccess#32,"""깜짝 놀랐네……!<br>그래도 네 덕분에<br>잘됐어"""
IncidentFailure#32,"""아, 미안해.<br>내가 발목을 잡았네……"""
PSE#32,"""포톤의 느낌이 변했어……<br>PSE라는 건가?"""
PSELevelUp#32,"""계속 이어지는 것 같아!<br>더욱더 힘내자!"""
PSEBurst#32,"""와아……이게 PSE 버스트라는<br>거구나, 굉장해!"""
HP30#32,"""윽……아, 아직 멀었어<br>난 아직 괜찮아!"""
HP10#32,"""……으윽!<br>미안, 조금 위험할지도……"""
ItemRare#32,"""와. 그거 보기 드문 물건이지?<br>축하해. 잘됐네"""
DamageSmall#32,"""아야!"""
DamageMiddle#32,"""아야!"""
DamageLarge#32,"""와와왓!"""
Trap#32,"""어, 어, 함정!?"""
ThankTrapRescue#32,"""미안해……<br>정말 큰 도움 됐어"""
TrapRescueOther#32,"""괜찮아?<br>함정은 조심해"""
MemberDamaged#32,"""무리하지 말고 물러나!<br>괜찮아, 나도 있으니까!"""
MemberDead#32,"""이럴 수가!<br>이렇게 될 줄은……!"""
AbilityExe#32,"""응, 힘낼 테니까!"""
AbilitySpecial#32,"""좋아, 힘내 볼까!"""
Resurrect#32,"""이번엔 힘낼게!"""
PartyJoin#32,"""/ci1 1 잘 부탁해!"""
Marvelous#32,"""대단해!\u3000나도 힘내야겠어!"""
IncidentJsApcBegin#32,"""/ci2 2 가, 가오오!<br>과자를 주거나 도와주지 않으면<br>귀신으로 나올 거야. 농담이야……"""
IncidentJsApcFailure#32,"""/ci4 2 으으……미안해……<br>발목을 잡았네……"""
IncidentJsApcSuccess#32,"""/ci2 2 도와줘서 고마워!<br>후후, 귀여운 옷도 입을 수 있고……<br>할로윈은 정말 즐겁네!"""
IncidentJsApcBeginEvo#32,"""/ci3 2 어떻게든 끝났……나 했더니<br>아직 이상한 기척이<br>남아 있어……!"""
EnemyWeak#33,"""한꺼번에 쓸어 버린다!"""
EnemyLarge#33,"""덩치만 큰 녀석 따위!"""
EnemyBoss#33,"""아무리 강대한 상대라도<br>난 절대 포기하지 않아!"""
EnemyRare#33,"""저거, 희귀한 녀석이지!"""
EnemyBoost#33,"""정말 불길한 기운이야……<br>내가 정화하겠어!"""
DestroyEnemy1#33,"""다음!"""
DestroyEnemy2#33,"""이 정도론 멈추지 않아!"""
DestroyEnemy3#32,"""고마워, 아메노무라쿠모!"""
CondFreeze#33,"""차, 차가워!\u3000잠깐, 이게 뭐야!"""
CondBurn#33,"""부, 불타고 있어!?\u3000불 꺼, 불 꺼!"""
CondShock#33,"""저, 저려어어어……!"""
CondPoison#33,"""도, 독……?\u3000기분 나빠……"""
CondPanic#33,"""아하하하!<br>저기가 여기고 여기가 어디지?"""
CondStan#33,"""모, 몸이 안 움직여……!"""
