YesText#0,"""Да"""
ForceStepJACombo#1,"""После выполнения Step'а, ещё раз выполняется Just Attack."""
ForceJustReversalJACombo#1,"""После выполнения Just Reversal, ещё раз выполняется Just Attack."""
TecherMirageEscape#1,"""Искажает свет, чтобы стать неуязвимым при перемещении на короткие расстояния."""
TecherJustReversal#1,"""Нажмите кнопку Прыжка для быстрого восстановления после сбития с ног."""
TecherAtpTechnicUp1#1,"""Увеличивает значение T-ATK."""
ShiftaAdvance#1,"""Увеличивает эффективность Shifta."""
ShiftaCritical#1,"""Увеличивает вероятность критического урона под действием Shifta."""
DebandAdvance#1,"""Увеличивает эффективность Deband."""
DebandCut#1,"""Уменьшает определённое количество получаемого урона, находясь под воздействием Deband."""
TecherAtpTechnicUp2#1,"""Увеличивает значение T-ATK."""
ElementalWeakPoint#1,"""Увеличивает урон, наносимый элементами по слабым точкам с тем же элементом."""
