YesText#0,"""Si"""
OnMousePaKatana#0,"""Katana Photon Arts"""
OnMousePaCompoundBow#0,"""Bullet Bow Photon Arts"""
OnMousePaJboots#0,"""Jet Boots Photon Arts"""
OnMousePaDblade#0,"""Soaring Blades Photon Arts"""
OnMouseTechnicAttributeAll#0,"""Todas las Techniques"""
OnMouseTechnicAttributeFire#0,"""Técnicas de fuego"""
OnMouseTechnicAttributeIce#0,"""Técnicas de hielo"""
OnMouseTechnicAttributeThunder#0,"""Técnicas electricas"""
OnMouseTechnicAttributeWind#0,"""Técnicas de viento"""
OnMouseTechnicAttributeLight#0,"""Técnicas de luz"""
OnMouseTechnicAttributeDark#0,"""Técnicas oscuras"""
OnMouseTechnicAttributeMultiple#0,"""Técnicas sencillas de varios elementos"""
OnMouseTechnicAttributeOverload#0,"""Técnicas multielementos"""
OnMouseClassSkill#0,"""$(0)$(1) Class Skills"""
ClassList#0,"""Class List"""
ClassLevel#1,"""Lv.(MAX)"""
PaList#0,"""Photon Arts List"""
TechnicList#0,"""Technique List"""
ClassSkillList#0,"""Class Skill List"""
InquiryErrorTitle#0,"""Obtener información de personajes"""
InquiryErrorMessage1#0,"""No se puede mostrar la información del personajes."""
ClassSkillLevel#0,"""Lv.(MAX)"""
EquipmentWeapon#0,"""Equipo: Arma"""
EquipmentUnit#0,"""Unidades / Skill Ring Equipment"""
EquipmentCostume#0,"""Parts/Costume/Weapon Camo"""
InquiryErrorMessage2#0,"""No se ha podido obtener la información del personaje.<br>Por favor, inténtalo de nuevo más tarde."""
CraftDetailTitle#0,"""Info. de craft"""
CraftRecipeHint1#0,"""Extender equipo"""
CraftRecipeHint2#0,"""Personalizar tecnica"""
CraftRecipeHint3#0,"""Instalar habilidad temporal"""
CraftRecipeHint4#0,"""Desmontar"""
CraftRecipeHint5#0,"""Personalizar PA"""
BonusMessage00#0,"""Reducir tiempo de enfriamiento"""
BonusMessage01#0,"""Class Availability Up"""
BonusMessage02#0,"""Reducción de Req. Arma"""
BonusMessage03#0,"""Reducción de Req. Escudo"""
BonusMessage000#0,"""($(0).$(1)%)"""
BonusMessage10#0,"""Aumento del merito Fuego"""
BonusMessage11#0,"""Aumento del merito Hielo"""
BonusMessage12#0,"""Aumento del merito Trueno"""
BonusMessage13#0,"""Aumento del merito Viento"""
BonusMessage14#0,"""Aumento del merito Luz"""
BonusMessage15#0,"""Aumento del merito Oscuridad"""
BonusMessage10_d#0,"""Reducción del demerito Fuego"""
BonusMessage11_d#0,"""Reducción del demerito Hielo"""
BonusMessage12_d#0,"""Reducción del demerito Trueno"""
BonusMessage13_d#0,"""Reducción del demerito Viento"""
BonusMessage14_d#0,"""Reducción del demerito Luz"""
BonusMessage15_d#0,"""Reducción del demerito Oscuridad"""
BonusMessage001#0,"""($(0)% ),( $(1)%)"""
BonusMessage002#0,"""($(0)%)"""
InquiryErrorMessage3#0,"""Ha fallado en encontrar informacion de crafteo.<br>Por favor intente mas tarde."""
NoBonusMessage#0,"""Sin licencia de crafteo"""
BonusMessage16#0,"""Incrementa el chance de maximización del subefecto"""
BonusMessage17#0,"""Incrementa el chance del efecto agregado"""
BonusMessage18#0,"""Incrementa el tiempo del efecto agregado"""
BonusMessage19#0,"""Strike PA Custom Type 1 Up"""
BonusMessage20#0,"""Strike PA Custom Type 2 Up"""
BonusMessage21#0,"""Ranged PA Custom Type 1 Up"""
BonusMessage22#0,"""Ranged PA Custom Type 2 Up"""
BonusMessage23#0,"""Tech PA Custom Type 1 Up"""
BonusMessage24#0,"""Tech PA Custom Type 2 Up"""
SetEffectEquipTitle#0,"""Efectos de Set de Equipo"""
SetEffectInfoTitle1#0,"""Parametros"""
SetEffectInfoTitle2#0,"""SET1"""
SetEffectInfoTitle3#0,"""SET2"""
TreasureMessage#0,"""Abrira otra ventana."""
RebootText001#0,"""Puedes comprobar la información y el estado de tu personaje. También puedes ver los potenciadores que están activos en la sección [Efectos que se producen]."""
RebootText002#0,"""Player ID Name"""
RebootText003#0,"""Player ID"""
RebootText004#0,"""Raza"""
RebootText005#0,"""Alianza"""
RebootText006#0,"""Nivel máximo de poder"""
RebootText007#0,"""Clase"""
RebootText008#0,"""-"""
RebootText009#0,"""Class List"""
RebootText010#0,"""Puedes comprobar cada nivel de clase de tu personaje."""
RebootText011#0,"""Descubre más sobre los Photon Arts que dominas."""
RebootText012#0,"""Photon Arts List"""
RebootText013#0,"""Descubre más sobre las técnicas que has aprendido."""
RebootText014#0,"""Lista de técnicas"""
RebootText015#0,"""Descubre más sobre las habilidades de la clase que has aprendido."""
RebootText016#0,"""Lista de habilidades del personaje"""
RebootText017#0,"""Menú de personajes"""
RebootText018#0,"""Información básica"""
RebootText019#0,"""PlayStation Network ID"""
RebootText020#0,"""Gamertag de Xbox Live"""
Title_DeadMenu#0,"""MENÚ DE INCAPACITACIÓN"""
Label_Return#0,"""De vuelta al campamento"""
Label_Revival#0,"""Resurrección en el acto"""
Title_Return#0,"""De vuelta al campamento"""
Message_Return#0,"""Volveremos al campamento. <br>¿Estás seguro?"""
Message_Return_NoReward#0,"""Volveremos al campamento. <br>¿Estás seguro?<br><br><red>※Una vez que vuelvas al campamento, ya no recibirás la recompensa<c>"""
Title_Revival#0,"""Resurrección en el acto"""
Message_Revival#0,"""Revivir en el lugar,<br>¿Estás seguro?"""
Message_Revival_NoReward#0,"""Revivir en el lugar,<br>¿Estás seguro?<br><br><red>Una vez revivido, dejará de ser candidato para recibir la recompensa.<c>"""
Message_ReturnFailure#0,"""En la actualidad no es posible regresar al campamento """
Message_RevivalFailure#0,"""No puedes ser revivido ahora mismo."""
Label_Failure#0,"""Retirarse de la misión"""
Message_Failure#0,"""Está a punto de retirarse de su misión actual. <br>¿Está seguro de que desea continuar?"""
Label_FailurePartyExit#0,"""Retirarse de la misión (dejar el grupo)"""
Message_FailurePartyExit#0,"""Estás a punto de retirarte de tu misión actual y dejar tu grupo. ¿Estás seguro de que quieres continuar?"""
Label_Chat#0,"""Chat"""
Label_UseHalf#0,"""Utiliza Half Scape Doll y Revive"""
Title_HalfDollUse#0,"""Utiliza Half Scape Doll"""
Message_HalfDollUse#0,"""Estás a punto de usar un Half Scape Doll y revivir.<br>¿Estás seguro de que deseas continuar?<br><yellow>Nota: Actualmente te queda $(1) Half Scape Doll<br>usos.<br>Puedes restablecer tus usos restantes volviendo<br>al campamento.<c><br>(Actualmente tienes: $(0) Usos)"""
Message_HalfDollNotRemain#0,"""Actualmente no puedes revivir porque te queda<br>$(1) usos de Half Scape Doll.<br><br><yellow>Puedes restablecer tus usos restantes al<br>máximo de $(2) volviendo a la Nave Puerta.<c><br>(Actualmente tienes: $(0) Usos)"""
Message_HalfDollNotHave#0,"""Actualmente no puedes revivir porque no<br>tienes un Half Scape Doll.<br><br><yellow>Puedes usar Half Scape Dolls<br>en tu posesión hasta $(0) veces.<br>Resta tus usos restantes volviendo<br>al campamento.<c>"""
Message_CanNowUseHalfDoll#0,"""Tus usos restantes de Half Scape Doll se han restablecido."""
Message_Revive_count#0,"""Revivirás automáticamente en 10 segundos."""
Message_Revive_count_5#0,"""Revivirás automáticamente en 5 segundos."""
Message_Revive_count_Time#0,"""Revivirás automáticamente en $(0) segundos."""
Title_RetryConform#0,"""Menú de reintentos"""
Label_Retry#0,"""Reintentar"""
Title_RetrySelect#0,"""Selección de reintentos"""
Message_Retry#0,"""¿Estás seguro de que quieres reintentar la misión? <br><br><red>(Nota: Si reintentas, volverás al <br>comienzo de la misión.)<c>"""
FastTravelTerminal_Revival#0,"""Volver al dispositivo Ryuker"""
FastTravelTerminal_Revival_NoReward#0,"""Volverás al Dispositivo Ryuker.<br>¿Estás seguro de que deseas continuar?"""
FastTravelTerminal_Revival_NoReward_name#0,"""Volverás al Dispositivo Ryuker de $(0).<br>¿Estás seguro de que deseas continuar?"""
Central_Revival#0,"""Volver a Ciudad Central"""
Central_Revival_NoReward#0,"""Volverá a Ciudad Central. <br>¿Está seguro de que desea continuar?"""
Emergency_Revival#0,"""Revivir en la ubicación actual"""
Emergency_Revival_Count#0,"""$(0) segundos"""
Prologue_Revival_message#0,"""Revivirás automáticamente si estás incapacitado en esta misión."""
DeadMenuTitle#0,"""Menú de incapacitación"""
Return#0,"""Regreso al campamento"""
Buy#2,"""Comprar N-Scape Doll para revivir <pict Arcscash>"""
Use#0,"""Usar N-Scape Doll para revivir"""
Help#0,"""-"""
ApllyHelp#0,"""-"""
CancelHelp#0,"""-"""
ReturnTitle#0,"""Volver al campship"""
ReturnMessage#0,"""Regresaras al campship.<br>¿Estas seguro?"""
ReturnMessage2#0,"""Regresaras al campship.<br>¿Estas seguro?<br><br><red>※Una vez se regrese al Campship, no sera posible redimir las recompensas.<c>"""
ScapeDollBuyTitle#0,"""Comprar una Scape Doll"""
ScapeDollBuyMessage#0,"""This is <pict Arcscash><c ff4f3f>AC Content.<c><br>It will consume AC.<br>¿Estas seguro?"""
ScapeDollUseTitle#0,"""Usar Scape Doll"""
ScapeDollUseMessage#0,"""<pict Arcscash><c 5fdf00>購入済アイテムの使用<c><br>購入済のスケープドールを<br>使用して復活します。<br>よろしいですか？<br><br>（所持数：$(0)）"""
ReturnFailure#0,"""Ahora no puedes regresar al Campship."""
Failure#0,"""Retirarse"""
FailureMessage#0,"""Esto causara que te retires de la misión.<br>¿Quieres continuar?"""
FailurePartyExit#0,"""Retirarse (Dejaras el grupo)"""
FailurePartyExitMessage#0,"""Esto causara que abandones el grupo<br>y tambien tu misión.<br>¿Quieres continuar?"""
Chat#0,"""Abrir chat"""
UseHalf#0,"""Revive using N-Half Doll"""
HalfDollUseTitle#0,"""N-Half Doll Usage"""
HalfDollUseMessage#0,"""Revivirás usando un N-Half Doll.<br>¿Continuar?<br><br><yellow>※Puede utilizar un N-Half Doll $(1) vez(es) más.<br>El número de usos disponibles se restablece al volver a la ciudad.<c><br>(Actual: $(0))"""
HalfDollNotRemainMessage#0,"""No puedes revivir usando un N-Half Doll ya que has usado una $(1) vez(s).<br><br><yellow>※Si vuelves a la Ciudad, podrás usar $(2) más.<c><br>(Actual: $(0))"""
HalfDollNotHaveMessage#0,"""No puedes revivir usando un N-Half Doll ya que no tienes una.<br><br><yellow>Si tuvieras N-Half Doll, podrías usarlas $(0) veces. El número de usos disponibles se restablece al volver a la Ciudad.<c>"""
CanNowUseHalfDoll#0,"""Número de usos de N-Half Doll disponibles recuperados."""
Revive_count#0,"""Reviviras automaticamente después de 10 segundos."""
Revive_count_vita#0,"""Reviviras automaticamente después de 10 segundos."""
Revive_count_5#0,"""Reviviras automaticamente después de 5 segundos."""
Revive_count_Time#0,"""Reviviras automaticamente después de $(0) segundos."""
RetryConform#0,"""Quest Menu"""
Retry#0,"""Reintentar"""
RetrySelect#0,"""Reintentar la selección"""
RetryMessage#0,"""¿Quieres reintentar la misión?<br><red>(※ Al precionar si, se reiniciara la mision<br>\u3000y seras enviado al Campship)<c>"""
BuckToField#0,"""Volver al campo"""
BuckToField_GetOutParty#0,"""Dejar el grupo y volver al campo"""
BuckToField_GetOutMyself#0,"""Volver al campo solo"""
BuckToField_CheckMessage#0,"""¿Quieres volver al campo?<br><br>Los miembros de tu grupo<br> también volverán al campo."""
BuckToField_CheckMessage_GetOutMyself#0,"""¿Quieres volver al campo?<br><br>Los miembros de tu partido no serán transferidos, <yellow>sólo tú<c>."""
RetryMessage2#0,"""¿Quieres volver a intentar la misión? <br><red>※Si vuelves a intentarlo, el contenido de la misión se restablecerá.<c>"""
TrigerActiveRetired#0,"""¿Retirarse de la búsqueda?<br><br>Si el <yellow>Iniciador de la batalla<c> se retira de la búsqueda,<br><yellow>todos los miembros del grupo<c> volverán al campo de batalla al mismo tiempo.<br><br>También perderás cualquier efecto obtenido durante la búsqueda,<br>como los aumentos de habilidad."""
TrigerJoinRetired#0,"""¿Retirarse de la misión?<br><br>Si te retiras de la misión, <yellow>sólo tú<br> volverás al campo.<br><br>Además, perderás cualquier efecto obtenido durante la misión, como los aumentos de habilidad.<br><br><yellow>Nota: Si abandonas la Battledia, no podrás volver a unirte a la misión en<br>progreso.<c>"""
TrigerJoinRetiredBlue#0,"""クエストをリタイアしますか？<br><br>クエストをリタイアすると、<br><yellow>“自分だけ”<c>が<br>フィールドに戻ります。<br><br>また、クエスト進行中に得た<br>能力上昇などの効果もすべて失われます。<br><br><yellow>※一度クエストを出ると、<br>\u3000進行中のクエストに再度参加することはできません。<c>"""
LevelUp_Ask#0,"""Puedes subir está habilidad usando $(1)SP.<br>¿Estas seguro?<br><br>(SP Actuales: $(1))"""
LevelUp_AskNoCost#0,"""<yellow>Subir de nivel sin usar SP.<c>¿Estás seguro?"""
LevelUp_Success#0,"""Leveled up."""
LevelUp_Lack#0,"""Te faltan las los SP necesarios para subir esta skill.<br><br>Puedes ver los detalles de la skill con <%NextTabDetails>.<br><br>($(0) SP requeridos.)"""
LevelUp_Lack_v#0,"""Te faltan las los SP necesarios para subir esta skill.<br><br>Puedes ver los detalles de la skill con <pict Sign_SELECT>.<br><br>($(0) SP requeridos.)"""
LevelUp_LackLv#0,"""Nivel insuficiente para aprender esto."""
LevelUp_Max#0,"""No es posible subir el nivel mas alla."""
LevelUp_Wait#0,"""Por favor espera."""
LevelUp_LackPre#0,"""No es posible aprender esta skill, porque hay un<br>prerequisito de nivel para esta que aun no se cumple.<br><br>Puedes ver los detalles de la skill con <%NextTabDetails>."""
LevelUp_LackPre_v#0,"""No es posible aprender esta skill, porque hay un<br>prerequisito de nivel para esta que aun no se cumple.<br><br>Puedes ver los detalles de la skill con <pict Sign_SELECT>."""
Rename#0,"""Arbol de habilidades Renombrado."""
Rename_Text#0,"""Por favor cambie el nombre del Arbol de habilidades seleccionado."""
Exp_WholeSkillTree#0,"""Mostrar todos los árboles de habilidades seleccionados"""
Exp_AddSkillTree#0,"""Gastar AC para añadir un árbol de habilidades"""
Exp_RenameSkillTree#0,"""Cambiar el nombre del Árbol de Habilidades seleccionado"""
Exp_ClassSkillTree#0,"""%s class Skill Tree"""
Failed#0,"""Ocurrio un error. La accion ha sido suspendida."""
Blank#2,"""－"""
Detail#0,"""Detalles de técnicas por clase"""
ClassSkillTree#0,"""Arbol de habilidades de clase"""
SkillPoint#1,"""Puntos de habilidad"""
ViewTree#0,"""Ver arbol de habilidades"""
AddTree#0,"""Agregar un arbol de habilidades"""
EditTreeComment#0,"""Editar el comentario del árbol"""
EditTreeComment_Text#0,"""Por favor, introduzca un comentario para el Árbol."""
sp#0,"""SP"""
Tutorial#0,"""Tutorial"""
Lock#0,"""Muestra los niveles requeridos de las habilidades"""
ClassLevelLock#0,"""Shows the Class Level required to learn this skill"""
Precondition#0,"""Requisito previo"""
TreeCheck#0,"""Comprobar Skill Tree"""
TreeReset#0,"""Transferencia de Skill Tree"""
SKillName#0,"""Nombre Skill"""
SKillTreeNameChange#0,"""Renombrar Skill Tree"""
SKillTreeNameChangeVita#0,"""<pict Sign_SQUARE>Renombrar Skill Tree"""
NameInput#0,"""Nombre de entrada"""
RenameExplain#0,"""Por favor, introduzca el nombre deseado del<br>Árbol de Habilidades a continuación."""
RenameError#0,"""No puede utilizar este nombre."""
LevelUp_LackClassLv#0,"""Tu nivel de clase no es lo suficientemente alto para aprender esta habilidad.<br>$(0) $(1) Lv.$(2)"""
LevelUp_LackClassLv_v#0,"""Tu nivel de clase no es lo suficientemente alto para aprenderesta habilidad.<br><br>Información sobre los requisitos de nivel<br>$(0) $(1) Lv.$(2)"""
RebootText001#1,"""Skill Point"""
RebootText002#1,"""Esto gastará puntos de habilidad para aprender las habilidades de clase seleccionadas.<br>¿Desea continuar?"""
RebootText003#1,"""Necesitas más puntos de habilidad."""
RebootText004#1,"""Descartar los cambios?"""
ShowClassTutorial#0,"""Conseguir ayuda"""
HealTank#0,"""Restasigne"""
RecoveryMoonAtomizer#0,"""Reversasigne"""
HunterWarCry#0,"""War Cry"""
HunterIronWill#0,"""Iron Will"""
HunterMassiveHunter#0,"""Hunter Physique"""
HunterParryingPa#0,"""Hunter Arts <br>Avenger"""
HunterSwordGuardCounterPlus#0,"""Sword Guard <br>Counter Plus"""
HunterSwordNormalAttackPlus#0,"""Sword Attack <br>Extra"""
HunterSwordAttackExtra#0,"""Sword Attack <br>Extra"""
HunterWeakHitAdvance#0,"""Week Hit<br>Advanced Hu"""
HunterParryingCritical#0,"""パリングクリティカル"""
HunterCounterBoost#0,"""カウンター<br>ブースト"""
HunterJustGuardDownBoost#0,"""ジャストガード<br>リアクションブースト"""
HunterSwordGuardCounter#0,"""Sword Guard <br>Counter"""
HunterFlashGuard#0,"""Flash Guard"""
HunterAllGuard#0,"""Omnidirectional Guard"""
HunterParryingPPHeal#0,"""Hunter Arts <br>Avenger PP Gain"""
HunterParryingPaJustGuard#0,"""Hunter Arts <br>Perfect Parry"""
HunterSlowFallCharge#0,"""Slow Landing <br>Charge-Hunter"""
HunterTecArtsSkipAttack#0,"""Another Arts Skip <br>Attack-Hunter"""
HunterSameArtsSkipAttack#0,"""Same Arts Skip <br>Attack-Hunter"""
HunterPartisanVolgraptor#0,"""Volkraptor"""
HunterPartisanAssaultCharge#0,"""Assault Charge"""
HunterPartisanParryingAssaultCharge#0,"""Assault Charge <br>Avenger"""
HunterPartisanVolgraptorPPHeal#0,"""Volkraptor <br>PP Gain"""
HunterWLanceAttackExtra#0,"""Wired Attack <br>Extra"""
HunterWLanceWAPlus#0,"""Wired Anchor <br>Advanced"""
HunterWLanceWAGuardPointPlus#0,"""Wired Anchor <br>Perfect Parry"""
RangerGaugeShotGun#0,"""Spread Shot"""
RangerGaugeShotGunAway#0,"""Spread Shot <br>Quick Getaway"""
RangerWeakBullet#0,"""Blight Rounds"""
RangerWeakBulletParse#0,"""Blight Rounds <br>Reinforce"""
RangerWeaponActionAvoid#0,"""Slide Shot <br>Advance"""
RangerGrenadeTrap#0,"""Rifle Grenadier"""
RangerRangeBonus#0,"""適正距離<br>リアクションボーナス"""
RangerDownChain#0,"""リアクションチェーン"""
RangerWeakHitAdvance#0,"""ウィークヒット<br>アドバンスRa"""
RangerWeakBlastBonus#0,"""ウィークヒット<br>ブラストボーナス"""
RangerFallSlowAttack#0,"""Slow Landing <br>Attack-Ranger"""
RangerFallSlowCharge#0,"""Slow Landing <br>Charge-Ranger"""
RangerClusterBombRecastReduce#0,"""Sticky Bomb <br>Quick Reload"""
RangerLauncherChargeConvergence#0,"""Launcher Charge <br>Grouping"""
RangerConditionBadGuard#0,"""Bad Condition <br>Ward"""
RangerConditionBadEase#0,"""Bad Condition <br>Reduction"""
ForcePhotonFlare#0,"""Photon Flare"""
ForcePpConvert#0,"""PP Conversion"""
ForcePpConvertReCharge#0,"""PP Conversion <br>Increase"""
ForceChargePpRevival#0,"""Technique Charge <br>PP Well Up"""
ForceChargeEscape#0,"""Rod Technique <br>Hold"""
ForceHeal#0,"""Resta Field <br>Force"""
ForceOverFlow#0,"""オーバーフロー"""
ForcePhotonFlareTecShortCharge#0,"""Photon Flare <br>Short Charge"""
ForcePhotonFlareAfterBurst#0,"""フォトンフレア<br>アフターバースト"""
ForcePhotonFlareBoost#0,"""フォトンフレア<br>ブースト"""
ForceRodCounterTechnic#0,"""Rod React <br>Advanced"""
ForcePhotonFlarePpRefrain#0,"""Photon Flare <br>After PP Gain"""
ForceNightmare#0,"""Eradication PP Gain"""
ForceReflectCounterShot#0,"""Elemental Bullet"""
ForceRodCounterTecBonus#0,"""Rod Counter<br>Advanced"""
ForceRodAbsorption#0,"""Maintain PP Gain"""
ForceTalisConcentrate#0,"""Talis Bloom <br>Stimulate"""
ForceTalisQuickMarkShot#0,"""Floating Pillbox <br>Multirock"""
ForceTalisSetRevok#0,"""Talis Bloom <br>Revoke"""
ForcePpRestorate#0,"""PP Recovery Boost"""
ForceSlowFallCharge#0,"""Slow Landing <br>Charge-Force"""
ForceBartaBlot#0,"""Barta Blot"""
ForceZondeClad#0,"""Zonde-Clad"""
FighterLimitBreak#0,"""Overload"""
FighterLimitBreakPhotonCharge#0,"""Limit Break <br>PP Gain"""
FighterLimitBreakInsurance#0,"""Overload <br>Endurance"""
KnuckleDodgeHeatRevenge#0,"""Knuckle Attack <br>Switch"""
FighterKnuckleSwayCounterPlus#0,"""Knuckle Sway <br>Counter Plus"""
FighterKnuckleNormalAttackPlus#0,"""Knuckle Attack <br>Extra"""
FighterKnuckleAttackExtra#0,"""Knuckle Attack <br>Extra"""
FighterPhotonFlood#0,"""フォトンフラッド"""
FighterUnFlatBonus#0,"""アンフラット<br>ボーナス"""
FighterTecArtsJABonus#0,"""テックアーツボーナス"""
FighterPPSlayer#0,"""PPスレイヤー"""
FighterKnuckleSwayCounter#0,"""Knuckle Sway <br>Counter"""
FighterLimitBreakPPRestraint#0,"""Limit Break <br>PP Recovery"""
FighterKnucklePARush#0,"""Knuckle Arts Combo <br>PP Save"""
FighterTDSpinDerive#0,"""Dagger Spin Axle"""
FighterKamaitachiLv2PPHeal#0,"""Saber Glaze <br>PP Gain"""
FighterChaseAdvance#0,"""Defeat <br>Advantage"""
FighterChaseAdvancePPRecovery#0,"""Defeat <br>PP Recovery"""
FighterTecArtsSkipAttack#0,"""Another Arts Skip <br>Attack-Fighter"""
FighterSameArtsSkipAttack#0,"""Same Arts Skip <br>Attack-Fighter"""
FighterSkipArts#0,"""Fighter <br>Skip Arts"""
FighterTDAnotherDerive#0,"""Acceleration Drive"""
FighterTDSpinCounter#0,"""Dagger Spin <br>Counter"""
FighterTDAttackExtra#0,"""Dagger Attack <br>Extra"""
