MenuTitle#0,"""Exchange Shop"""
item_AutoRegenerateMoa_3#0,"""Swordsman's Spirit Lv.3"""
item_AutoRegenerateMoa_4#0,"""Swordsman's Spirit Lv.4"""
item_AutoRegenerateMoa_5#0,"""Swordsman's Spirit Lv.5"""
item_JustAttackBonus3_1#0,"""Immediate Attack Lv.1"""
item_JustAttackBonus3_2#0,"""Immediate Attack Lv.2"""
item_JustAttackBonus3_3#0,"""Immediate Attack Lv.3"""
item_JustAttackBonus3_4#0,"""Immediate Attack Lv.4"""
item_JustAttackBonus3_5#0,"""Immediate Attack Lv.5"""
item_JustReversalPPBonus_1#0,"""Mind Reversal Lv.1"""
item_JustReversalPPBonus_2#0,"""Mind Reversal Lv.2"""
item_JustReversalPPBonus_3#0,"""Mind Reversal Lv.3"""
item_JustReversalPPBonus_4#0,"""Mind Reversal Lv.4"""
item_JustReversalPPBonus_5#0,"""Mind Reversal Lv.5"""
item_BrastGaugeDamageUp_1#0,"""Phantasmal Blessing Lv.1"""
item_BrastGaugeDamageUp_2#0,"""Phantasmal Blessing Lv.2"""
item_BrastGaugeDamageUp_3#0,"""Phantasmal Blessing Lv.3"""
item_BrastGaugeDamageUp_4#0,"""Phantasmal Blessing Lv.4"""
item_BrastGaugeDamageUp_5#0,"""Phantasmal Blessing Lv.5"""
item_BrastGaugeDamageUp2_1#0,"""Phantasmal Source Lv.1"""
item_BrastGaugeDamageUp2_2#0,"""Phantasmal Source Lv.2"""
item_BrastGaugeDamageUp2_3#0,"""Phantasmal Source Lv.3"""
item_BrastGaugeDamageUp2_4#0,"""Phantasmal Source Lv.4"""
item_BrastGaugeDamageUp2_5#0,"""Phantasmal Source Lv.5"""
item_AirAttackBurst_1#0,"""Aerial Burst Lv.1"""
item_AirAttackBurst_2#0,"""Aerial Burst Lv.2"""
item_AirAttackBurst_3#0,"""Aerial Burst Lv.3"""
item_AirAttackBurst_4#0,"""Aerial Burst Lv.4"""
item_AirAttackBurst_5#0,"""Aerial Burst Lv.5"""
item_AirAttackBurst3_1#0,"""Soaring Burst Lv.1"""
item_AirAttackBurst3_2#0,"""Soaring Burst Lv.2"""
item_AirAttackBurst3_3#0,"""Soaring Burst Lv.3"""
item_AirAttackBurst3_4#0,"""Soaring Burst Lv.4"""
item_AirAttackBurst3_5#0,"""Soaring Burst Lv.5"""
item_CraftWeaponDamageUp_1#0,"""Craft Mastery Lv.1"""
item_CraftWeaponDamageUp_2#0,"""Craft Mastery Lv.2"""
item_CraftWeaponDamageUp_3#0,"""Craft Mastery Lv.3"""
item_CraftWeaponDamageUp_4#0,"""Craft Mastery Lv.4"""
item_CraftWeaponDamageUp_5#0,"""Craft Mastery Lv.5"""
item_CraftWeaponDamageUp2_1#0,"""Red Recalescence Lv.1"""
item_CraftWeaponDamageUp2_2#0,"""Red Recalescence Lv.2"""
item_CraftWeaponDamageUp2_3#0,"""Red Recalescence Lv.3"""
item_CraftWeaponDamageUp2_4#0,"""Red Recalescence Lv.4"""
item_CraftWeaponDamageUp2_5#0,"""Red Recalescence Lv.5"""
item_CraftWeaponDamageUp3_1#0,"""Craftsman's Soul Lv.1"""
item_CraftWeaponDamageUp3_2#0,"""Craftsman's Soul Lv.2"""
item_CraftWeaponDamageUp3_3#0,"""Craftsman's Soul Lv.3"""
item_CraftWeaponDamageUp3_4#0,"""Craftsman's Soul Lv.4"""
item_CraftWeaponDamageUp3_5#0,"""Craftsman's Soul Lv.5"""
item_PowerTranslation_Tech_1#0,"""Mind Into Matter Lv.1"""
item_PowerTranslation_Tech_2#0,"""Mind Into Matter Lv.2"""
item_PowerTranslation_Tech_3#0,"""Mind Into Matter Lv.3"""
item_PowerTranslation_Tech_4#0,"""Mind Into Matter Lv.4"""
item_PowerTranslation_Tech_5#0,"""Mind Into Matter Lv.5"""
item_PowerTranslation_Shoot_1#0,"""Precision Strike Lv.1"""
item_PowerTranslation_Shoot_2#0,"""Precision Strike Lv.2"""
item_PowerTranslation_Shoot_3#0,"""Precision Strike Lv.3"""
item_PowerTranslation_Shoot_4#0,"""Precision Strike Lv.4"""
item_PowerTranslation_Shoot_5#0,"""Precision Strike Lv.5"""
item_ComboUp_1#0,"""Visage of Shadow Lv.1"""
item_ComboUp_2#0,"""Visage of Shadow Lv.2"""
item_ComboUp_3#0,"""Visage of Shadow Lv.3"""
item_ComboUp_4#0,"""Visage of Shadow Lv.4"""
item_ComboUp_5#0,"""Visage of Shadow Lv.5"""
item_ComboUp2_1#0,"""Twinkling Chain Lv.1"""
item_ComboUp2_2#0,"""Twinkling Chain Lv.2"""
item_ComboUp2_3#0,"""Twinkling Chain Lv.3"""
item_ComboUp2_4#0,"""Twinkling Chain Lv.4"""
item_ComboUp2_5#0,"""Twinkling Chain Lv.5"""
item_ComboUp3_1#0,"""Serpent's Bite Lv.1"""
item_ComboUp3_2#0,"""Serpent's Bite Lv.2"""
item_ComboUp3_3#0,"""Serpent's Bite Lv.3"""
item_ComboUp3_4#0,"""Serpent's Bite Lv.4"""
item_ComboUp3_5#0,"""Serpent's Bite Lv.5"""
item_ComboUp4_1#0,"""Meteor Dance Lv.1"""
item_ComboUp4_2#0,"""Meteor Dance Lv.2"""
item_ComboUp4_3#0,"""Meteor Dance Lv.3"""
item_ComboUp4_4#0,"""Meteor Dance Lv.4"""
item_ComboUp4_5#0,"""Meteor Dance Lv.5"""
item_ChainFinishBonus_1#0,"""Chaining Melody Lv.1"""
item_ChainFinishBonus_2#0,"""Chaining Melody Lv.2"""
item_ChainFinishBonus_3#0,"""Chaining Melody Lv.3"""
item_ChainFinishBonus_4#0,"""Chaining Melody Lv.4"""
item_ChainFinishBonus_5#0,"""Chaining Melody Lv.5"""
item_AttackAdvance_1#0,"""Standard Meditation Lv.1"""
item_AttackAdvance_2#0,"""Standard Meditation Lv.2"""
item_AttackAdvance_3#0,"""Standard Meditation Lv.3"""
item_AttackAdvance_4#0,"""Standard Meditation Lv.4"""
item_AttackAdvance_5#0,"""Standard Meditation Lv.5"""
item_AttackAdvance2_1#0,"""Sealed Dragon Roar Lv.1"""
item_AttackAdvance2_2#0,"""Sealed Dragon Roar Lv.2"""
item_AttackAdvance2_3#0,"""Sealed Dragon Roar Lv.3"""
item_AttackAdvance2_4#0,"""Sealed Dragon Roar Lv.4"""
item_AttackAdvance2_5#0,"""Sealed Dragon Roar Lv.5"""
item_ShortTimeAdvance_1#0,"""Four-armed Gale Lv.1"""
item_ShortTimeAdvance_2#0,"""Four-armed Gale Lv.2"""
item_ShortTimeAdvance_3#0,"""Four-armed Gale Lv.3"""
item_ShortTimeAdvance_4#0,"""Four-armed Gale Lv.4"""
item_ShortTimeAdvance_5#0,"""Four-armed Gale Lv.5"""
item_TecArtsJABonus_1#0,"""Wings of Darkness Lv.1"""
item_TecArtsJABonus_2#0,"""Wings of Darkness Lv.2"""
item_TecArtsJABonus_3#0,"""Wings of Darkness Lv.3"""
item_TecArtsJABonus_4#0,"""Wings of Darkness Lv.4"""
item_TecArtsJABonus_5#0,"""Wings of Darkness Lv.5"""
item_TecArtsJABonus2_1#0,"""Glittering Blade Lv.1"""
item_TecArtsJABonus2_2#0,"""Glittering Blade Lv.2"""
item_TecArtsJABonus2_3#0,"""Glittering Blade Lv.3"""
item_TecArtsJABonus2_4#0,"""Glittering Blade Lv.4"""
item_TecArtsJABonus2_5#0,"""Glittering Blade Lv.5"""
item_TecArtsJABonus3_1#0,"""Consecutive Flash Lv.1"""
item_TecArtsJABonus3_2#0,"""Consecutive Flash Lv.2"""
item_TecArtsJABonus3_3#0,"""Consecutive Flash Lv.3"""
item_TecArtsJABonus3_4#0,"""Consecutive Flash Lv.4"""
item_TecArtsJABonus3_5#0,"""Consecutive Flash Lv.5"""
item_AverageStanceCritical_1#0,"""Inevitable Judgment Lv.1"""
item_AverageStanceCritical_2#0,"""Inevitable Judgment Lv.2"""
item_AverageStanceCritical_3#0,"""Inevitable Judgment Lv.3"""
item_AverageStanceCritical_4#0,"""Inevitable Judgment Lv.4"""
item_AverageStanceCritical_5#0,"""Inevitable Judgment Lv.5"""
item_WeakStanceCritical_1#0,"""Sniper's Sign Lv.1"""
item_WeakStanceCritical_2#0,"""Sniper's Sign Lv.2"""
item_WeakStanceCritical_3#0,"""Sniper's Sign Lv.3"""
item_WeakStanceCritical_4#0,"""Sniper's Sign Lv.4"""
item_WeakStanceCritical_5#0,"""Sniper's Sign Lv.5"""
item_ElementalStanceCritical_1#0,"""Wisdom's Certainty Lv.1"""
item_ElementalStanceCritical_2#0,"""Wisdom's Certainty Lv.2"""
item_ElementalStanceCritical_3#0,"""Wisdom's Certainty Lv.3"""
item_ElementalStanceCritical_4#0,"""Wisdom's Certainty Lv.4"""
item_ElementalStanceCritical_5#0,"""Wisdom's Certainty Lv.5"""
item_BreakStanceCritical_1#0,"""Sundering Certainty Lv.1"""
item_BreakStanceCritical_2#0,"""Sundering Certainty Lv.2"""
item_BreakStanceCritical_3#0,"""Sundering Certainty Lv.3"""
item_BreakStanceCritical_4#0,"""Sundering Certainty Lv.4"""
item_BreakStanceCritical_5#0,"""Sundering Certainty Lv.5"""
item_RapidBurstJABonus_1#0,"""Rapid Readiness Lv.1"""
item_RapidBurstJABonus_2#0,"""Rapid Readiness Lv.2"""
item_RapidBurstJABonus_3#0,"""Rapid Readiness Lv.3"""
item_RapidBurstJABonus_4#0,"""Rapid Readiness Lv.4"""
item_RapidBurstJABonus_5#0,"""Rapid Readiness Lv.5"""
item_PhotonBladeFeverUp_1#0,"""Stimulating Radiance Lv.1"""
item_PhotonBladeFeverUp_2#0,"""Stimulating Radiance Lv.2"""
item_PhotonBladeFeverUp_3#0,"""Stimulating Radiance Lv.3"""
item_PhotonBladeFeverUp_4#0,"""Stimulating Radiance Lv.4"""
item_PhotonBladeFeverUp_5#0,"""Stimulating Radiance Lv.5"""
item_Berserk_1#0,"""Fatal Activity Lv.1"""
item_Berserk_2#0,"""Fatal Activity Lv.2"""
item_Berserk_3#0,"""Fatal Activity Lv.3"""
item_Berserk_4#0,"""Fatal Activity Lv.4"""
item_Berserk_5#0,"""Fatal Activity Lv.5"""
item_OverPPSlayer_1#0,"""Magic Pledge Lv.1"""
item_OverPPSlayer_2#0,"""Magic Pledge Lv.2"""
item_OverPPSlayer_3#0,"""Magic Pledge Lv.3"""
item_OverPPSlayer_4#0,"""Magic Pledge Lv.4"""
item_OverPPSlayer_5#0,"""Magic Pledge Lv.5"""
item_OverPPSlayer2_1#0,"""Primordial Flame Lv.1"""
item_OverPPSlayer2_2#0,"""Primordial Flame Lv.2"""
item_OverPPSlayer2_3#0,"""Primordial Flame Lv.3"""
item_OverPPSlayer2_4#0,"""Primordial Flame Lv.4"""
item_OverPPSlayer2_5#0,"""Primordial Flame Lv.5"""
item_EnchantInjury1_1#0,"""Binding Thorns Lv.1"""
item_EnchantInjury1_2#0,"""Binding Thorns Lv.2"""
item_EnchantInjury1_3#0,"""Binding Thorns Lv.3"""
item_EnchantInjury1_4#0,"""Binding Thorns Lv.4"""
item_EnchantInjury1_5#0,"""Binding Thorns Lv.5"""
item_JustAttackInjury_1#0,"""Immediate Wounding Lv.1"""
item_JustAttackInjury_2#0,"""Immediate Wounding Lv.2"""
item_JustAttackInjury_3#0,"""Immediate Wounding Lv.3"""
item_JustAttackInjury_4#0,"""Immediate Wounding Lv.4"""
item_JustAttackInjury_5#0,"""Immediate Wounding Lv.5"""
item_JustAttackJellen_1#0,"""Immediate Blight Lv.1"""
item_JustAttackJellen_2#0,"""Immediate Blight Lv.2"""
item_JustAttackJellen_3#0,"""Immediate Blight Lv.3"""
item_JustAttackJellen_4#0,"""Immediate Blight Lv.4"""
item_JustAttackJellen_5#0,"""Immediate Blight Lv.5"""
item_SwordPA10TechnicUp_1#0,"""Devouring Edge Lv.1"""
item_SwordPA10TechnicUp_2#0,"""Devouring Edge Lv.2"""
item_SwordPA10TechnicUp_3#0,"""Devouring Edge Lv.3"""
item_SwordPA10TechnicUp_4#0,"""Devouring Edge Lv.4"""
item_SwordPA10TechnicUp_5#0,"""Devouring Edge Lv.5"""
item_KnucklePA10ProbabilityUp_1#0,"""Venus Maximum Lv.1"""
item_KnucklePA10ProbabilityUp_2#0,"""Venus Maximum Lv.2"""
item_KnucklePA10ProbabilityUp_3#0,"""Venus Maximum Lv.3"""
item_KnucklePA10ProbabilityUp_4#0,"""Venus Maximum Lv.4"""
item_KnucklePA10ProbabilityUp_5#0,"""Venus Maximum Lv.5"""
item_GiantKilling_1#0,"""Colossal Spirit Lv.1"""
item_GiantKilling_2#0,"""Colossal Spirit Lv.2"""
item_GiantKilling_3#0,"""Colossal Spirit Lv.3"""
item_GiantKilling_4#0,"""Colossal Spirit Lv.4"""
item_GiantKilling_5#0,"""Colossal Spirit Lv.5"""
item_GiantKillingPlus_1#0,"""Ebony's Providence Lv.1"""
item_GiantKillingPlus_2#0,"""Ebony's Providence Lv.2"""
item_GiantKillingPlus_3#0,"""Ebony's Providence Lv.3"""
item_GiantKillingPlus_4#0,"""Ebony's Providence Lv.4"""
item_GiantKillingPlus_5#0,"""Ebony's Providence Lv.5"""
item_MovingSnipe_1#0,"""Swift Hunter Lv.1"""
item_MovingSnipe_2#0,"""Swift Hunter Lv.2"""
item_MovingSnipe_3#0,"""Swift Hunter Lv.3"""
item_MovingSnipe_4#0,"""Swift Hunter Lv.4"""
item_MovingSnipe_5#0,"""Swift Hunter Lv.5"""
item_MovingSnipe2_1#0,"""Hurricane Shooter Lv.1"""
item_MovingSnipe2_2#0,"""Hurricane Shooter Lv.2"""
item_MovingSnipe2_3#0,"""Hurricane Shooter Lv.3"""
item_MovingSnipe2_4#0,"""Hurricane Shooter Lv.4"""
item_MovingSnipe2_5#0,"""Hurricane Shooter Lv.5"""
item_SRollJustAttackKeep_1#0,"""Combo Carryover Lv.1"""
item_SRollJustAttackKeep_2#0,"""Combo Carryover Lv.2"""
item_SRollJustAttackKeep_3#0,"""Combo Carryover Lv.3"""
item_SRollJustAttackKeep_4#0,"""Combo Carryover Lv.4"""
item_SRollJustAttackKeep_5#0,"""Combo Carryover Lv.5"""
item_FreezeKeep_1#0,"""Frozen Prison Lv.1"""
item_FreezeKeep_2#0,"""Frozen Prison Lv.2"""
item_FreezeKeep_3#0,"""Frozen Prison Lv.3"""
item_FreezeKeep_4#0,"""Frozen Prison Lv.4"""
item_FreezeKeep_5#0,"""Frozen Prison Lv.5"""
item_PPOverDrive1_1#0,"""Dancing Night Blossom Lv.1"""
item_PPOverDrive1_2#0,"""Dancing Night Blossom Lv.2"""
item_PPOverDrive1_3#0,"""Dancing Night Blossom Lv.3"""
item_PPOverDrive1_4#0,"""Dancing Night Blossom Lv.4"""
item_PPOverDrive1_5#0,"""Dancing Night Blossom Lv.5"""
item_PPOverDrive3_1#0,"""Limit Drive Lv.1"""
item_PPOverDrive3_2#0,"""Limit Drive Lv.2"""
item_PPOverDrive3_3#0,"""Limit Drive Lv.3"""
item_PPOverDrive3_4#0,"""Limit Drive Lv.4"""
item_PPOverDrive3_5#0,"""Limit Drive Lv.5"""
item_PPOverDrive4_1#0,"""Glimmering Fluorescence Lv.1"""
item_PPOverDrive4_2#0,"""Glimmering Fluorescence Lv.2"""
item_PPOverDrive4_3#0,"""Glimmering Fluorescence Lv.3"""
item_PPOverDrive4_4#0,"""Glimmering Fluorescence Lv.4"""
item_PPOverDrive4_5#0,"""Glimmering Fluorescence Lv.5"""
item_PPOverDrive2_1#0,"""Pale Night Blossom Lv.1"""
item_PPOverDrive2_2#0,"""Pale Night Blossom Lv.2"""
item_PPOverDrive2_3#0,"""Pale Night Blossom Lv.3"""
item_PPOverDrive2_4#0,"""Pale Night Blossom Lv.4"""
item_PPOverDrive2_5#0,"""Pale Night Blossom Lv.5"""
item_PPOverDrive5_1#0,"""Eternal Blessings Lv.1"""
item_PPOverDrive5_2#0,"""Eternal Blessings Lv.2"""
item_PPOverDrive5_3#0,"""Eternal Blessings Lv.3"""
item_PPOverDrive5_4#0,"""Eternal Blessings Lv.4"""
item_PPOverDrive5_5#0,"""Eternal Blessings Lv.5"""
item_PPOverDrive6_1#0,"""Converging Light Lv.1"""
item_PPOverDrive6_2#0,"""Converging Light Lv.2"""
item_PPOverDrive6_3#0,"""Converging Light Lv.3"""
item_PPOverDrive6_4#0,"""Converging Light Lv.4"""
item_PPOverDrive6_5#0,"""Converging Light Lv.5"""
item_PPOverDrive7_1#0,"""Blessed Season Lv.1"""
item_PPOverDrive7_2#0,"""Blessed Season Lv.2"""
item_PPOverDrive7_3#0,"""Blessed Season Lv.3"""
item_PPOverDrive7_4#0,"""Blessed Season Lv.4"""
item_PPOverDrive7_5#0,"""Blessed Season Lv.5"""
item_BestRangeBonus1_1#0,"""Apt Grafter Lv.1"""
item_BestRangeBonus1_2#0,"""Apt Grafter Lv.2"""
item_BestRangeBonus1_3#0,"""Apt Grafter Lv.3"""
item_BestRangeBonus1_4#0,"""Apt Grafter Lv.4"""
item_BestRangeBonus1_5#0,"""Apt Grafter Lv.5"""
item_BestRangeBonus2_1#0,"""Apt Hammer Lv.1"""
item_BestRangeBonus2_2#0,"""Apt Hammer Lv.2"""
item_BestRangeBonus2_3#0,"""Apt Hammer Lv.3"""
item_BestRangeBonus2_4#0,"""Apt Hammer Lv.4"""
item_BestRangeBonus2_5#0,"""Apt Hammer Lv.5"""
item_BestRangeBonus3_1#0,"""Apt Striker Lv.1"""
item_BestRangeBonus3_2#0,"""Apt Striker Lv.2"""
item_BestRangeBonus3_3#0,"""Apt Striker Lv.3"""
item_BestRangeBonus3_4#0,"""Apt Striker Lv.4"""
item_BestRangeBonus3_5#0,"""Apt Striker Lv.5"""
item_MixedTechnicCharge_1#0,"""Harmonized Heart Lv.1"""
item_MixedTechnicCharge_2#0,"""Harmonized Heart Lv.2"""
item_MixedTechnicCharge_3#0,"""Harmonized Heart Lv.3"""
item_MixedTechnicCharge_4#0,"""Harmonized Heart Lv.4"""
item_MixedTechnicCharge_5#0,"""Harmonized Heart Lv.5"""
item_SnatchStepBonus_1#0,"""Sudden Strike Lv.1"""
item_SnatchStepBonus_2#0,"""Sudden Strike Lv.2"""
item_SnatchStepBonus_3#0,"""Sudden Strike Lv.3"""
item_SnatchStepBonus_4#0,"""Sudden Strike Lv.4"""
item_SnatchStepBonus_5#0,"""Sudden Strike Lv.5"""
item_BeginnerTechnicUp_1#0,"""Songstress's Dance Lv.1"""
item_BeginnerTechnicUp_2#0,"""Songstress's Dance Lv.2"""
item_BeginnerTechnicUp_3#0,"""Songstress's Dance Lv.3"""
item_BeginnerTechnicUp_4#0,"""Songstress's Dance Lv.4"""
item_BeginnerTechnicUp_5#0,"""Songstress's Dance Lv.5"""
item_MediumTechnicUp_1#0,"""Elementary Alchemy Lv.1"""
item_MediumTechnicUp_2#0,"""Elementary Alchemy Lv.2"""
item_MediumTechnicUp_3#0,"""Elementary Alchemy Lv.3"""
item_MediumTechnicUp_4#0,"""Elementary Alchemy Lv.4"""
item_MediumTechnicUp_5#0,"""Elementary Alchemy Lv.5"""
item_AdvancedTechnicUp_1#0,"""未設定潜在能力"""
item_AdvancedTechnicUp_2#0,"""未設定潜在能力"""
item_AdvancedTechnicUp_3#0,"""未設定潜在能力"""
item_AdvancedTechnicUp_4#0,"""未設定潜在能力"""
item_AdvancedTechnicUp_5#0,"""未設定潜在能力"""
item_ConditionMirage_1#0,"""Guiding Mirage Lv.1"""
item_ConditionMirage_2#0,"""Guiding Mirage Lv.2"""
item_ConditionMirage_3#0,"""Guiding Mirage Lv.3"""
item_ConditionMirage_4#0,"""Guiding Mirage Lv.4"""
item_ConditionMirage_5#0,"""Guiding Mirage Lv.5"""
item_ConditionPanic_1#0,"""Inciting Panic Lv.1"""
item_ConditionPanic_2#0,"""Inciting Panic Lv.2"""
item_ConditionPanic_3#0,"""Inciting Panic Lv.3"""
item_ConditionPanic_4#0,"""Inciting Panic Lv.4"""
item_ConditionPanic_5#0,"""Inciting Panic Lv.5"""
item_TdaggerParingBonus_1#0,"""未設定潜在能力"""
item_TdaggerParingBonus_2#0,"""未設定潜在能力"""
item_TdaggerParingBonus_3#0,"""未設定潜在能力"""
item_TdaggerParingBonus_4#0,"""未設定潜在能力"""
item_TdaggerParingBonus_5#0,"""未設定潜在能力"""
item_JustCounterJABonus_1#0,"""Immediate Counter Lv.1"""
item_JustCounterJABonus_2#0,"""Immediate Counter Lv.2"""
item_JustCounterJABonus_3#0,"""Immediate Counter Lv.3"""
item_JustCounterJABonus_4#0,"""Immediate Counter Lv.4"""
item_JustCounterJABonus_5#0,"""Immediate Counter Lv.5"""
item_OneMoreTimeAdvance_1#0,"""未設定潜在能力"""
item_OneMoreTimeAdvance_2#0,"""未設定潜在能力"""
item_OneMoreTimeAdvance_3#0,"""未設定潜在能力"""
item_OneMoreTimeAdvance_4#0,"""未設定潜在能力"""
item_OneMoreTimeAdvance_5#0,"""未設定潜在能力"""
item_ZeroRangeBoost1_1#0,"""Zero Strike Lv.1"""
item_ZeroRangeBoost1_2#0,"""Zero Strike Lv.2"""
item_ZeroRangeBoost1_3#0,"""Zero Strike Lv.3"""
item_ZeroRangeBoost1_4#0,"""Zero Strike Lv.4"""
item_ZeroRangeBoost1_5#0,"""Zero Strike Lv.5"""
item_ZeroRangeBoost2_1#0,"""Zero Logic Lv.1"""
item_ZeroRangeBoost2_2#0,"""Zero Logic Lv.2"""
item_ZeroRangeBoost2_3#0,"""Zero Logic Lv.3"""
item_ZeroRangeBoost2_4#0,"""Zero Logic Lv.4"""
item_ZeroRangeBoost2_5#0,"""Zero Logic Lv.5"""
item_BackAttackBonus_1#0,"""Rear Assault Lv.1"""
item_BackAttackBonus_2#0,"""Rear Assault Lv.2"""
item_BackAttackBonus_3#0,"""Rear Assault Lv.3"""
item_BackAttackBonus_4#0,"""Rear Assault Lv.4"""
item_BackAttackBonus_5#0,"""Rear Assault Lv.5"""
item_BreakAttackBonus_1#0,"""Roar's Smasher Lv.1"""
item_BreakAttackBonus_2#0,"""Roar's Smasher Lv.2"""
item_BreakAttackBonus_3#0,"""Roar's Smasher Lv.3"""
item_BreakAttackBonus_4#0,"""Roar's Smasher Lv.4"""
item_BreakAttackBonus_5#0,"""Roar's Smasher Lv.5"""
item_BestRangeBonus1b_1#0,"""Apt Sniper Lv.1"""
item_BestRangeBonus1b_2#0,"""Apt Sniper Lv.2"""
item_BestRangeBonus1b_3#0,"""Apt Sniper Lv.3"""
item_BestRangeBonus1b_4#0,"""Apt Sniper Lv.4"""
item_BestRangeBonus1b_5#0,"""Apt Sniper Lv.5"""
item_BestRangeBonus2b_1#0,"""Absolute Range Lv.1"""
item_BestRangeBonus2b_2#0,"""Absolute Range Lv.2"""
item_BestRangeBonus2b_3#0,"""Absolute Range Lv.3"""
item_BestRangeBonus2b_4#0,"""Absolute Range Lv.4"""
item_BestRangeBonus2b_5#0,"""Absolute Range Lv.5"""
item_BestRangeBonus3b_1#0,"""Zero Onslaught Lv.1"""
item_BestRangeBonus3b_2#0,"""Zero Onslaught Lv.2"""
item_BestRangeBonus3b_3#0,"""Zero Onslaught Lv.3"""
item_BestRangeBonus3b_4#0,"""Zero Onslaught Lv.4"""
item_BestRangeBonus3b_5#0,"""Zero Onslaught Lv.5"""
item_AirAttackBurst2_1#0,"""Aerial Break Lv.1"""
item_AirAttackBurst2_2#0,"""Aerial Break Lv.2"""
item_AirAttackBurst2_3#0,"""Aerial Break Lv.3"""
item_AirAttackBurst2_4#0,"""Aerial Break Lv.4"""
item_AirAttackBurst2_5#0,"""Aerial Break Lv.5"""
item_WeatherDamageUpWithoutFine_1#0,"""未設定潜在能力"""
item_WeatherDamageUpWithoutFine_2#0,"""未設定潜在能力"""
item_WeatherDamageUpWithoutFine_3#0,"""未設定潜在能力"""
item_WeatherDamageUpWithoutFine_4#0,"""未設定潜在能力"""
item_WeatherDamageUpWithoutFine_5#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt1_1#0,"""Negative Destroyer Lv.1"""
item_DamageBonusRaceUlt1_2#0,"""Negative Destroyer Lv.2"""
item_DamageBonusRaceUlt1_3#0,"""Negative Destroyer Lv.3"""
item_DamageBonusRaceUlt1_4#0,"""Negative Destroyer Lv.4"""
item_DamageBonusRaceUlt1_5#0,"""Negative Destroyer Lv.5"""
item_DamageBonusRaceUlt5_1#0,"""Shining Destruction Lv.1"""
item_DamageBonusRaceUlt5_2#0,"""Shining Destruction Lv.2"""
item_DamageBonusRaceUlt5_3#0,"""Shining Destruction Lv.3"""
item_DamageBonusRaceUlt5_4#0,"""Shining Destruction Lv.4"""
item_DamageBonusRaceUlt5_5#0,"""Shining Destruction Lv.5"""
item_DamageBonusRaceUlt2_1#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt2_2#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt2_3#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt2_4#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt2_5#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt3_1#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt3_2#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt3_3#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt3_4#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt3_5#0,"""未設定潜在能力"""
item_DamageBonusRaceUlt4_1#0,"""Dragon's Authority Lv.1"""
item_DamageBonusRaceUlt4_2#0,"""Dragon's Authority Lv.2"""
item_DamageBonusRaceUlt4_3#0,"""Dragon's Authority Lv.3"""
item_DamageBonusRaceUlt4_4#0,"""Dragon's Authority Lv.4"""
item_DamageBonusRaceUlt4_5#0,"""Dragon's Authority Lv.5"""
item_DoublePotential_1#0,"""Absolute Strike Lv.1"""
item_DoublePotential_2#0,"""Absolute Strike Lv.2"""
item_DoublePotential_3#0,"""Absolute Strike Lv.3"""
item_DoublePotential_4#0,"""Absolute Strike Lv.4"""
item_DoublePotential_5#0,"""Absolute Strike Lv.5"""
item_DoublePotential2_1#0,"""Sure-Strike Stance Lv.1"""
item_DoublePotential2_2#0,"""Sure-Strike Stance Lv.2"""
item_DoublePotential2_3#0,"""Sure-Strike Stance Lv.3"""
item_DoublePotential2_4#0,"""Sure-Strike Stance Lv.4"""
item_DoublePotential2_5#0,"""Sure-Strike Stance Lv.5"""
item_DoublePotential3_1#0,"""Sure-Strike Flash Lv.1"""
item_DoublePotential3_2#0,"""Sure-Strike Flash Lv.2"""
item_DoublePotential3_3#0,"""Sure-Strike Flash Lv.3"""
item_DoublePotential3_4#0,"""Sure-Strike Flash Lv.4"""
item_DoublePotential3_5#0,"""Sure-Strike Flash Lv.5"""
item_DoublePotential4_1#0,"""Dragon's Infuriation Lv.1"""
item_DoublePotential4_2#0,"""Dragon's Infuriation Lv.2"""
item_DoublePotential4_3#0,"""Dragon's Infuriation Lv.3"""
item_DoublePotential4_4#0,"""Dragon's Infuriation Lv.4"""
item_DoublePotential4_5#0,"""Dragon's Infuriation Lv.5"""
item_DoublePotential5_1#0,"""Sure-Strike Assault Lv.1"""
item_DoublePotential5_2#0,"""Sure-Strike Assault Lv.2"""
item_DoublePotential5_3#0,"""Sure-Strike Assault Lv.3"""
item_DoublePotential5_4#0,"""Sure-Strike Assault Lv.4"""
item_DoublePotential5_5#0,"""Sure-Strike Assault Lv.5"""
item_FullHealBonus_1#0,"""Myriad Blessings Lv.1"""
item_FullHealBonus_2#0,"""Myriad Blessings Lv.2"""
item_FullHealBonus_3#0,"""Myriad Blessings Lv.3"""
item_FullHealBonus_4#0,"""Myriad Blessings Lv.4"""
item_FullHealBonus_5#0,"""Myriad Blessings Lv.5"""
item_FullHealBonus2_1#0,"""Flash of Unity Lv.1"""
