Npc_ShopTrade#0,"""Магазин переработки"""
UltMachineLittleBossRare#0,"""Эпсилон Гуранз"""
UltMechaPanthBlade#0,"""Фальке Леоне"""
UltMechaPanthBuster#0,"""Влима Леопард"""
UltMechaPanthBladeRare#0,"""Леоне Фалоззо"""
UltMechaPanthBusterRare#0,"""Леопард Влоззо"""
UltFishShieldR#0,"""Га Вонда Юга"""
UltFishShieldL#0,"""Га Вонда Юга"""
UltMonoeyeA#0,"""Куклонада Юга"""
UltMonoeyeB#0,"""Сайклонеда Юга"""
GG#0,"""Гал Грифон"""
GGRare#0,"""Грифон Гелс"""
Mono2EyeArm#0,"""Паджи-гован"""
Mono2Lantern#0,"""Годони-агари"""
Mono2Mink#0,"""Итаги-закри"""
Mono2OniAx#0,"""Оро-огар"""
Mono2SkullHummer#0,"""Бан Окаги-бару"""
Mono2SkullPole#0,"""Бол Окаги-бару"""
Mono2SkullRifle#0,"""Гау Окаги-бару"""
Mono2SkullAllRare#0,"""Гол Огабауре"""
Mono2Xcutioner#0,"""Гар Зигморде"""
Mono2XcutionerRare#0,"""Агата Зигморинде"""
ToyBoxNitro#0,"""Бонта Бакута"""
ToyCrazyRabbit#0,"""Бикуда Рабитта"""
ToyDollhouse#0,"""Орота Бикетта"""
ToyDollhouseRare#0,"""Рота Бирокетта"""
ToyPipe#0,"""Марда Токатта"""
ToyBlock#0,"""Кодотта Идетта"""
ToyBlockRare#0,"""Баретта Идетта"""
ToyDpHumanM#0,"""Фальц Доран"""
ToyDpHumanF#0,"""Фальц Дорил"""
ToyDpHumanMUniq#0,"""Фальц Доран"""
ToyDpHumanFUniq#0,"""Фальц Дорил"""
ToyDpHumanFusion#0,"""Фальц Дорамбл"""
Chr02_GettemEx#0,"""[Элдер] Доппельгангер"""
UltDragonWolfA#0,"""Вентазаур"""
UltDragonWolfB#0,"""Денфазаур"""
UltDragonGladiator#0,"""Драго Дедлеон"""
UltDragonGladiatorRare#0,"""Вареон Драл"""
UltDragonRizardmanA#0,"""Зи Шубаризан"""
UltDragonRizardmanB#0,"""Зо Шубаризан"""
UltDragonRizardmanC#0,"""Шубаризан"""
UltDragonFlyraptorBite#0,"""Вальгалла"""
UltDragonFlyraptorBiteRare#0,"""Глобьгалла"""
UltDragonHammerA#0,"""Гулдран"""
DpAbyss#0,"""[Глубокая Тьма]"""
DpAbyssEx#0,"""[Глубокая Тьма]"""
DpAbyssChar#0,"""[Глубокая Тьма]"""
DpAbyssCharEx#0,"""[Глубокая Тьма]"""
DpAbyssCharUniq#0,"""[Глубокая Тьма]"""
BugLegion#0,"""Дамот"""
UltBirdDoubleHead#0,"""Югда Сорсер"""
UltDragonCrystal#0,"""Грузорас Драго"""
UltDragonCrystalRare#0,"""Нирвалайз Драго"""
UltDragonTransform#0,"""Бокс Дуволас"""
UltDragonTransformRare#0,"""Бугил Дувалас"""
DpAbyssHuman#0,"""Дио Хунар"""
DpAbyssHumanUniq#0,"""Вейл Хунар"""
DpToy#0,"""Дарк Фальц Дабл"""
UltDragonChariotRearguard#0,"""Зо Шубарзас"""
PhantomRex#0,"""Т. Рекс"""
PhantomRexRare#0,"""Рекс Ноир"""
DpInsect#0,"""ДФ Аппрентис Зиа"""
PhantomShipA#0,"""Фантом Линкор Ямато"""
PhantomShipEx#0,"""幻創戦艦・大和"""
VehicleEnemy#0,"""А.И.С Икзода"""
PhantomTrainA#0,"""Поезд Гидоран"""
PhantomTrainRare#0,"""Доктор Гидорас"""
PhantomManAssault#0,"""Досу Зомби"""
PhantomManGun#0,"""Чака Зомби"""
PhantomManSp#0,"""Гурен Зомби"""
PhantomHeli#0,"""Верталет Снейк"""
PhantomHeliRare#0,"""Черный вератлет Снейк"""
RappyEmp#0,"""Эмберраппи"""
PhantomRat#0,"""Фантом Крыса"""
PhantomRatRare#0,"""Фантом Мышь"""
PhantomBird#0,"""Фантом Ворон"""
PhantomBearA#0,"""Бурый медведь"""
PhantomBearB#0,"""Полярный медведь"""
PhantomTank#0,"""Танк Тип-15"""
PhantomTankRare#0,"""Бронированный Тип-15"""
PhantomRoller#0,"""Дорожный каток"""
PhantomRollerRare#0,"""Красный дорожный каток"""
Char19_BT#0,"""Бетор"""
Char19_BT_Camera#0,"""Фантом Камера"""
Char19_BT_Fan#0,"""Большой Фантом Вентилятор"""
PhantomGoddess#0,"""Вегас Илюсия"""
PhantomGoddessRare#0,"""Найтмор Вегас"""
PhantomTrack#0,"""Дьявольский Трейлер"""
PhantomTrackRare#0,"""Трейлер убица"""
PhantomDog#0,"""Фантом Боксер"""
PetCommon#0,"""Питомец"""
DK#0,"""Один"""
PhantomPierrotA#0,"""Жонглер Пьеро"""
PhantomPierrotB#0,"""Бензопила Пьеро"""
PhantomBuffalo#0,"""Череп Буффало"""
PhantomBuffaloRare#0,"""Голова Буффоло"""
PhantomVulture#0,"""Фантом Вальтер"""
PhantomUFO#0,"""Н.Л.О."""
PhantomRider#0,"""Безголовый гонщик"""
PhantomRiderRare#0,"""Красный Дюрайдер"""
Char20_FLG#0,"""Фалег"""
Char18_HG#0,"""Фантом Хагито"""
PhantomMaxwell#0,"""Демоны Максвелла"""
PhantomLaplace#0,"""Демоны Лапласа"""
PhantomSniperA#0,"""Неоновый Снайпер"""
PhantomSniperB#0,"""Неоновый Лаунчер"""
PhantomCaravan#0,"""Цирковая карета"""
DpToyEx#0,"""Дарк Фальц Дабл"""
NativeBeast_T#0,"""Удан"""
YetiA_T#0,"""Кинг Йедэ"""
Char21_OC#0,"""Апостол Солнца Оку"""
UltWakerBeast#0,"""Анга могильшик"""
Char22_FL#0,"""Апостол Луны Фул"""
Char24_ALT#0,"""アラトロン・フェムト"""
Char24_ALTUniq#0,"""Апостол Земли Аратрон"""
PtmCockroach#0,"""Платидорус"""
PtmCockroachRare#0,"""Грандорус"""
Char23_KR#0,"""Вашиномия Кори"""
PtmSpider#0,"""ESC-A Рагнус"""
PtmToyBoxMissile#0,"""Парас Пикос"""
PtmBirdStacked#0,"""Деколь Малюз"""
PtmFloatageFish#0,"""Гачас"""
PtmBugLegion#0,"""Эсмотх"""
PtmBirdBat#0,"""Ранса Варезе"""
PtmBirdBatRare#0,"""Варес Ранса"""
PtmToyCrazyBear#0,"""Бонта Беаратус"""
ByakkoG#0,"""Изане Казучи"""
DPP1#0,"""ESC-A Фальц Мать"""
DPP2#0,"""ESC-A Фальц Мать"""
DPP2U#0,"""ESC-A Фальц Мать"""
C0_MT#0,"""Мать"""
PtmPillbug#0,"""Видо Лузе"""
DE#0,"""Деус ESC-A Зепхюрос"""
DEB#0,"""Деус ESC-A Грациа"""
DEHm1#0,"""Деус Хунас"""
DEHm1U#0,"""Деус Хунас"""
DEHm2#0,"""Деус Анджес"""
PAMan#0,"""Эс Анджес"""
PAFly#0,"""Эс Опсис"""
PAWpn#0,"""Эс Санторус"""
C1_Of#0,"""Апостол воды, Офиел"""
C2_Ar#0,"""Сэр Ардем S"""
C3_F#0,"""Демон Фалег"""
DoodlebugNeedle#1,"""Гванада Бит"""
DoodlebugNeedleRare#1,"""Гванада Бит Неро"""
DpHuman#1,"""Фальц Хунар"""
DpHumanUniq#1,"""Фальц Хунар"""
DpHumanUniq2#1,"""Фальц Хунар"""
DpFishElder#1,"""Дарк Фальц Элдер"""
EnemyTitleCommon1#0,"""Чемпион """
EnemyTitleCommon2#0,"""Тиран """
EnemyTitleCommon3#0,"""Смертоносный """
EnemyTitleCommon4#0,"""汎用4"""
EnemyTitleCommon5#0,"""汎用5"""
EnemyTitleCommon6#0,"""汎用6"""
EnemyTitleCommon7#0,"""汎用7"""
EnemyTitleCommon8#0,"""汎用8"""
EnemyTitleCommon9#0,"""汎用9"""
EnemyTitleCommon10#0,"""汎用10"""
EnemyTitleCommon11#0,"""汎用11"""
EnemyTitleCommon12#0,"""汎用12"""
EnemyTitleCommon13#0,"""汎用13"""
EnemyTitleCommon14#0,"""汎用14"""
EnemyTitleCommon15#0,"""汎用15"""
EnemyTitleCommon16#0,"""汎用16"""
EnemyTitleDragonMagma1#0,"""Магнитная виверна: """
EnemyTitleDragonMagma2#0,"""Разъяренная виверна: """
EnemyTitleDragonMagma3#0,"""Адски-огневая виверна: """
EnemyTitleDragonMagma4#0,"""炎龍4"""
EnemyTitleDragonMagma5#0,"""炎龍5"""
EnemyTitleDragonMagma6#0,"""炎龍6"""
EnemyTitleDragonMagma7#0,"""炎龍7"""
EnemyTitleDragonMagma8#0,"""炎龍8"""
EnemyTitleDragonMagma9#0,"""炎龍9"""
EnemyTitleDragonMagma10#0,"""炎龍10"""
EnemyTitleDragonMagma11#0,"""炎龍11"""
EnemyTitleDragonMagma12#0,"""炎龍12"""
EnemyTitleDragonMagma13#0,"""炎龍13"""
EnemyTitleDragonMagma14#0,"""炎龍14"""
EnemyTitleDragonMagma15#0,"""炎龍15"""
EnemyTitleDragonMagma16#0,"""炎龍16"""
EnemyTitleDragonCrystal1#0,"""Магнитная виверна: """
EnemyTitleDragonCrystal2#0,"""Фанатичная виверна: """
EnemyTitleDragonCrystal3#0,"""Гиперборейская виверна: """
EnemyTitleDragonCrystal4#0,"""Твердокостевая виверна: """
EnemyTitleDragonCrystal5#0,"""砂龍5"""
EnemyTitleDragonCrystal6#0,"""砂龍6"""
EnemyTitleDragonCrystal7#0,"""砂龍7"""
EnemyTitleDragonCrystal8#0,"""砂龍8"""
EnemyTitleDragonCrystal9#0,"""砂龍9"""
EnemyTitleDragonCrystal10#0,"""砂龍10"""
EnemyTitleDragonCrystal11#0,"""砂龍11"""
EnemyTitleDragonCrystal12#0,"""砂龍12"""
EnemyTitleDragonCrystal13#0,"""砂龍13"""
EnemyTitleDragonCrystal14#0,"""砂龍14"""
EnemyTitleDragonCrystal15#0,"""砂龍15"""
EnemyTitleDragonCrystal16#0,"""砂龍16"""
EnemyTitleDragonBerserk1#0,"""Драконья оболочка: """
EnemyTitleDragonBerserk2#0,"""Проклятый дракон: """
EnemyTitleDragonBerserk3#0,"""Пустой дракон: """
EnemyTitleDragonBerserk4#0,"""Стигийский дракон: """
EnemyTitleDragonBerserk5#0,"""暴龍5"""
EnemyTitleDragonBerserk6#0,"""暴龍6"""
EnemyTitleDragonBerserk7#0,"""暴龍7"""
EnemyTitleDragonBerserk8#0,"""暴龍8"""
EnemyTitleDragonBerserk9#0,"""暴龍9"""
EnemyTitleDragonBerserk10#0,"""暴龍10"""
EnemyTitleDragonBerserk11#0,"""暴龍11"""
EnemyTitleDragonBerserk12#0,"""暴龍12"""
EnemyTitleDragonBerserk13#0,"""暴龍13"""
EnemyTitleDragonBerserk14#0,"""暴龍14"""
EnemyTitleDragonBerserk15#0,"""暴龍15"""
EnemyTitleDragonBerserk16#0,"""暴龍16"""
EnemyTitleDragonWorm1#0,"""Магнитный змей: """
EnemyTitleDragonWorm2#0,"""Разъяренный змей: """
EnemyTitleDragonWorm3#0,"""Адский змей: """
EnemyTitleDragonWorm4#0,"""砂龍4"""
EnemyTitleDragonWorm5#0,"""砂龍5"""
EnemyTitleDragonWorm6#0,"""砂龍6"""
EnemyTitleDragonWorm7#0,"""砂龍7"""
EnemyTitleDragonWorm8#0,"""砂龍8"""
EnemyTitleDragonWorm9#0,"""砂龍9"""
EnemyTitleDragonWorm10#0,"""砂龍10"""
EnemyTitleDragonWorm11#0,"""砂龍11"""
EnemyTitleDragonWorm12#0,"""砂龍12"""
EnemyTitleDragonWorm13#0,"""砂龍13"""
EnemyTitleDragonWorm14#0,"""砂龍14"""
EnemyTitleDragonWorm15#0,"""砂龍15"""
EnemyTitleDragonWorm16#0,"""砂龍16"""
EnemyTitleDragonSummoner1#0,"""Магнитный призыватель: """
EnemyTitleDragonSummoner2#0,"""Бешеный призыватель: """
EnemyTitleDragonSummoner3#0,"""Адский призыватель: """
EnemyTitleDragonSummoner4#0,"""Хаотический призыватель: """
EnemyTitleDragonSummoner5#0,"""喚龍5"""
EnemyTitleDragonSummoner6#0,"""喚龍6"""
EnemyTitleDragonSummoner7#0,"""喚龍7"""
EnemyTitleDragonSummoner8#0,"""喚龍8"""
EnemyTitleDragonSummoner9#0,"""喚龍9"""
EnemyTitleDragonSummoner10#0,"""喚龍10"""
EnemyTitleDragonSummoner11#0,"""喚龍11"""
EnemyTitleDragonSummoner12#0,"""喚龍12"""
EnemyTitleDragonSummoner13#0,"""喚龍13"""
EnemyTitleDragonSummoner14#0,"""喚龍14"""
EnemyTitleDragonSummoner15#0,"""喚龍15"""
EnemyTitleDragonSummoner16#0,"""喚龍16"""
EnemyTitleDragonGladiator1#0,"""Магнитный гладиатор: """
EnemyTitleDragonGladiator2#0,"""Бешеный гладиатор: """
EnemyTitleDragonGladiator3#0,"""Адский гладиатор: """
EnemyTitleDragonGladiator4#0,"""闘龍4"""
EnemyTitleDragonGladiator5#0,"""闘龍5"""
EnemyTitleDragonGladiator6#0,"""闘龍6"""
EnemyTitleDragonGladiator7#0,"""闘龍7"""
EnemyTitleDragonGladiator8#0,"""闘龍8"""
EnemyTitleDragonGladiator9#0,"""闘龍9"""
EnemyTitleDragonGladiator10#0,"""闘龍10"""
EnemyTitleDragonGladiator11#0,"""闘龍11"""
EnemyTitleDragonGladiator12#0,"""闘龍12"""
EnemyTitleDragonGladiator13#0,"""闘龍13"""
EnemyTitleDragonGladiator14#0,"""闘龍14"""
EnemyTitleDragonGladiator15#0,"""闘龍15"""
EnemyTitleDragonGladiator16#0,"""闘龍16"""
EnemyTitleNativeBeast1#0,"""Тиран: """
EnemyTitleNativeBeast2#0,"""Безумный зверь: """
EnemyTitleNativeBeast3#0,"""Разрушитель: """
EnemyTitleNativeBeast4#0,"""Король бурь: """
EnemyTitleNativeBeast5#0,"""Королева бурь: """
EnemyTitleNativeBeast6#0,"""獣6"""
EnemyTitleNativeBeast7#0,"""獣7"""
EnemyTitleNativeBeast8#0,"""獣8"""
EnemyTitleNativeBeast9#0,"""獣9"""
EnemyTitleNativeBeast10#0,"""獣10"""
EnemyTitleNativeBeast11#0,"""獣11"""
EnemyTitleNativeBeast12#0,"""獣12"""
EnemyTitleNativeBeast13#0,"""獣13"""
EnemyTitleNativeBeast14#0,"""獣14"""
EnemyTitleNativeBeast15#0,"""獣15"""
EnemyTitleNativeBeast16#0,"""獣16"""
EnemyTitleMachine1#0,"""Механический король: """
EnemyTitleMachine2#0,"""Безумная машина: """
EnemyTitleMachine3#0,"""Пустынный дервиш: """
EnemyTitleMachine4#0,"""機械4"""
EnemyTitleMachine5#0,"""機械5"""
EnemyTitleMachine6#0,"""機械6"""
EnemyTitleMachine7#0,"""機械7"""
EnemyTitleMachine8#0,"""機械8"""
EnemyTitleMachine9#0,"""機械9"""
EnemyTitleMachine10#0,"""機械10"""
EnemyTitleMachine11#0,"""機械11"""
EnemyTitleMachine12#0,"""機械12"""
EnemyTitleMachine13#0,"""機械13"""
EnemyTitleMachine14#0,"""機械14"""
EnemyTitleMachine15#0,"""機械15"""
EnemyTitleMachine16#0,"""機械16"""
EnemyTitleDarkerInsect1#0,"""Пустая раковина: """
EnemyTitleDarkerInsect2#0,"""Пустое проклятие: """
EnemyTitleDarkerInsect3#0,"""Абсолютно пустой: """
EnemyTitleDarkerInsect4#0,"""昆虫4"""
EnemyTitleDarkerInsect5#0,"""昆虫5"""
EnemyTitleDarkerInsect6#0,"""昆虫6"""
EnemyTitleDarkerInsect7#0,"""昆虫7"""
EnemyTitleDarkerInsect8#0,"""昆虫8"""
EnemyTitleDarkerInsect9#0,"""昆虫9"""
EnemyTitleDarkerInsect10#0,"""昆虫10"""
EnemyTitleDarkerInsect11#0,"""昆虫11"""
EnemyTitleDarkerInsect12#0,"""昆虫12"""
EnemyTitleDarkerInsect13#0,"""昆虫13"""
EnemyTitleDarkerInsect14#0,"""昆虫14"""
EnemyTitleDarkerInsect15#0,"""昆虫15"""
EnemyTitleDarkerInsect16#0,"""昆虫16"""
EnemyTitleDarkerFish1#0,"""Первобытная раковина: """
EnemyTitleDarkerFish2#0,"""Первобытное проклятие: """
EnemyTitleDarkerFish3#0,"""Первобытное бедствие: """
EnemyTitleDarkerFish4#0,"""魚類4"""
EnemyTitleDarkerFish5#0,"""魚類5"""
EnemyTitleDarkerFish6#0,"""魚類6"""
EnemyTitleDarkerFish7#0,"""魚類7"""
EnemyTitleDarkerFish8#0,"""魚類8"""
EnemyTitleDarkerFish9#0,"""魚類9"""
EnemyTitleDarkerFish10#0,"""魚類10"""
EnemyTitleDarkerFish11#0,"""魚類11"""
EnemyTitleDarkerFish12#0,"""魚類12"""
EnemyTitleDarkerFish13#0,"""魚類13"""
EnemyTitleDarkerFish14#0,"""魚類14"""
EnemyTitleDarkerFish15#0,"""魚類15"""
EnemyTitleDarkerFish16#0,"""魚類16"""
EnemyTitleDarkerBird1#0,"""Развратное раковина: """
EnemyTitleDarkerBird2#0,"""Развратное проклятие: """
EnemyTitleDarkerBird3#0,"""Развратные крылья: """
EnemyTitleDarkerBird4#0,"""鳥類4"""
EnemyTitleDarkerBird5#0,"""鳥類5"""
EnemyTitleDarkerBird6#0,"""鳥類6"""
EnemyTitleDarkerBird7#0,"""鳥類7"""
EnemyTitleDarkerBird8#0,"""鳥類8"""
EnemyTitleDarkerBird9#0,"""鳥類9"""
EnemyTitleDarkerBird10#0,"""鳥類10"""
EnemyTitleDarkerBird11#0,"""鳥類11"""
EnemyTitleDarkerBird12#0,"""鳥類12"""
