YesText#0,"""Yes"""
Buy#2,"""Revive by purchasing a Scape Doll <pict Arcscash>"""
Use#0,"""Revive by using a Scape Doll"""
Help#0,"""-"""
ApllyHelp#0,"""-"""
CancelHelp#0,"""-"""
ReturnTitle#0,"""Return to Campship"""
ReturnMessage#0,"""Returning to Campship.<br>Are you sure?"""
ReturnMessage2#0,"""Returning to Campship.<br>Are you sure?<br><br><red>※Once you have returned to the Campship, you will not be able to receive any rewards.<c>"""
ScapeDollBuyTitle#0,"""Purchase Scape Doll"""
ScapeDollBuyMessage#0,"""This is <pict Arcscash><c ff4f3f>AC Content.<c><br>It will consume AC.<br>Are you sure?"""
ScapeDollUseTitle#0,"""Use Scape Doll"""
ScapeDollUseMessage#0,"""<pict Arcscash><c 5fdf00>Using previously bought items.<c><br>This will use an already-owned Scape<br>Doll. Are you sure?<br><br>(Owned: $(0))"""
ReturnFailure#0,"""You cannot return to the Campship right now."""
Failure#0,"""Retire"""
FailureMessage#0,"""This will cause you to retire from the quest.<br>Continue?"""
FailurePartyExit#0,"""Retire (Leave Party)"""
FailurePartyExitMessage#0,"""This will cause you to leave the party<br>and abandon your quest.<br>Continue?"""
Chat#0,"""Chat"""
UseHalf#0,"""Revive using Half Doll"""
HalfDollUseTitle#0,"""Half Doll Usage"""
HalfDollUseMessage#0,"""You will revive using a Half Doll.<br>Continue?<br><br><yellow>※You can use a Half Doll $(1) more time(s).<br>Number of uses available is restored on returning to the Campship.<c><br>(Held: $(0))"""
HalfDollNotRemainMessage#0,"""You cannot revive using a Half Doll as you have used already used one $(1) times.<br><br><yellow>※If you return to the Campship, you will be able to use $(2) more.<c><br>(Held: $(0))"""
HalfDollNotHaveMessage#0,"""You cannot revive using a Half Doll as you do not have one.<br><br><yellow>※If you had Half Dolls, you would be able to use them $(0) more times. Number of uses available is restored on returning to the Campship.<c>"""
CanNowUseHalfDoll#0,"""Number of Half Doll uses available recovered."""
Revive_count#0,"""Automatically revive after 10 seconds."""
Revive_count_vita#0,"""Automatically revive after 10 seconds."""
Revive_count_5#0,"""Automatically revive after 5 seconds."""
Revive_count_Time#0,"""Automatically revive after $(0) second(s)."""
RetryConform#0,"""Retry Menu"""
Retry#0,"""Retry"""
RetrySelect#0,"""Retry Selection"""
RetryMessage#0,"""Would you like to retry?<br><red>(※Upon acceptance, you will be transferred to the Campship.)<c>"""
RetryErrorMessage#0,"""メンバーがクエスト倉庫の画面を開いているため、<br>リトライが出来ません。"""
BuckToField#0,"""Return to Field"""
BuckToField_GetOutParty#0,"""Leave the Party & Return to Field"""
BuckToField_GetOutMyself#0,"""Return to Field Alone"""
BuckToField_CheckMessage#0,"""Would you like to return to the field?<br><br><yellow>Members of your Party<c> will also return to the field as well."""
BuckToField_CheckMessage_GetOutMyself#0,"""Would you like to return to the field?<br><br>Members of your Party will not be transfered out, <yellow>just you<c>."""
RetryMessage2#0,"""Would you like to retry the Quest?<br><red>※If you retry, the Quest's contents will be reset.<c>"""
TrigerActiveRetired#0,"""Would you like to retire from the Quest?<br><br>If you retire from this Quest, <yellow>all Party Members<c> will also be returned to the field.<br><br>In addition, you will lose any effects, such as power boosts, that you received during the Quest."""
TrigerJoinRetired#0,"""Would you like to retire from the Quest?<br><br>If you retire from this Quest, <yellow>only you<c> will return to the field.<br><br>In addition, you will lose any effects, such as power boosts, that you received during the Quest.<br><br><yellow>※Once you leave a Battledia Quest, you will not be able to return to that ongoing Quest.<c>"""
TrigerJoinRetiredBlue#0,"""クエストをリタイアしますか？<br><br>クエストをリタイアすると、<br><yellow>“自分だけ”<c>が<br>フィールドに戻ります。<br><br>また、クエスト進行中に得た<br>能力上昇などの効果もすべて失われます。<br><br><yellow>※一度クエストを出ると、<br>\u3000進行中のクエストに再度参加することはできません。<c>"""
TrinitesQuestRetireLeaderMessage#0,"""クエストをリタイアしますか？<br><br>クエストをリタイアすると、<br><yellow>“同じパーティーのメンバー”<c>も<br>同時にフィールドに戻ります。<br><br>また、クエスト進行中に得た<br>能力上昇などの効果もすべて失われます。"""
TrinitesQuestRetireMemberMessage#0,"""クエストをリタイアしますか？<br><br>クエストをリタイアすると、<br><yellow>“自分だけ”<c>が<br>フィールドに戻ります。<br><br>また、クエスト進行中に得た<br>能力上昇などの効果もすべて失われます。"""
ContinueMessage1#0,"""全滅から一定時間経過でクエスト終了"""
ContinueMessage2#0,"""復活可能時間：残り$(0)秒"""
LevelUp_Ask#0,"""Using $(0) SP to level up.<br>Are you sure?<br><br>(Current Skill Points: $(1) SP)"""
LevelUp_AskNoCost#0,"""<yellow>Leveling up without using SP.<br>Are you sure?"""
LevelUp_Success#0,"""Leveled up."""
LevelUp_Lack#0,"""You lack the skill points necessary to level up this skill.<br><br>You can view the skill's details with <%NextTabDetails>.<br><br>($(0) SP required.)"""
LevelUp_Lack_v#0,"""You lack the skill points needed to level up this skill.<br><br>You can view the skill's details with <pict Sign_SELECT>.<br><br>($(0) SP required.)"""
LevelUp_LackLv#0,"""Your level is insufficient to learn this."""
LevelUp_Max#0,"""You cannot level this up any further."""
LevelUp_Wait#0,"""Please wait."""
LevelUp_LackPre#0,"""Cannot learn because a prerequisite skill has not yet<br>reached the required level.<br><br>You can view the skill's details with <%NextTabDetails>."""
LevelUp_LackPre_v#0,"""Cannot learn because a prerequisite skill has not yet<br>reached the required level.<br><br>You can view the skill's details with <pict Sign_SELECT>."""
Rename#0,"""Skill tree renamed."""
Rename_Text#0,"""Please change the name of the selected Skill Tree."""
Exp_WholeSkillTree#0,"""Displaying all selected Skill Trees"""
Exp_AddSkillTree#0,"""Spend AC to add a Skill Tree"""
Exp_RenameSkillTree#0,"""Change the name of the selected Skill Tree"""
Exp_ClassSkillTree#0,"""%s class Skill Tree"""
Failed#0,"""An error occurred. Action has been suspended."""
Blank#2,"""-"""
Detail#0,"""Class Skill details"""
ClassSkillTree#0,"""Class Skill Tree"""
SkillPoint#1,"""Current Skill Points"""
ViewTree#0,"""View Skill Tree"""
AddTree#0,"""Add a Skill Tree"""
EditTreeComment#0,"""Edit the tree comment"""
EditTreeComment_Text#0,"""Please enter a comment for the tree."""
sp#0,"""SP"""
Tutorial#0,"""Tutorial"""
Lock#0,"""Shows the required levels of prerequisite skills"""
ClassLevelLock#0,"""Shows the Class Level required to learn this skill"""
Precondition#0,"""Prerequisite"""
TreeCheck#0,"""Check Skill Tree"""
TreeReset#0,"""Skill Tree Transfer"""
SKillName#0,"""Skill Name"""
SKillTreeNameChange#0,"""Rename Skill Tree"""
SKillTreeNameChangeVita#0,"""<pict Sign_SQUARE> Tree Name Change"""
NameInput#0,"""Name Entry"""
RenameExplain#0,"""Please enter the desired name of the<br>Skill Tree below."""
RenameError#0,"""You cannot use this name."""
LevelUp_LackClassLv#0,"""Your Class Level is not high enough to learn<br>this skill.<br><br>Level requirement information<br>$(0) $(1) Lv.$(2)"""
LevelUp_LackClassLv_v#0,"""Your Class Level is not high enough to learn<br>this skill.<br><br><br>Level requirement information<br>$(0) $(1) Lv.$(2)"""
RebootText001#1,"""Skill Point"""
RebootText002#1,"""This will spend Skill Points to learn the selected Class Skills.<br>Do you wish to continue?"""
RebootText003#1,"""We require more Skill Points."""
RebootText004#1,"""Discard your changes?"""
ShowClassTutorial#0,"""Display Help"""
Title_SkillAcquisition#0,"""スキルポイント"""
Message_SkillAcquisitionLack#0,"""M.A.R.S.スキルポイントが不足しています。"""
HealTank#0,"""Resta Sign"""
RecoveryMoonAtomizer#0,"""Reverser Sign"""
HunterWarCry#0,"""War Cry"""
HunterIronWill#0,"""Iron Will"""
HunterMassiveHunter#0,"""Massive Hunter """
HunterParryingPa#0,"""Hunter Art <br>Avenge"""
HunterSwordGuardCounterPlus#0,"""Sword Guard <br>Counter Plus"""
HunterSwordNormalAttackPlus#0,"""ソードアタック<br>エクストラ"""
HunterSwordAttackExtra#0,"""Sword Attack <br>Extra"""
HunterWeakHitAdvance#0,"""ウィークヒット<br>アドバンスHu"""
HunterParryingCritical#0,"""パリングクリティカル"""
HunterCounterBoost#0,"""カウンター<br>ブースト"""
HunterJustGuardDownBoost#0,"""ジャストガード<br>リアクションブースト"""
HunterSwordGuardCounter#0,"""Sword Guard <br>Counter"""
HunterFlashGuard#0,"""Flash Guard"""
HunterAllGuard#0,"""All Guard"""
HunterParryingPPHeal#0,"""Hunter Art <br>Avenge PP Gain"""
HunterParryingPaJustGuard#0,"""Hunter Art <br>Just Parry"""
HunterSlowFallCharge#0,"""Slow Landing <br>Charge Hu"""
HunterTecArtsSkipAttack#0,"""Another Art <br>Skip Attack Hu"""
HunterSameArtsSkipAttack#0,"""Same Art <br>Skip Attack Hu"""
HunterPartisanVolgraptor#0,"""Vol Graptor """
HunterPartisanAssaultCharge#0,"""Assault Charge"""
HunterPartisanParryingAssaultCharge#0,"""Assault Charge <br>Avenge"""
HunterPartisanVolgraptorPPHeal#0,"""Vol Graptor <br>PP Gain"""
HunterWLanceAttackExtra#0,"""Wired Attack <br>Extra"""
HunterWLanceWAPlus#0,"""Wired Anchor <br>Advance"""
HunterWLanceWAGuardPointPlus#0,"""Wired Anchor <br>Just Parry"""
RangerGaugeShotGun#0,"""Spread Shot """
RangerGaugeShotGunAway#0,"""Spread Shot <br>Quick Escape"""
RangerWeakBullet#0,"""Weak Bullet """
RangerWeakBulletParse#0,"""Weak Bullet <br>Reinforce"""
RangerWeaponActionAvoid#0,"""Rifle Slide <br>Shot Advance"""
RangerGrenadeTrap#0,"""Rifle Grenadier"""
RangerRangeBonus#0,"""適正距離<br>リアクションボーナス"""
RangerDownChain#0,"""リアクションチェーン"""
RangerWeakHitAdvance#0,"""ウィークヒット<br>アドバンスRa"""
RangerWeakBlastBonus#0,"""ウィークヒット<br>ブラストボーナス"""
RangerFallSlowAttack#0,"""Slow Landing <br>Attack Ra"""
RangerFallSlowCharge#0,"""Slow Landing <br>Charge Ra"""
RangerClusterBombRecastReduce#0,"""Sticky Bomb <br>Quick Reload"""
RangerLauncherChargeConvergence#0,"""Launcher Charge <br>Grouping"""
RangerConditionBadGuard#0,"""Bad Condition <br>Resist"""
RangerConditionBadEase#0,"""Bad Condition <br>Reduce"""
ForcePhotonFlare#0,"""Photon Flare """
ForcePpConvert#0,"""PP Convert """
ForcePpConvertReCharge#0,"""PP Convert <br>Increase"""
ForceChargePpRevival#0,"""Tech Charge <br>PP Well Up"""
ForceChargeEscape#0,"""Rod Technique <br>Keep"""
ForceHeal#0,"""Resta Field Fo"""
ForceOverFlow#0,"""Overflow"""
ForcePhotonFlareTecShortCharge#0,"""Photon Flare <br>Short Charge"""
ForcePhotonFlareAfterBurst#0,"""Photon Flare <br>Afterburst"""
ForcePhotonFlareBoost#0,"""Photon Flare <br>Boost"""
ForceRodCounterTechnic#0,"""Rod React <br>Advance"""
ForcePhotonFlarePpRefrain#0,"""Photon Flare <br>PP Aftergain"""
ForceNightmare#0,"""Killing PP Gain"""
ForceReflectCounterShot#0,"""Elemental Bullet"""
ForceRodCounterTecBonus#0,"""ロッドカウンター<br>アドバンス"""
ForceRodAbsorption#0,"""Stay PP Gain"""
ForceTalisConcentrate#0,"""Talis Bloom <br>Stimulate"""
ForceTalisQuickMarkShot#0,"""Float Pillbox <br>Multi-Lock"""
ForceTalisSetRevok#0,"""Talis Bloom <br>Revoke"""
ForcePpRestorate#0,"""PP Recovery Up"""
ForceSlowFallCharge#0,"""Slow Landing <br>Charge Fo"""
ForceBartaBlot#0,"""Barta Blot"""
ForceZondeClad#0,"""Zonde Clad"""
FighterLimitBreak#0,"""Limit Break """
FighterLimitBreakPhotonCharge#0,"""リミットブレイク<br>PPリカバリー"""
FighterLimitBreakInsurance#0,"""Limit Break <br>Endurance"""
KnuckleDodgeHeatRevenge#0,"""Knuckle Attack <br>Switch"""
FighterKnuckleSwayCounterPlus#0,"""Knuckle Sway <br>Counter Plus"""
FighterKnuckleNormalAttackPlus#0,"""ナックルアタック<br>エクストラ"""
FighterKnuckleAttackExtra#0,"""Knuckle Attack <br>Extra"""
FighterPhotonFlood#0,"""フォトンフラッド"""
FighterUnFlatBonus#0,"""アンフラット<br>ボーナス"""
FighterTecArtsJABonus#0,"""テックアーツボーナス"""
FighterPPSlayer#0,"""PPスレイヤー"""
FighterKnuckleSwayCounter#0,"""Knuckle Sway <br>Counter"""
FighterLimitBreakPPRestraint#0,"""Limit Break <br>PP Recovery"""
FighterKnucklePARush#0,"""Knuckle Art Combo <br>PP Save"""
FighterTDSpinDerive#0,"""Dagger Spin Accel"""
FighterKamaitachiLv2PPHeal#0,"""Saber Graze <br>PP Gain"""
FighterChaseAdvance#0,"""Defeated <br>Advantage"""
FighterChaseAdvancePPRecovery#0,"""Defeated <br>PP Recovery"""
FighterTecArtsSkipAttack#0,"""Another Art <br>Skip Attack Fi"""
FighterSameArtsSkipAttack#0,"""Same Art <br>Skip Attack Fi"""
FighterSkipArts#0,"""Fighter <br>Skip Arts"""
FighterTDAnotherDerive#0,"""Accelerator Drive"""
FighterTDSpinCounter#0,"""Dagger Spin <br>Counter"""
FighterTDAttackExtra#0,"""Dagger Attack <br>Extra"""
FighterDSDodgeWindCounter#0,"""Saber Parry <br>Counter"""
FighterDSDodgeWindWACounter#0,"""Saber Parry <br>Another Counter"""
FighterDSDeadlyArcher#0,"""Deadly Archer"""
FighterDSEnhanceAttack#0,"""Spiral Drive"""
GunnerChainTrigger#0,"""Chain Trigger"""
GunnerChainFinish#0,"""チェインフィニッシュ"""
GunnerChainFinishTimeBonus#0,"""Chain Trigger <br>Quick Reload"""
GunnerSRollArts#0,"""Stylish Roll <br>Arts"""
GunnerCounterPABurst#0,"""Stylish Roll <br>Strike Back"""
GunnerChainBoost#0,"""Chain Boost"""
GunnerNeutralDeadApproach#0,"""Stylish <br>Onslaught"""
GunnerPerfectKeeper#0,"""パーフェクト<br>キーパー"""
GunnerChainFinishBonus#0,"""チェインフィニッシュ<br>ボーナス"""
GunnerNeoTime#0,"""ネオタイム"""
GunnerNeoTimeBlastBonus#0,"""ネオタイム<br>ブラストボーナス"""
GunnerNeoTimePPRefresh#0,"""ネオタイム<br>PPリフレッシュ"""
GunnerAirAttackBonus#0,"""エアアタック<br>ボーナス"""
GunnerReactionWeak#0,"""リアクションウィーク"""
GunnerFallSlowAttack#0,"""Slow Landing <br>Attack Gu"""
GunnerFallSlowCharge#0,"""Slow Landing <br>Charge Gu"""
GunnerGaugeShotGun#0,"""Spread Shot """
GunnerGaugeShotGunAway#0,"""Spread Shot <br>Quick Escape"""
WeaponAction#0,"""Weapon Action"""
NormalAttack#0,"""Normal Attack"""
Step#0,"""Step """
StepAdvance#0,"""Step <br>Advance """
StepAttack#0,"""Step <br>Attack """
HunterJustReversal#0,"""Just <br>Reversal """
HunterHPUp1#0,"""HP Boost 1 """
GuardStance#0,"""Guard Stance """
GuardStanceUp1#0,"""Guard Stance <br>Boost """
HunterHPUp2#0,"""HP Boost 2 """
HunterHPUp3#0,"""HP Boost 3 """
AutoMateHalfline#0,"""Automate <br>Halfline """
MaterialDefence1#0,"""Flash <br>Guard 1 """
TechDefence#0,"""Flash <br>Tech Guard """
MaterialDefence2#0,"""Flash <br>Guard 2 """
GuardStancePoison#0,"""Guard Stance <br>Poison """
GuardStanceBurn#0,"""Guard Stance <br>Burn """
HunterDfpStrikeUp1#0,"""S-DEF Up """
WarCry#0,"""War Cry """
IronWill#0,"""Iron Will """
HunterAtpStrikeUp1#0,"""S-ATK Boost 1 """
HunterAtpStrikeUp2#0,"""S-ATK Boost 2 """
FuryStance#0,"""Fury Stance """
FuryStanceUp1#0,"""Fury Stance <br>Boost 1 """
FuryStanceUp2#0,"""Fury Stance <br>Boost 2 """
FuryStanceCritical#0,"""Fury <br>Critical """
SwordGear#0,"""Sword Gear """
WiredlanceGear#0,"""Wired <br>Lance Gear """
PartisanGear#0,"""Partizan Gear """
JustAttackBonus1#0,"""JA Bonus 1 """
JustAttackBonus2#0,"""JA Bonus 2 """
Guard#1,"""Guard """
HunterDfpFirearmUp1#0,"""R-DEF Boost 1 """
JustGuard#0,"""Just Guard """
JustCounter#0,"""Just <br>Counter """
Rare10Hunter#0,"""Rare Mastery <br>Hunter """
FuryComboUp#0,"""Fury Combo <br>Boost """
PrettyGood#0,"""Pretty Good """
Sacrifice#0,"""Absorption """
HunterAtpStrikeUp3#0,"""S-ATK Boost 3 """
JustGuardAdvance#0,"""Just Guard <br>Advance """
FuryGearBoost#0,"""Hunter Gear <br>Boost """
NeverGiveup#0,"""Never <br>Give Up """
MassiveHunter#0,"""Massive <br>Hunter """
AdvanceGuard#0,"""Healing Guard """
WarBrave#0,"""War Brave """
HunterDexUp1#0,"""DEX Up """
AllGuard#0,"""All Guard """
GuardStanceJustGuradAttack#0,"""Guard Stance <br>Advance """
JustGuardPpSave#0,"""Just Guard <br>PP Gain """
ChargeParrying#0,"""Charge <br>Parry """
WarCryJellen#0,"""War Attract """
HunterHighLevelBonus#0,"""High Level <br>Bonus Hu """
HunterNextJump#0,"""Next <br>Jump """
HunterFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
HunterAirReversal#0,"""Air <br>Reversal """
HunterDushJump#0,"""Step <br>Jump """
HunterStepJACombo#0,"""Step <br>JA Combo """
HunterJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
FighterStep#0,"""Step """
FighterStepAdvance#0,"""Step <br>Advance """
FighterStepAttack#0,"""Step <br>Attack """
FighterJustReversal#0,"""Just <br>Reversal """
FighterAtpStrikeUp1#0,"""S-ATK Boost 1 """
BraveStanceUp1#0,"""Brave Stance <br>Up """
BraveCritical#0,"""Brave <br>Critical """
BraveStance#0,"""Brave <br>Stance """
FighterHPUp1#0,"""HP Boost 1 """
KnuckleGear#0,"""Knuckle Gear """
TwindaggerGear#0,"""T. Dagger <br>Gear """
FighterAtpStrikeUp2#0,"""S-ATK Boost 2 """
FighterDfpStrikeUp1#0,"""S-DEF Up """
AbnormalAdvance#0,"""Chase <br>Advance """
AbnormalBind#0,"""Chase <br>Bind """
WiseStanceUp1#0,"""Wise Stance <br>Up """
WiseCritical#0,"""Wise <br>Critical """
WiseStance#0,"""Wise Stance """
FighterHPUp2#0,"""HP Boost 2 """
FighterAtpStrikeUp3#0,"""S-ATK Boost 3 """
DoublesaverGear#0,"""D. Saber <br>Gear """
HalflineSlayer#0,"""Halfline <br>Slayer """
DeadlineSlayer#0,"""Deadline <br>Slayer """
Rare10Fighter#0,"""Rare Mastery <br>Fighter """
PPSlayer#0,"""PP Slayer """
HalflineAbnormal#0,"""Halfline <br>Boost """
Adrenalin#0,"""Adrenaline """
CrazyHeart#0,"""Crazy Heart """
CrazyBeat#0,"""Crazy Beat """
ThirdAct#0,"""Third Act """
AbnormalAdvance2#0,"""Chase <br>Advance Plus """
CriticalStrike#0,"""Critical <br>Strike """
LimitBreak#0,"""Limit Break """
TecArtsJABonus#0,"""Tech Arts <br>JA Bonus """
FighterDexUp1#0,"""DEX Up """
DoubleSaberTwister#0,"""Double Saber <br>Wind Parry """
KnuckleGearKeep#0,"""Knuckle Gear <br>Boost """
TwinDaggerSpinMove#0,"""Twin Dagger <br>Spin Move """
LimitBreakPhotonCharge#0,"""Limit Break <br>Photon Charge """
TecArtsJAPPSave#0,"""Tech Arts <br>JA PP Save """
LimitBreakInsurance#0,"""Limit Break <br>Insurance """
FighterHighLevelBonus#0,"""High Level <br>Bonus Fi """
FighterNextJump#0,"""Next <br>Jump """
FighterFirstArtsJAAddition#0,"""First Arts <br>JA Addition """
FighterAirReversal#0,"""Air <br>Reversal """
FighterDushJump#0,"""Step <br>Jump """
FighterStepJACombo#0,"""Step <br>JA Combo """
FighterJustReversalJACombo#0,"""J. Reversal <br>JA Combo """
Diveroll#0,"""Dive Roll """
DiverollAdvance#0,"""Dive Roll <br>Advance """
RangerJustReversal#0,"""Just <br>Reversal """
RangerDexUp1#0,"""DEX Boost 1 """
WeakSnipeBonus1#0,"""Weak Hit <br>Advance 1 """
