CorrectionAssignMapTitle#0,"""การกู้คืนการตั้งค่าปุ่ม"""
Config_109_Hint_PS4#0,"""เปิด/ปิด การแสดงผลการกระจายตัวของแสงอาทิตย์<br><br>การปิดการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเกม"""
Config_110_Name#0,"""Anti-aliasing"""
Config_110_Hint#0,"""เปิดหรือปิดการลบรอยหยัก (Anti-aliasing)<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย<br><br><yellow>※หากคุณตั้งค่านี้ให้รวม TAA บางสิ่ง<br>\u3000อาจมีรูปร่างหน้าตาเปลี่ยนไป<br>\u3000เช่น ไอเทมจาก [PSO2].<c>"""
Config_111_Name#0,"""Soft Particles"""
Config_111_Hint#0,"""เปิดหรือปิดเอฟเฟกต์ Soft Particles<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_111_Hint_PS4#0,"""เอฟเฟกต์อนุภาค (Particles) <br>จะค่อยๆ จางลงเมื่อเข้าใกล้พื้นดิน<br>จะมีผลเฉพาะกับบางเอฟเฟกต์เท่านั้น<br><br>การปิดการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเกม"""
Config_112_Name#0,"""ลดแสงเอฟเฟกต์"""
Config_112_Choices_0#0,"""ปกติ"""
Config_112_Choices_1#0,"""ลดลง"""
Config_112_Hint#0,"""ปรับความเข้มของแสงที่เกิดจากเอฟเฟกต์บางชนิด<br>การตั้งค่าเป็น 【 ลดลง 】 จะทำให้แสงของเอฟเฟกต์เหล่านี้มืดลง"""
Config_112_Hint_Switch#0,"""ปรับความเข้มของแสงที่เกิดจากเอฟเฟกต์บางชนิด<br>การตั้งค่าเป็น 【 ลดลง 】 จะทำให้แสงของเอฟเฟกต์เหล่านี้มืดลง"""
Config_112_Hint_PCCloud#0,"""ปรับความเข้มของแสงที่เกิดจากเอฟเฟกต์บางชนิด<br>การตั้งค่าเป็น 【 ลดลง 】 จะทำให้แสงของเอฟเฟกต์เหล่านี้มืดลง"""
Config_113_Name#0,"""ระยะซ่อนเอฟเฟกต์ของผู้เล่นอื่น"""
Config_113_Choices_0#0,"""ซ่อนเฉพาะเอฟเฟกต์ที่อยู่ใกล้"""
Config_113_Choices_1#0,"""ซ่อนเอฟเฟกต์ทั้งหมด"""
Config_113_Hint#0,"""งค่าระยะที่จะเริ่มซ่อนเอฟเฟกต์ของผู้เล่นอื่น<br>หากเลือก 【 ซ่อนเอฟเฟกต์ทั้งหมด 】 เอฟเฟกต์บางอย่างจะไม่แสดงให้เห็นเลย"""
Config_114_Name#0,"""Ambient Occlusion"""
Config_114_Hint#0,"""เพิ่มความเข้มของเงาตามขอบวัตถุ<br>เปิดใช้งานเมื่อตั้งค่าคุณภาพกราฟิกเป็น 6<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_114_Hint_PS4#0,"""เพิ่มความเข้มของเงาบริเวณขอบ เพื่อความสมจริงมากยิ่งขึ้น<br><br>การปิดการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเกม"""
Config_115_Name#0,"""ลดความสว่างขอบหน้าจอ"""
Config_115_Hint#0,"""ลดความสว่างบริเวณขอบของหน้าจอ<br>เปิดใช้งานเมื่อตั้งค่าคุณภาพกราฟิกเป็น 6<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_115_Hint_PS4#0,"""ปรับขอบหน้าจอให้มืดลง<br><br>การปิดการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเกม"""
Config_116_Name#0,"""Color Tone Curve"""
Config_116_Hint#0,"""ปรับความสว่าง สี และคอนทราสต์โดยรวมของแต่ละพื้นที่<br>เปิดใช้งานเมื่อตั้งค่าคุณภาพกราฟิกเป็น 6<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_116_Hint_PS4#0,"""ปรับโทนสี คอนทราสต์ และความสว่าง<br>ตามแต่ละพื้นที่โดยอัตโนมัติ<br><br>การปิดการตั้งค่านี้จะช่วยเพิ่มประสิทธิภาพของเกม"""
Config_116_Hint_Switch#0,"""ปรับโทนสี คอนทราสต์ และความสว่าง<br>ตามแต่ละพื้นที่โดยอัตโนมัติ"""
Config_116_Hint_PCCloud#0,"""ปรับโทนสี คอนทราสต์ และความสว่าง<br>ตามแต่ละพื้นที่โดยอัตโนมัติ"""
Config_117_Name#0,"""แสงกระทบขอบวัตถุ"""
Config_117_Hint#0,"""ปรับปริมาณแสงที่กระทบตามขอบของวัตถุ<br>เปิดใช้งานเมื่อตั้งค่าคุณภาพกราฟิกเป็น 6<br>การปิดใช้งานจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
Config_117_Hint_PS4#0,"""ปรับปริมาณแสงที่กระทบตามขอบของวัตถุ<br><br>การตั้งค่านี้เป็น ปิด จะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_117_Hint_Switch#0,"""ปรับปริมาณแสงที่กระทบตามขอบของวัตถุ"""
Config_117_Hint_PCCloud#0,"""ปรับปริมาณแสงที่กระทบตามขอบของวัตถุ"""
Config_118_Name#0,"""การปรับความละเอียดแบบไดนามิก"""
Config_118_Hint_PS4#0,"""ฟังก์ชันนี้จะลดความละเอียดภาพลงเมื่อมีการประมวลผลสูง<br>เพื่อรักษาความเสถียรของเฟรมเรต<br><br>หากปิดการตั้งค่านี้ อาจส่งผลให้เฟรมเรตตก<br>ในระหว่างการต่อสู้ได้"""
Config_119_Hint#0,"""ตั้งค่าจำนวนตัวละครผู้เล่นที่จะให้แสดงรายละเอียดแบบเต็มรูปแบบ เช่น การแสดงอุปกรณ์สวมใส่<br>การลดจำนวนลงจะช่วยเพิ่มประสิทธิภาพของเครื่อง"""
Config_120_Hint#0,"""ตั้งค่าจำนวน Photon Blast ที่จะแสดงผล<br>การแสดงผลให้น้อยลงจะช่วยลดภาระการทำงานของเครื่อง"""
Config_121_Hint#0,"""ตั้งค่าคุณภาพของแสงสะท้อนบนผิวน้ำ<br>การลดค่าลงจะช่วยเพิ่มประสิทธิภาพของเครื่องขึ้นเล็กน้อย"""
