MenuTitle#0,"""ร้านแลกเปลี่ยน"""
GatCMineral#0,"""แร่"""
GatCJewel#0,"""อัญมณี"""
GatCVegetable#0,"""ผัก"""
GatCFruit#0,"""ผลไม้"""
GatCCereal#0,"""ธัญพืช"""
GatCBean#0,"""ถั่ว"""
GatCMushroom#0,"""เห็ด"""
GatCFungus#0,"""เห็ดรา"""
GatCFlower#0,"""ดอกไม้"""
GatCEgg#0,"""ไข่"""
GatCOther#0,"""อื่นๆ"""
GatFFish#0,"""ปลา"""
GatFShellfish#0,"""หอย"""
GatFCrustacean#0,"""สัตว์เปลือกแข็ง (Crustaceans)"""
GatFMollusk#0,"""มอลลัสก์"""
GatFMarineAnimals#0,"""สัตว์เลี้ยงลูกด้วยนมในทะเล"""
GatFReptiles#0,"""สัตว์เลื้อยคลาน"""
GatFMarinePlants#0,"""สาหร่าย"""
GatFOther#0,"""อื่นๆ"""
GatOMeat#0,"""เนื้อสัตว์"""
GatOOther#0,"""อื่นๆ"""
GatODust#0,"""ขยะ (Junk)"""
RingEXP#0,"""Ring EXP"""
LimitOpen#0,"""จนกว่าจะเพิ่มขีดจำกัด Grind"""
GrindEXP#0,"""Grind EXP"""
GrindEXP2Tab#0,"""ไปยัง Grind ถัดไป"""
GammaNoLimit#0,"""<yellow>เพิ่มขีดจำกัดแล้ว<c>"""
GammaLimit#0,"""-"""
Attachment#0,"""ติดตั้ง (Attachment)"""
GammaGrind#0,"""$(0) (สูงสุด $(1))"""
GammaGrind_Max#0,"""$(0) <c ffa800>(สูงสุด $(1))<c>"""
GammaGrind_Vita#0,"""$(0)"""
GammaGrind_Max_Vita#0,"""<c ffa800>$(0)<c>"""
GammaGrindUnidentified#0,"""?"""
GammaGrindExp#0,"""$(0)"""
GammaGrindExpUnidentified#0,"""?"""
PetName#0,"""ชื่อสัตว์เลี้ยง"""
ElementOmit#0,"""...และอื่นๆ อีก $(0)"""
HandoverGamma1#0,"""<c ff9c70>อาวุธจะสืบทอดสถานะดังต่อไปนี้:<c><br><yellow>Grind, ธาตุ, Special Abilities, Photon Color,<br>และการลงทะเบียนเจ้าของ<c>"""
HandoverGamma2#0,"""Special Abilities ของ<br>ไอเทมหลักจะถูก<br>นำมาใช้"""
HandoverTakt1#0,"""<c ff9c70>อาวุธจะสืบทอดสถานะดังต่อไปนี้:<c><br><yellow>Grind, Photon Color, และการลงทะเบียน<br>เจ้าของ<c>"""
HandoverTakt2#0,"""จะไม่มีการใช้<br>Special Abilities"""
HandoverAddon1#0,"""<c ff9c70>Unit จะสืบทอดสถานะดังต่อไปนี้:<c><br><yellow>Grind, Special Abilities, Timed Abilities,<br>Photon Color, และการลงทะเบียนเจ้าของ<c>"""
HandoverAddon2#0,"""Special Abilities ของ<br>ไอเทมหลักจะถูก<br>นำมาใช้"""
AcceptType#0,"""รองรับ"""
ValueZero#0,"""(+0)"""
ValueZeroNaked#0,"""+0"""
ValueZeroPercent#0,"""+0%"""
PresetName#0,"""<c ff8750>$(0)<c>"""
ValuePercent#0,"""+$(0)%"""
Armour#0,"""ชุดเกราะ"""
Materials#0,"""วัตถุดิบ/เครื่องมือ"""
PassOther#0,"""อื่นๆ"""
NoMyShop_NoGrind#0,"""ไม่สามารถขายใน My Shop หรือใช้เป็นวัตถุดิบได้"""
NoGrind#0,"""ไม่สามารถใช้เป็นไอเทมวัตถุดิบได้"""
Ringtype#0,"""ประเภท Ring"""
RingEffect#0,"""เอฟเฟกต์ Ring"""
RebootRingType#0,"""ประเภท $(0)"""
Accessory#0,"""Accessories"""
Hairstyle#0,"""Hairstyles"""
Headparts#0,"""Head Parts"""
Sticker#0,"""Stickers"""
Facepaint#0,"""Face Paints"""
Pupil#0,"""Eyes"""
Eyebrows#0,"""Eyebrows"""
Eyelashes#0,"""Eyelashes"""
Bodypaint#0,"""Body Paints"""
Facevariation#0,"""Face Variations"""
Ear#0,"""Ears"""
Teeth#0,"""Teeth"""
Horn#0,"""Horns"""
Motion#0,"""Motions"""
Label_Restriction#0,"""ข้อจำกัด"""
Default#0,"""เรียงตามค่าเริ่มต้น"""
Price#0,"""ราคา"""
Lock#0,"""ล็อก"""
Equip#0,"""สวมใส่ได้"""
Grind#1,"""ระดับ Grind"""
Element#1,"""จำนวน Abilities"""
CharacterCode#0,"""เรียงตามชื่อ"""
CharacterCode_NewArrival#0,"""เรียงตามใหม่ล่าสุด"""
CharacterCode_Popular#0,"""เรียงตามความนิยม"""
WeaponType#0,"""หมวดหมู่"""
RarityType#0,"""ระดับความหายาก (Rarity)"""
AvatarType_N#0,"""รองรับโมเดลผู้เล่น [NGS]"""
PotentialType#0,"""Potential"""
PresetSkillsType#0,"""Preset Ability"""
ExtendType#0,"""Extend"""
WeaponTypeAll#0,"""อาวุธทั้งหมด"""
WeaponTypeSword#0,"""Swords"""
WeaponTypeLance#0,"""Wired Lances"""
WeaponTypePartisan#0,"""Partizans"""
WeaponTypeTdagger#0,"""Twin Daggers"""
WeaponTypeWsaber#0,"""Double Sabers"""
WeaponTypeKnuckle#0,"""Knuckles"""
WeaponTypeSaber#0,"""Gunslashes"""
WeaponTypeRifle#0,"""Assault Rifles"""
WeaponTypeRifle_v#0,"""Assault Rifles"""
WeaponTypeLauncher#0,"""Launchers"""
WeaponTypeTmachinegun#0,"""Twin Machineguns"""
WeaponTypeTmachinegun_v#0,"""Twin Machineguns"""
WeaponTypeRod#0,"""Rods"""
WeaponTypeTalis#0,"""Talises"""
WeaponTypeWand#0,"""Wands"""
WeaponTypeKatana#0,"""Katana"""
WeaponTypeCompoundBow#0,"""Bullet Bow"""
MaxAttack#0,"""ATK"""
MaxStrike#0,"""S-ATK"""
MaxFirearm#0,"""R-ATK"""
MaxTechnic#0,"""T-ATK"""
AttributeRatio#0,"""ประเภทธาตุ"""
AttributeRatioFire#0,"""ไฟ"""
AttributeRatioIce#0,"""น้ำแข็ง"""
AttributeRatioThunder#0,"""สายฟ้า"""
AttributeRatioWind#0,"""ลม"""
AttributeRatioLight#0,"""แสง"""
AttributeRatioDark#0,"""ความมืด"""
AddonType#0,"""หมวดหมู่"""
AddonTypeAll#0,"""Units ทั้งหมด"""
AddonBack#1,"""Rear Units"""
AddonArm#1,"""Arm Units"""
AddonLeg#1,"""Leg Units"""
AddonUnit#1,"""Sub Units"""
DfpAttack#0,"""DEF"""
DfpStrike#0,"""S-DEF"""
DfpFirearm#0,"""R-DEF"""
DfpTechnic#0,"""T-DEF"""
AttributeResistRatio#0,"""ต้านทานสถานะ"""
AttributeResistRatioFire#0,"""Burn"""
AttributeResistRatioIce#0,"""Freeze"""
AttributeResistRatioThunder#0,"""Shock"""
AttributeResistRatioWind#0,"""Mirage"""
AttributeResistRatioLight#0,"""Panic"""
AttributeResistRatioDark#0,"""Poison"""
AttributeResistRatioInjury#0,"""Physical Down"""
DiskLearn#0,"""สามารถเรียนรู้ได้"""
DiskLevel#1,"""เลเวล"""
DiskPaWeaponType#0,"""หมวดหมู่ Photon Art"""
DiskPaWeaponType_v#0,"""Photon Arts"""
DiskPaWeaponTypeSword#0,"""Swords"""
DiskPaWeaponTypeLance#0,"""Wired Lances"""
DiskPaWeaponTypePartisan#0,"""Partizans"""
DiskPaWeaponTypeTdagger#0,"""Twin Daggers"""
DiskPaWeaponTypeWsaber#0,"""Double Sabers"""
DiskPaWeaponTypeKnuckle#0,"""Knuckles"""
DiskPaWeaponTypeSaber#0,"""Gunslashes"""
DiskPaWeaponTypeRifle#0,"""Assault Rifles"""
DiskPaWeaponTypeRifle_v#0,"""A. Rifle"""
DiskPaWeaponTypeLauncher#0,"""Launchers"""
DiskPaWeaponTypeTmachinegun#0,"""Twin Machineguns"""
DiskPaWeaponTypeTmachinegun_v#0,"""T. Mechgun"""
DiskTechnicAttribute#0,"""หมวดหมู่ Technique"""
DiskTechnicAttribute_v#0,"""Technique"""
DiskPaWeaponTypeKatana#0,"""Katana"""
DiskPaWeaponTypeCompoundBow#0,"""Bullet Bow"""
DiskTechnicCustomize#0,"""การปรับแต่ง Technique"""
DiskTechnicAttributeFire#0,"""ไฟ"""
DiskTechnicAttributeIce#0,"""น้ำแข็ง"""
DiskTechnicAttributeThunder#0,"""สายฟ้า"""
DiskTechnicAttributeWind#0,"""ลม"""
DiskTechnicAttributeLight#0,"""แสง"""
DiskTechnicAttributeDark#0,"""ความมืด"""
GoodsCost#1,"""ค่าติดตั้ง"""
GoodsNumMax#0,"""ติดตั้งสูงสุด"""
GoodsType#0,"""ประเภทการติดตั้ง"""
GoodsTypeGround#1,"""ประเภทพื้น"""
GoodsTypeWall#1,"""ประเภทผนัง"""
GoodsTypeCeilling#1,"""ประเภทเพดาน"""
CraftTypeNormal#0,"""เรียงตามค่าเริ่มต้น"""
CraftTypeReleaseFinish#0,"""เรียงตามที่เสร็จสมบูรณ์"""
CraftTypeReleaseAble#0,"""เรียงตามที่ยังไม่เสร็จ"""
CraftTypeReleaseDisable#0,"""เรียงตามที่ล็อกไว้"""
ShipBattleDefault#0,"""แนะนำ"""
EnchantType#0,"""สถานะ Timed Ability"""
WeaponTypeJboots#0,"""Jet Boots"""
WeaponTypeDblade#0,"""Dual Blades"""
WeaponTypeTakt#0,"""Takts"""
GadgetNum#0,"""จำนวน Ring Ability"""
GadgetRingL#0,"""L Rings"""
GadgetRingR#0,"""R Rings"""
DiskPaWeaponTypeJboots#0,"""Jet Boots"""
DiskPaWeaponTypeDblade#0,"""Dual Blades"""
AmShopRecommend#0,"""ไอเทมแนะนำ"""
ChallengeShopRecommend#0,"""ไอเทมแนะนำ"""
AcItem#0,"""ไอเทม AC Scratch"""
AcItemVita#0,"""AC Scratch"""
MaxHP#0,"""HP"""
MaxDex#0,"""DEX"""
parameter#0,"""สถานะ"""
individual_valu#0,"""Individual Value"""
GatTypeCollect#0,"""Harvesting"""
GatTypeFishing#0,"""Fishing"""
GatTypeFish#0,"""ปลา"""
GatTypeAllCollect#0,"""วัตถุดิบ Harvesting ทั้งหมด"""
GatTypeAllFish#0,"""วัตถุดิบ Fishing ทั้งหมด"""
RetentionPeriod#0,"""ระยะเวลาเก็บรักษา"""
BodyEquipment#0,"""Costumes/Parts"""
WeaponAvatar#1,"""Weapon Camo"""
ConsumptionItems#0,"""Consumables"""
Other#1,"""อื่นๆ"""
CombatPoint#0,"""Power Level"""
PowerRate#0,"""Damage Rate"""
DamageReduction#0,"""Damage Resist"""
DownsideFluctuation#0,"""Damage Variance"""
Hp#0,"""HP"""
Pp#0,"""PP"""
Title#1,"""Inventory"""
DropInventory#0,"""ไปยัง Inventory"""
OnMouseAll#0,"""ไอเทมทั้งหมด"""
OnMouseWeapon#0,"""Weapons"""
OnMouseCostume#0,"""Costumes/Parts/Weapon Camos"""
OnMouseAddon#0,"""Armor Units"""
OnMouseAddonRing#0,"""Armor Units/Skill Rings"""
OnMouseStack#0,"""Consumables"""
OnMouseDisk#0,"""Disks"""
OnMouseGoods#0,"""Room Goods"""
OnMouseQuestitem#0,"""Order Items"""
OnMouseMaterials#0,"""Materials"""
OnMouseOther#0,"""อื่นๆ"""
Back#0,"""กลับ"""
OnMouseGadget#0,"""Skill Rings"""
OnMouseWeaponAvatar#0,"""Weapon Camo"""
OnMouseOuterItem#0,"""Outerwear"""
OnMouseNewOuter#0,"""N-Outerwear/N-Body"""
OnMouseNewCostume#0,"""N-Costume"""
OnMouseNewArm#0,"""N-Arms"""
OnMouseNewLeg#0,"""N-Legs"""
OnMouseTabAll#0,"""ทั้งหมด"""
MainTitle#0,"""Storage"""
Title#2,"""Storage"""
ReceiptTitle#0,"""Storage"""
WarehouseListTitle#0,"""เมนู Storage"""
LeaveItem#0,"""ฝากไอเทม"""
TakeItem#0,"""ถอนไอเทม"""
ReceiptItem#0,"""Collection Storage"""
LeaveMeseta#0,"""ฝาก Meseta"""
TakeMeseta#0,"""ถอน Meseta"""
Exit#0,"""กลับ"""
SearchBlankText#0,"""ป้อนคำค้นหา"""
SearchText#0,"""ค้นหา"""
DropWarehouse#0,"""ไปยัง Storage"""
DropContainer#0,"""ไปยัง Storage อื่น"""
LeaveMesetaInputNumberTitle#0,"""ฝาก Meseta"""
LeaveMesetaInputNumberMessage#0,"""ป้อนจำนวนที่ต้องการฝาก"""
TakeMesetaInputNumberTitle#0,"""ถอน Meseta"""
TakeMesetaInputNumberMessage#0,"""ป้อนจำนวนที่ต้องการถอน"""
LeaveMesetaErrorTitle#0,"""Storage"""
LeaveMesetaErrorMessage1#0,"""จำนวน Meseta ที่คุณฝากไว้ถึงขีดจำกัดแล้ว<br>จึงไม่สามารถฝากเพิ่มได้อีก"""
LeaveMesetaErrorMessage2#0,"""จำนวน Meseta ที่คุณฝากไว้ถึงขีดจำกัดแล้ว<br>จึงไม่สามารถฝากเพิ่มได้อีก"""
LeaveMesetaErrorMessage3#0,"""คุณไม่ได้พก Meseta อยู่เลย"""
TakeMesetaErrorTitle#0,"""Storage"""
TakeMesetaErrorMessage1#0,"""คุณไม่สามารถถอน Meseta ได้<br>เนื่องจากคุณพกพาถึงจำนวนสูงสุดแล้ว"""
TakeMesetaErrorMessage2#0,"""คุณไม่สามารถถอน Meseta ได้<br>เนื่องจากคุณพกพาถึงจำนวนสูงสุดแล้ว"""
TakeMesetaErrorMessage3#0,"""คุณยังไม่ได้ฝาก Meseta ไว้ใน Storage"""
WarehouseCashTitle#0,"""ใน Storage"""
CashTitle#1,"""ที่มีอยู่"""
Inventory#0,"""Inventory"""
WarehouseAll#0,"""All Storage"""
WarehouseDefault#0,"""Basic Storage"""
WarehousePost#0,"""Temp. Storage"""
WarehouseSystemPost#0,"""System Storage"""
WarehousePremiere#0,"""Prem. Storage"""
WarehouseAddition01#0,"""Expansion Storage 1"""
WarehouseAddition02#0,"""Expansion Storage 2"""
WarehouseAddition03#0,"""Expansion Storage 3"""
TermOfValidity#0,"""หมดอายุ $(0)"""
TermOfValidityOver#0,"""หมดอายุแล้ว"""
Explanation1#1,"""<c f0df60>คุณสามารถฝากและถอนไอเทมหรือ Meseta ได้ที่ Storage<c>"""
Explanation2#1,"""<c f0df60>คุณสามารถฝาก ถอน และย้ายไอเทมได้ หากใช้เมาส์ คุณสามารถลากและวางไอเทมในช่องด้านซ้ายได้<c>"""
Explanation2_v#0,"""<c f0df60>คุณสามารถฝาก ถอน และย้ายไอเทมได้"""
Explanation3#1,"""<c f0df60>คุณสามารถฝาก ถอน และย้ายไอเทมได้ หากใช้เมาส์ คุณสามารถลากและวางไอเทมในช่องด้านซ้ายได้<c>"""
